City,Date,co,dew,humidity,no2,o3,pm10,pm25,so2
Muzaffarnagar,2020-04-13 00:00:00,11.8,13.0,37.5,4.6,7.6,101.0,154.0,11.7
Muzaffarnagar,2020-04-14 00:00:00,13.1,13.0,41.2,5.6,7.6,132.0,156.0,10.4
Muzaffarnagar,2020-04-15 00:00:00,12.9,9.5,38.7,5.6,7.5,137.0,161.0,8.4
Muzaffarnagar,2020-04-16 00:00:00,12.8,12.0,39.2,5.8,7.6,148.0,169.0,11.0
Muzaffarnagar,2020-04-17 00:00:00,9.7,14.0,37.2,3.2,7.6,97.0,99.0,7.1
Muzaffarnagar,2020-04-18 00:00:00,9.0,13.0,41.0,2.1,7.5,50.0,62.0,5.7
Muzaffarnagar,2020-04-19 00:00:00,10.2,14.0,43.0,3.2,7.5,51.0,69.0,5.9
Muzaffarnagar,2020-04-20 00:00:00,11.4,13.0,43.0,4.7,7.5,92.0,99.0,7.2
Muzaffarnagar,2020-04-21 00:00:00,11.2,13.0,38.5,4.0,7.6,79.0,107.0,6.5
Muzaffarnagar,2020-04-22 00:00:00,12.5,11.0,36.5,6.3,7.6,110.0,161.0,12.6
Muzaffarnagar,2020-04-23 00:00:00,13.6,12.0,38.7,6.6,7.6,115.0,158.0,5.5
Muzaffarnagar,2020-04-24 00:00:00,12.3,13.7,40.0,5.6,7.6,110.0,160.0,8.0
Muzaffarnagar,2020-04-25 00:00:00,13.5,13.0,39.5,6.5,7.6,146.0,163.0,6.7
Muzaffarnagar,2020-04-26 00:00:00,11.1,16.5,61.7,3.2,7.6,46.0,73.0,3.8
Muzaffarnagar,2020-04-27 00:00:00,8.5,17.0,66.7,2.3,7.6,41.0,76.0,3.4
Muzaffarnagar,2020-04-28 00:00:00,9.4,18.0,50.0,2.6,7.5,48.0,81.0,8.4
Muzaffarnagar,2020-04-29 00:00:00,11.8,18.0,55.0,5.2,7.6,85.0,158.0,7.6
Muzaffarnagar,2020-04-30 00:00:00,10.7,17.5,53.0,5.0,7.6,91.0,152.0,6.8
Thiruvananthapuram,2020-04-01 00:00:00,5.8,24.0,58.2,3.1,13.5,45.0,54.0,3.4
Thiruvananthapuram,2020-04-02 00:00:00,5.9,24.0,79.0,2.8,15.9,50.0,72.0,3.8
Thiruvananthapuram,2020-04-03 00:00:00,5.5,24.0,76.2,3.1,18.3,51.0,80.0,3.0
Thiruvananthapuram,2020-04-04 00:00:00,5.8,24.0,77.7,3.5,17.0,51.0,92.0,2.1
Thiruvananthapuram,2020-04-05 00:00:00,5.6,24.0,86.2,3.4,15.1,45.0,77.0,1.8
Thiruvananthapuram,2020-04-06 00:00:00,2.8,24.0,76.2,4.4,11.2,30.0,61.0,2.0
Thiruvananthapuram,2020-04-07 00:00:00,3.8,25.0,84.7,4.2,13.4,32.0,64.0,2.4
Thiruvananthapuram,2020-04-08 00:00:00,5.1,24.0,81.3,3.9,16.8,36.0,63.0,2.9
Thiruvananthapuram,2020-04-09 00:00:00,4.5,23.0,76.9,3.8,17.6,46.0,61.0,2.1
Thiruvananthapuram,2020-04-10 00:00:00,3.9,24.0,83.0,3.3,12.7,40.0,62.0,2.2
Thiruvananthapuram,2020-04-11 00:00:00,4.4,24.0,77.7,3.2,11.6,45.0,73.0,1.9
Thiruvananthapuram,2020-04-12 00:00:00,5.5,24.0,75.2,3.3,12.7,44.0,68.0,2.2
Thiruvananthapuram,2020-04-13 00:00:00,5.0,24.0,76.2,3.3,13.4,48.0,78.0,2.5
Thiruvananthapuram,2020-04-14 00:00:00,5.0,24.0,76.0,3.2,12.8,43.0,77.0,2.3
Thiruvananthapuram,2020-04-15 00:00:00,4.1,24.0,73.5,3.0,12.5,33.0,62.0,2.1
Thiruvananthapuram,2020-04-16 00:00:00,3.7,24.0,73.6,3.3,11.9,24.0,57.0,2.3
Thiruvananthapuram,2020-04-17 00:00:00,3.9,25.0,77.8,3.1,13.1,24.0,58.0,2.5
Thiruvananthapuram,2020-04-18 00:00:00,5.2,25.0,81.7,2.8,17.3,19.0,53.0,2.2
Thiruvananthapuram,2020-04-19 00:00:00,2.9,24.0,80.8,3.0,9.2,21.0,45.0,2.2
Thiruvananthapuram,2020-04-20 00:00:00,4.8,25.0,84.0,4.0,11.5,27.0,60.0,2.3
Thiruvananthapuram,2020-04-21 00:00:00,4.5,24.0,89.6,4.1,11.1,29.0,39.0,2.4
Thiruvananthapuram,2020-04-22 00:00:00,4.3,24.0,93.8,4.0,11.6,27.0,59.0,2.0
Thiruvananthapuram,2020-04-23 00:00:00,4.3,25.0,95.8,3.8,9.6,34.0,62.0,2.1
Thiruvananthapuram,2020-04-24 00:00:00,5.5,25.0,95.4,4.3,10.3,37.0,61.0,2.3
Thiruvananthapuram,2020-04-25 00:00:00,3.6,25.0,74.5,4.2,10.4,38.0,62.0,2.3
Thiruvananthapuram,2020-04-26 00:00:00,4.3,25.0,83.4,3.7,13.0,53.0,68.0,2.3
Thiruvananthapuram,2020-04-27 00:00:00,4.5,24.0,70.7,4.2,16.2,31.0,58.0,2.5
Thiruvananthapuram,2020-04-28 00:00:00,3.2,24.0,81.5,4.9,16.6,41.0,77.0,2.2
Thiruvananthapuram,2020-04-29 00:00:00,4.6,24.0,72.5,4.7,14.7,32.0,68.0,2.2
Thiruvananthapuram,2020-04-30 00:00:00,4.8,25.0,70.1,4.6,15.4,43.0,75.0,2.1
Bengaluru,2020-04-01 00:00:00,6.3,7.0,30.5,3.8,17.2,47.0,74.0,2.9
Bengaluru,2020-04-02 00:00:00,6.4,12.0,38.0,3.4,18.8,52.0,85.0,2.7
Bengaluru,2020-04-03 00:00:00,5.9,11.5,38.7,3.5,19.4,54.0,94.0,3.3
Bengaluru,2020-04-04 00:00:00,5.8,11.0,39.0,3.5,17.6,55.0,93.0,3.7
Bengaluru,2020-04-05 00:00:00,6.4,16.0,46.0,3.5,16.3,53.0,88.0,3.3
Bengaluru,2020-04-06 00:00:00,6.1,19.0,58.0,4.0,18.0,40.0,71.0,1.8
Bengaluru,2020-04-07 00:00:00,6.1,20.0,64.7,5.1,18.6,16.0,54.0,2.7
Bengaluru,2020-04-08 00:00:00,5.9,18.0,53.2,5.8,19.9,24.0,62.0,3.2
Bengaluru,2020-04-09 00:00:00,6.3,20.0,67.2,5.0,17.9,32.0,72.0,3.2
Bengaluru,2020-04-10 00:00:00,5.3,16.5,52.5,4.4,18.7,22.0,56.0,3.3
Bengaluru,2020-04-11 00:00:00,6.0,17.5,52.5,4.5,17.4,38.0,82.0,3.3
Bengaluru,2020-04-12 00:00:00,6.1,12.0,35.0,6.1,18.9,38.0,75.0,2.2
Bengaluru,2020-04-13 00:00:00,5.7,9.5,29.5,7.0,20.9,47.0,81.0,3.4
Bengaluru,2020-04-14 00:00:00,5.4,5.0,26.7,6.7,18.3,51.0,90.0,3.0
Bengaluru,2020-04-15 00:00:00,5.2,10.5,39.0,6.3,18.6,43.0,81.0,3.3
Bengaluru,2020-04-16 00:00:00,5.0,10.0,32.5,5.4,17.1,42.0,77.0,3.2
Bengaluru,2020-04-17 00:00:00,5.6,17.5,42.0,5.6,17.4,52.0,94.0,2.9
Bengaluru,2020-04-18 00:00:00,5.5,11.5,43.7,5.6,16.5,49.0,85.0,3.1
Bengaluru,2020-04-19 00:00:00,4.8,14.0,45.7,4.5,15.9,41.0,76.0,4.0
Bengaluru,2020-04-20 00:00:00,4.7,13.0,42.5,4.4,13.3,28.0,59.0,4.1
Bengaluru,2020-04-21 00:00:00,6.1,14.5,39.0,5.2,13.1,28.0,52.0,3.5
Bengaluru,2020-04-22 00:00:00,5.6,17.0,43.6,4.8,13.8,40.0,65.0,4.3
Bengaluru,2020-04-23 00:00:00,5.7,17.0,54.0,5.1,16.3,38.0,65.0,3.6
Bengaluru,2020-04-24 00:00:00,7.1,21.0,65.4,6.4,17.0,38.0,67.0,3.7
Bengaluru,2020-04-25 00:00:00,5.6,21.0,68.7,6.2,12.5,43.0,75.0,2.9
Bengaluru,2020-04-26 00:00:00,6.4,20.5,60.5,6.2,15.9,35.0,65.0,3.2
Bengaluru,2020-04-27 00:00:00,6.5,20.0,62.2,6.1,14.2,42.0,61.0,3.1
Bengaluru,2020-04-28 00:00:00,5.9,21.0,63.7,5.1,14.0,45.0,65.0,3.0
Bengaluru,2020-04-29 00:00:00,6.3,21.0,75.2,5.9,11.7,25.0,49.0,2.7
Bengaluru,2020-04-30 00:00:00,6.8,17.5,51.7,6.5,13.0,42.0,64.0,3.1
Kolkata,2020-04-01 00:00:00,3.7,22.0,59.5,6.3,24.8,61.0,125.0,5.8
Kolkata,2020-04-02 00:00:00,3.4,25.0,68.4,6.0,20.1,54.0,109.0,4.5
Kolkata,2020-04-03 00:00:00,4.0,25.0,61.7,6.1,18.4,59.0,107.0,4.6
Kolkata,2020-04-04 00:00:00,4.3,21.0,48.0,7.2,26.2,72.0,144.0,6.0
Kolkata,2020-04-05 00:00:00,3.9,22.5,64.1,5.7,20.0,62.0,119.0,4.8
Kolkata,2020-04-06 00:00:00,3.6,17.5,48.8,5.5,18.0,56.0,106.0,4.8
Kolkata,2020-04-07 00:00:00,3.4,21.5,58.9,4.5,22.4,59.0,107.0,6.0
Kolkata,2020-04-08 00:00:00,3.2,20.0,44.5,4.7,26.4,47.0,78.0,4.7
Kolkata,2020-04-09 00:00:00,2.9,18.0,45.5,5.3,26.7,40.0,68.0,5.4
Kolkata,2020-04-10 00:00:00,3.1,24.0,76.1,3.9,18.1,35.0,64.0,3.8
Kolkata,2020-04-11 00:00:00,2.9,24.0,67.3,3.7,16.0,40.0,66.0,3.8
Kolkata,2020-04-12 00:00:00,3.0,25.5,69.1,3.7,16.7,52.0,75.0,3.4
Kolkata,2020-04-13 00:00:00,3.3,26.5,81.4,3.5,13.5,46.0,76.0,3.2
Kolkata,2020-04-14 00:00:00,3.2,27.0,80.7,2.7,12.6,45.0,78.0,2.8
Kolkata,2020-04-15 00:00:00,3.3,25.5,76.2,3.9,14.4,50.0,74.0,3.7
Kolkata,2020-04-16 00:00:00,3.4,24.0,75.6,5.1,12.6,52.0,86.0,3.8
Kolkata,2020-04-17 00:00:00,3.0,26.5,72.0,4.0,14.5,42.0,73.0,3.9
Kolkata,2020-04-18 00:00:00,3.1,27.0,75.9,4.5,12.7,32.0,61.0,4.7
Kolkata,2020-04-19 00:00:00,2.5,24.0,65.3,3.9,21.7,29.0,55.0,3.6
Kolkata,2020-04-20 00:00:00,2.7,27.0,79.5,3.7,11.1,28.0,57.0,3.4
Kolkata,2020-04-21 00:00:00,2.9,20.0,73.1,5.4,15.8,23.0,52.0,3.0
Kolkata,2020-04-22 00:00:00,2.7,24.0,79.1,5.0,12.6,26.0,60.0,4.5
Kolkata,2020-04-23 00:00:00,2.7,23.5,85.3,4.4,10.4,24.0,53.0,3.0
Kolkata,2020-04-24 00:00:00,2.9,22.0,81.2,3.7,14.0,23.0,50.0,3.2
Kolkata,2020-04-25 00:00:00,2.9,25.0,78.5,4.2,18.8,27.0,57.0,3.7
Kolkata,2020-04-26 00:00:00,3.1,24.0,79.6,4.1,19.3,26.0,61.0,3.5
Kolkata,2020-04-27 00:00:00,2.9,24.0,85.2,4.2,13.6,20.0,45.0,2.9
Kolkata,2020-04-28 00:00:00,2.9,23.5,89.9,4.4,11.3,17.0,34.0,2.8
Kolkata,2020-04-29 00:00:00,3.2,24.0,78.2,4.8,16.1,29.0,62.0,3.3
Kolkata,2020-04-30 00:00:00,2.5,24.5,78.4,4.5,13.7,27.0,55.0,3.7
