City,Date,dew,pm10,no2,so2,pm25,pressure,wind-speed,co,temperature,humidity,o3,wind-gust,precipitation,wd
Hyderabad,401.0,10.5,110.0,18.5,3.8,152.0,707.0,0.7,4.5,29.2,36.0,6.2,7.7,0.0,0.0
Hyderabad,402.0,9.0,112.0,17.8,4.4,157.0,708.7,0.8,5.1,28.9,37.0,6.4,4.0,0.0,0.0
Hyderabad,403.0,10.0,110.0,19.5,3.9,158.0,709.0,0.6,5.1,29.1,35.7,6.7,5.0,0.0,0.0
Hyderabad,404.0,16.0,109.0,15.4,3.4,157.0,710.2,0.7,5.8,28.7,46.0,6.7,3.2,0.0,0.0
Hyderabad,405.0,22.0,107.0,17.4,2.8,155.0,711.5,0.7,7.0,28.6,59.5,7.1,8.0,0.0,0.0
Hyderabad,406.0,20.5,94.0,14.1,2.5,151.0,711.0,0.8,6.0,29.5,53.5,7.8,7.2,0.0,0.0
Hyderabad,407.0,17.0,87.0,13.7,1.9,140.0,711.5,0.8,4.7,30.0,48.5,7.0,7.2,0.0,0.0
Hyderabad,408.0,15.0,91.0,14.0,3.0,147.0,710.0,0.6,4.4,28.9,48.2,6.2,5.7,0.0,0.0
Hyderabad,409.0,18.5,97.0,17.9,3.2,152.0,710.0,0.7,5.4,29.0,51.5,6.8,8.0,0.0,0.0
Hyderabad,410.0,18.5,80.0,11.9,2.0,112.0,711.0,1.1,4.1,29.0,51.7,7.0,9.7,0.0,0.0
Hyderabad,411.0,19.0,56.0,8.7,2.1,79.0,712.5,1.0,4.0,28.7,55.5,6.0,8.0,0.0,0.0
Hyderabad,412.0,20.0,72.0,16.5,2.1,102.0,713.0,0.5,5.3,28.6,56.0,6.4,6.6,0.0,0.0
Hyderabad,413.0,18.5,62.0,13.1,2.1,95.0,712.5,0.7,4.4,28.7,55.0,7.5,8.5,0.0,0.0
Hyderabad,414.0,18.5,42.0,12.1,2.4,77.0,713.5,1.0,4.1,28.5,61.0,7.7,6.0,0.0,0.0
Hyderabad,415.0,17.5,55.0,13.3,2.2,95.0,712.0,1.0,4.4,28.6,59.0,8.5,7.0,0.0,0.0
Hyderabad,416.0,16.0,70.0,16.2,2.3,109.0,711.0,0.6,5.2,29.0,50.5,6.7,2.7,0.0,0.0
Hyderabad,417.0,18.0,65.0,14.7,2.1,115.0,711.7,0.7,4.5,29.0,51.0,6.2,5.6,0.0,0.0
Hyderabad,418.0,18.5,77.0,17.4,2.3,138.0,712.0,0.6,4.7,28.5,50.0,7.0,3.3,0.0,0.0
Hyderabad,419.0,18.5,79.0,14.7,2.5,137.0,710.2,0.6,4.3,29.1,48.5,6.8,2.7,0.0,0.0
Hyderabad,420.0,18.6,83.0,16.3,2.4,141.0,709.0,0.8,4.4,28.6,49.0,7.5,6.0,0.0,0.0
Hyderabad,421.0,20.0,70.0,12.1,2.2,124.0,710.5,0.6,4.3,28.6,52.5,6.5,5.0,0.0,0.0
Hyderabad,422.0,19.5,67.0,9.3,1.8,118.0,711.5,1.0,3.6,28.5,57.7,7.2,8.0,0.0,0.0
Hyderabad,423.0,18.5,59.0,10.6,1.9,98.0,711.0,1.0,3.1,28.5,53.0,7.0,7.3,0.0,0.0
Hyderabad,424.0,18.0,68.0,13.2,2.5,112.0,711.0,0.6,4.1,28.5,49.2,6.9,4.3,0.0,0.0
Hyderabad,425.0,18.0,75.0,12.9,2.2,134.0,710.5,0.8,4.2,28.5,46.5,7.8,6.0,0.0,0.0
Hyderabad,426.0,14.5,65.0,11.8,2.6,100.0,710.0,1.0,3.8,28.9,40.5,7.5,5.2,0.0,0.0
Hyderabad,427.0,14.0,67.0,11.0,2.5,104.0,711.0,1.2,3.7,28.9,41.5,7.8,6.0,0.0,0.0
Hyderabad,428.0,15.0,63.0,15.7,3.1,101.0,711.0,0.8,4.2,28.8,40.7,7.0,5.7,0.0,0.0
Hyderabad,429.0,16.0,74.0,15.5,3.5,125.0,710.5,0.8,4.4,28.5,42.0,7.4,4.7,0.0,0.0
Hyderabad,430.0,16.0,63.0,12.6,2.8,99.0,710.0,1.0,3.3,28.6,44.5,8.6,5.6,0.0,0.0
Delhi,401.0,-3.0,123.0,10.6,7.1,99.0,978.9,2.1,5.2,27.6,24.9,18.1,12.3,0.0,272.3
Delhi,402.0,-3.5,110.0,15.5,8.9,135.0,981.7,1.2,7.2,27.0,25.9,11.8,8.7,0.0,268.9
Delhi,403.0,-4.0,101.0,19.3,9.5,146.0,984.2,0.8,8.6,27.4,24.9,10.0,0.0,0.0,219.0
Delhi,404.0,2.0,114.0,18.1,9.7,157.0,984.6,1.0,8.6,28.1,27.4,12.0,9.2,0.0,251.4
Delhi,405.0,4.5,133.0,21.5,11.5,166.0,983.3,0.9,10.3,29.5,29.1,12.2,0.0,0.0,156.1
Delhi,406.0,8.5,185.0,19.1,11.9,181.0,981.9,1.2,10.0,29.9,34.7,18.5,0.0,0.0,106.3
Delhi,407.0,9.0,136.0,13.0,7.2,158.0,984.1,1.3,6.9,29.4,33.5,16.3,9.2,0.0,233.9
Delhi,408.0,2.0,96.0,14.3,7.8,129.0,984.1,1.2,6.6,28.2,30.0,14.3,0.0,0.0,271.0
Delhi,409.0,2.0,106.0,16.2,8.6,151.0,984.8,1.1,7.3,28.6,25.6,11.5,0.0,0.0,259.4
Delhi,410.0,2.5,111.0,17.9,8.0,151.0,985.7,1.0,8.0,29.0,25.9,11.3,0.0,0.0,255.5
Delhi,411.0,3.0,122.0,18.0,9.6,157.0,985.7,0.9,7.5,29.6,26.0,11.3,0.0,0.0,261.4
Delhi,412.0,4.5,150.0,23.2,9.7,169.0,986.1,0.8,10.0,30.2,28.1,9.1,0.0,0.0,234.7
Delhi,413.0,7.0,140.0,20.3,9.0,160.0,984.8,1.0,8.4,30.3,29.0,8.9,9.2,0.0,253.5
Delhi,414.0,4.0,129.0,16.7,8.6,152.0,983.7,1.2,6.6,31.0,27.7,12.1,0.0,0.0,259.7
Delhi,415.0,4.5,156.0,19.7,8.3,157.0,982.6,1.1,7.7,30.3,26.7,8.3,8.2,0.0,252.8
Delhi,416.0,7.0,163.0,15.4,7.2,164.0,982.2,1.0,7.8,26.8,39.0,6.6,10.2,0.5,204.0
Delhi,417.0,13.0,70.0,11.5,7.1,102.0,984.1,1.2,5.9,27.6,42.9,9.8,8.4,0.0,237.2
Delhi,418.0,10.5,105.0,11.8,8.8,151.0,985.5,0.8,6.7,28.5,36.5,12.9,0.0,0.0,201.2
Delhi,419.0,8.5,128.0,13.1,8.0,155.0,981.7,1.0,8.0,30.3,31.1,12.2,0.0,0.0,267.9
Delhi,420.0,8.0,121.0,11.4,9.8,152.0,981.8,1.3,6.2,28.0,34.3,14.7,10.2,0.0,167.2
Delhi,421.0,12.5,75.0,7.8,7.4,102.0,983.7,1.4,5.5,27.7,44.3,13.9,0.0,0.0,243.3
Delhi,422.0,12.0,86.0,8.6,7.0,116.0,985.5,1.4,5.9,28.1,42.5,18.8,0.0,0.0,113.2
Delhi,423.0,11.5,87.0,8.5,8.6,122.0,984.4,1.8,6.1,27.0,45.1,17.2,9.2,0.0,106.7
Delhi,424.0,5.5,74.0,9.6,7.3,104.0,985.1,1.4,6.3,27.7,34.8,13.3,9.2,0.0,277.4
Delhi,425.0,6.5,118.0,11.8,9.2,164.0,984.7,1.0,8.8,28.1,33.0,11.8,8.7,0.0,262.3
Delhi,426.0,5.0,159.0,20.4,10.9,185.0,983.0,0.6,11.7,29.5,29.0,8.8,9.2,0.0,231.1
Delhi,427.0,9.0,191.0,21.4,10.9,196.0,982.2,0.6,13.6,30.0,30.5,9.3,0.0,0.0,230.2
Delhi,428.0,7.5,191.0,20.5,10.4,200.0,982.6,0.8,12.2,31.4,28.8,10.8,0.0,0.0,237.7
Delhi,429.0,7.0,197.0,14.6,8.7,187.0,982.5,0.9,10.3,31.9,28.3,16.8,9.2,0.0,225.3
Delhi,430.0,11.0,187.0,13.9,8.4,173.0,982.6,0.9,9.3,31.6,32.0,14.9,10.2,0.0,174.0
Chandigarh,401.0,4.7,79.0,6.9,4.9,130.0,736.0,2.6,3.2,20.2,29.7,13.6,0.0,0.0,0.0
Chandigarh,402.0,4.8,73.0,9.3,4.3,128.0,737.0,1.9,4.6,21.5,26.2,13.4,0.0,0.0,0.0
Chandigarh,403.0,4.0,64.0,11.7,4.4,112.0,737.6,1.8,5.6,23.4,25.0,14.3,0.0,0.0,0.0
Chandigarh,404.0,5.7,67.0,8.8,5.4,128.0,737.5,2.0,4.8,23.4,27.8,14.5,0.0,0.0,0.0
Chandigarh,405.0,9.0,72.0,12.5,4.3,147.0,736.6,1.5,4.9,26.1,32.1,10.4,0.0,0.0,0.0
Chandigarh,406.0,11.3,117.0,12.6,8.2,164.0,736.2,1.7,7.8,25.4,36.3,9.3,0.0,0.0,0.0
Chandigarh,407.0,12.4,72.0,7.6,4.1,132.0,736.7,1.7,4.5,24.5,42.5,11.5,0.0,0.0,0.0
Chandigarh,408.0,11.3,59.0,7.5,4.5,101.0,736.2,2.0,4.2,24.0,30.4,11.6,0.0,0.0,0.0
Chandigarh,409.0,4.2,63.0,8.5,4.7,105.0,736.5,2.0,4.0,23.0,26.6,11.7,0.0,0.0,0.0
Chandigarh,410.0,3.1,62.0,9.2,5.0,105.0,736.0,2.0,3.2,26.9,22.9,11.0,0.0,0.0,0.0
Chandigarh,411.0,6.3,72.0,10.8,5.7,132.0,736.0,2.0,3.2,27.1,24.8,11.0,0.0,0.0,0.0
Chandigarh,412.0,7.9,77.0,10.4,6.6,131.0,737.0,1.8,3.9,27.7,26.0,11.6,0.0,0.0,0.0
Chandigarh,413.0,8.0,74.0,10.3,5.4,113.0,736.7,2.1,3.9,27.0,28.6,13.4,0.0,0.0,0.0
Chandigarh,414.0,8.3,82.0,8.7,4.5,106.0,736.7,1.9,3.4,27.0,28.4,12.9,0.0,0.0,0.0
Chandigarh,415.0,9.4,85.0,11.0,6.7,119.0,735.5,1.5,3.1,28.4,26.3,11.5,0.0,0.0,0.0
Chandigarh,416.0,10.0,91.0,13.3,6.6,136.0,736.5,1.6,2.9,23.4,35.7,10.1,0.0,0.0,0.0
Chandigarh,417.0,12.6,55.0,7.7,3.8,88.0,736.2,2.0,1.7,23.6,47.9,9.9,0.0,0.0,0.0
Chandigarh,418.0,11.6,60.0,5.4,4.1,80.0,736.0,1.5,1.9,27.2,36.2,12.4,0.0,0.0,0.0
Chandigarh,419.0,9.9,57.0,6.1,5.1,77.0,736.0,2.1,3.9,24.1,31.7,13.9,0.0,0.0,0.0
Chandigarh,420.0,9.4,73.0,9.4,5.7,96.0,737.0,1.8,4.0,21.8,38.0,11.1,0.0,0.0,0.0
Chandigarh,421.0,14.5,35.0,7.1,4.0,67.0,738.0,1.9,3.6,22.4,55.5,11.0,0.0,0.0,0.0
Chandigarh,422.0,11.6,53.0,9.4,4.8,83.0,737.0,1.8,4.6,22.1,45.9,10.8,0.0,0.0,0.0
Chandigarh,423.0,13.9,35.0,8.6,4.0,56.0,738.0,2.1,3.6,19.8,57.6,9.4,0.0,0.0,0.0
Chandigarh,424.0,10.1,51.0,8.9,4.0,72.0,738.0,1.7,3.6,23.2,37.3,9.0,0.0,0.0,0.0
Chandigarh,425.0,10.5,65.0,9.1,4.6,79.0,737.0,1.9,2.7,25.6,33.9,9.8,0.0,0.0,0.0
Chandigarh,426.0,10.8,75.0,10.5,4.9,118.0,736.5,1.7,3.1,28.9,27.8,10.1,0.0,0.0,0.0
Chandigarh,427.0,12.4,87.0,11.7,5.1,123.0,736.5,1.5,3.6,30.7,28.4,10.3,0.0,0.0,0.0
Chandigarh,428.0,12.9,107.0,13.4,6.0,151.0,735.7,1.2,4.3,30.8,27.1,10.4,0.0,0.0,0.0
Chandigarh,429.0,13.0,96.0,13.9,7.1,153.0,735.7,1.2,3.9,28.0,31.1,9.6,0.0,0.0,0.0
Chandigarh,430.0,13.1,103.0,12.9,6.7,154.0,735.5,1.3,5.2,24.4,32.5,11.0,0.0,0.0,0.0
Bhopal,401.0,6.5,80.0,9.9,10.7,109.0,709.0,1.1,4.9,29.6,19.5,21.9,0.0,0.0,0.0
Bhopal,402.0,5.0,67.0,14.0,9.3,96.0,709.0,0.5,5.1,29.4,14.7,22.8,0.0,0.0,0.0
Bhopal,403.0,5.0,77.0,15.9,11.1,104.0,711.0,0.8,7.2,29.4,17.5,21.4,0.0,0.0,0.0
Bhopal,404.0,4.0,65.0,15.0,8.6,97.0,711.0,0.5,6.2,29.4,17.0,25.8,0.0,0.0,0.0
Bhopal,405.0,7.0,80.0,18.5,9.3,111.0,711.0,0.4,7.9,29.4,18.0,26.1,0.0,0.0,0.0
Bhopal,406.0,9.5,77.0,11.6,6.2,99.0,709.0,0.7,6.0,29.6,19.7,17.4,0.0,0.0,0.0
Bhopal,407.0,8.0,79.0,11.1,13.7,92.0,710.0,1.0,5.7,29.7,20.5,16.6,0.0,0.0,0.0
Bhopal,408.0,10.0,119.0,17.2,8.0,155.0,710.0,0.9,7.5,29.4,21.5,16.4,0.0,0.0,0.0
Bhopal,409.0,9.0,105.0,12.8,11.5,135.0,710.0,1.0,7.4,29.3,20.5,22.9,0.0,0.0,0.0
Bhopal,410.0,12.0,61.0,9.6,16.3,105.0,708.0,0.8,5.7,29.4,27.5,23.1,0.0,0.0,0.0
Bhopal,411.0,13.5,57.0,8.7,16.4,93.0,708.0,1.1,4.2,29.6,29.5,21.5,0.0,0.0,0.0
Bhopal,412.0,9.0,51.0,10.1,11.3,86.0,710.0,1.0,5.7,29.6,22.6,21.4,0.0,0.0,0.0
Bhopal,413.0,7.0,75.0,14.3,9.1,135.0,710.0,0.4,5.6,29.6,18.5,20.5,0.0,0.0,0.0
Bhopal,414.0,10.0,72.0,8.5,9.5,105.0,710.0,0.9,6.0,29.7,26.0,20.7,12.8,0.0,0.0
Bhopal,415.0,12.0,55.0,8.2,8.0,85.0,710.0,1.1,5.3,29.5,26.0,20.9,0.0,0.0,0.0
Bhopal,416.0,10.0,53.0,8.0,11.4,86.0,709.0,0.8,4.7,29.5,22.5,18.5,0.0,0.0,0.0
Bhopal,417.0,10.0,74.0,7.6,12.2,85.0,711.0,1.1,4.3,29.3,21.7,13.9,0.0,0.0,0.0
Bhopal,418.0,10.5,65.0,10.0,12.4,95.0,711.0,0.9,5.8,29.4,23.5,17.5,0.0,0.0,0.0
Bhopal,419.0,10.0,75.0,10.5,13.7,128.0,711.0,0.5,6.7,29.4,23.5,16.9,0.0,0.0,0.0
Bhopal,420.0,11.5,70.0,7.4,13.2,80.0,710.0,1.2,4.0,29.6,20.5,23.7,0.0,0.0,0.0
Bhopal,421.0,13.0,70.0,6.8,11.6,87.0,708.0,1.1,3.6,29.3,29.0,13.0,0.0,0.0,0.0
Bhopal,422.0,10.5,72.0,8.4,12.2,88.0,709.0,0.6,4.5,29.4,24.7,18.0,0.0,0.0,0.0
Bhopal,423.0,10.0,73.0,8.1,12.3,99.0,707.0,0.6,6.1,29.5,20.5,21.6,0.0,0.0,0.0
Bhopal,424.0,11.0,62.0,5.9,11.7,78.0,707.0,1.4,3.7,29.3,18.0,14.2,8.2,0.0,0.0
Bhopal,425.0,7.0,43.0,6.3,12.9,64.0,707.0,1.1,4.3,29.5,13.7,17.7,0.0,0.0,0.0
Bhopal,426.0,8.0,57.0,6.0,13.2,82.0,707.0,0.8,5.7,29.5,12.0,17.4,0.0,0.0,0.0
Bhopal,427.0,10.0,65.0,18.6,12.1,118.0,709.0,0.4,7.4,29.5,17.2,16.8,0.0,0.0,0.0
Bhopal,428.0,11.5,65.0,20.1,9.2,92.0,710.0,0.5,5.9,29.4,16.0,31.0,0.0,0.0,0.0
Bhopal,429.0,10.0,66.0,9.3,13.6,90.0,711.0,0.6,5.0,29.7,17.7,17.5,0.0,0.0,0.0
Bhopal,430.0,10.5,66.0,9.1,20.2,91.0,711.0,0.7,4.2,29.5,17.5,21.4,0.0,0.0,0.0
Lucknow,401.0,4.5,107.0,10.0,3.2,149.0,991.4,0.8,7.9,29.8,23.7,15.7,0.0,0.0,0.0
Lucknow,402.0,5.5,110.0,12.8,5.0,158.0,996.0,0.6,8.8,27.7,24.4,14.2,0.0,0.0,0.0
Lucknow,403.0,5.0,91.0,13.6,5.5,145.0,999.4,0.7,6.1,27.0,23.0,12.6,0.0,0.0,0.0
Lucknow,404.0,6.0,103.0,14.1,6.0,153.0,1000.3,0.5,8.0,27.8,23.2,11.8,0.0,0.0,0.0
Lucknow,405.0,9.5,121.0,15.3,6.9,169.0,999.8,0.6,8.9,31.5,27.5,18.5,0.0,0.0,0.0
Lucknow,406.0,14.5,147.0,15.5,6.4,174.0,998.4,1.0,8.4,32.0,36.3,22.4,0.0,0.0,0.0
Lucknow,407.0,18.5,145.0,16.6,6.0,179.0,998.8,0.7,10.2,31.7,43.0,19.8,0.0,0.0,0.0
Lucknow,408.0,14.0,146.0,20.2,5.1,181.0,998.1,0.6,6.5,32.0,33.4,19.9,0.0,0.0,0.0
Lucknow,409.0,9.0,113.0,22.7,5.9,160.0,999.4,0.5,9.8,30.0,26.0,19.9,0.0,0.0,0.0
Lucknow,410.0,6.0,96.0,17.9,5.5,150.0,1002.1,0.6,8.2,30.0,24.0,17.2,0.0,0.0,0.0
Lucknow,411.0,7.5,104.0,18.6,5.1,155.0,1002.2,0.6,7.8,31.4,24.4,16.0,0.0,0.0,0.0
Lucknow,412.0,10.5,106.0,16.0,4.9,157.0,1002.5,0.8,8.1,31.3,27.0,11.9,0.0,0.0,0.0
Lucknow,413.0,10.5,120.0,17.1,4.9,163.0,1000.3,0.6,9.0,31.7,26.7,10.2,0.0,0.0,0.0
Lucknow,414.0,10.5,111.0,17.4,5.2,155.0,998.3,0.7,7.7,33.6,26.5,10.4,0.0,0.0,0.0
Lucknow,415.0,12.0,118.0,17.3,6.2,162.0,996.9,0.7,8.1,32.9,26.4,9.4,0.0,0.0,0.0
Lucknow,416.0,12.5,130.0,29.0,5.8,173.0,996.7,0.6,8.5,33.7,29.3,9.5,0.0,0.0,0.0
Lucknow,417.0,15.5,118.0,13.4,3.7,160.0,1000.2,0.8,8.3,32.0,34.5,9.7,0.0,0.0,0.0
Lucknow,418.0,14.0,92.0,11.0,3.6,151.0,1001.0,0.5,7.9,32.6,34.0,10.5,0.0,0.0,0.0
Lucknow,419.0,12.0,106.0,14.4,3.7,157.0,996.8,0.6,8.4,33.0,29.8,10.2,0.0,0.0,0.0
Lucknow,420.0,11.5,100.0,18.4,5.2,159.0,995.3,0.6,7.9,33.4,26.9,11.7,0.0,0.0,0.0
Lucknow,421.0,15.5,113.0,13.2,4.1,166.0,999.4,1.1,8.1,30.5,38.0,15.3,10.2,0.0,0.0
Lucknow,422.0,18.0,53.0,12.2,3.5,92.0,1003.3,0.7,8.9,27.5,51.8,11.0,0.0,0.0,0.0
Lucknow,423.0,18.0,74.0,19.8,3.5,141.0,999.5,0.7,8.3,31.4,43.2,12.7,0.0,0.0,0.0
Lucknow,424.0,15.5,77.0,13.1,3.8,141.0,997.6,0.7,8.7,31.7,35.4,15.5,0.0,0.0,0.0
Lucknow,425.0,13.0,72.0,12.8,4.4,117.0,999.2,0.5,7.6,30.7,32.3,9.0,0.0,0.0,0.0
Lucknow,426.0,12.0,86.0,19.4,4.9,151.0,998.3,0.6,8.1,32.2,28.0,11.4,0.0,0.0,0.0
Lucknow,427.0,12.5,91.0,27.0,5.3,161.0,997.5,0.6,8.7,32.0,25.9,8.0,0.0,0.0,0.0
Lucknow,428.0,14.0,119.0,22.6,6.0,172.0,997.7,0.6,8.6,33.9,30.8,11.3,0.0,0.0,0.0
Lucknow,429.0,18.0,140.0,18.9,4.4,182.0,998.0,0.8,8.7,32.6,43.0,19.3,0.0,0.0,0.0
Lucknow,430.0,19.0,120.0,12.7,3.7,161.0,997.6,0.7,8.8,32.0,43.0,21.9,0.0,0.0,0.0
Ghāziābād,401.0,-3.0,131.0,14.6,5.1,99.0,741.0,4.9,5.7,26.2,27.0,26.0,12.3,0.0,0.0
Ghāziābād,402.0,-3.5,120.0,22.6,5.3,122.0,741.0,2.3,0.0,26.1,29.2,16.4,8.7,0.0,0.0
Ghāziābād,403.0,-4.0,115.0,30.2,13.5,158.0,741.2,1.2,11.9,27.1,28.5,10.8,0.0,0.0,0.0
Ghāziābād,404.0,2.0,137.0,22.9,10.0,169.0,742.0,1.7,12.2,25.9,31.2,16.0,9.2,0.0,0.0
Ghāziābād,405.0,4.5,157.0,46.8,13.9,175.0,742.0,1.3,14.1,31.0,33.2,21.3,0.0,0.0,0.0
Ghāziābād,406.0,8.5,174.0,19.3,10.9,174.0,741.0,1.7,5.9,30.5,36.5,34.9,0.0,0.0,0.0
Ghāziābād,407.0,9.0,149.0,17.4,8.4,161.0,742.0,2.3,4.7,34.4,33.7,26.1,9.2,0.0,0.0
Ghāziābād,408.0,2.0,108.0,17.5,11.9,122.0,741.5,2.2,6.2,34.6,30.0,21.2,0.0,0.0,0.0
Ghāziābād,409.0,2.0,132.0,22.9,15.4,159.0,741.7,1.8,6.5,34.0,31.2,15.8,0.0,0.0,0.0
Ghāziābād,410.0,2.5,122.0,23.2,11.7,155.0,742.0,1.6,6.8,32.8,29.2,17.8,0.0,0.0,0.0
Ghāziābād,411.0,3.0,125.0,19.9,9.9,146.0,742.0,2.2,5.4,28.4,27.2,23.9,0.0,0.0,0.0
Ghāziābād,412.0,4.5,179.0,45.2,14.9,182.0,742.0,0.9,8.6,33.4,31.5,15.4,0.0,0.0,0.0
Ghāziābād,413.0,7.0,148.0,32.6,13.4,158.0,742.0,1.7,5.4,34.6,30.0,15.2,9.2,0.0,0.0
Ghāziābād,414.0,4.0,154.0,20.7,10.8,152.0,742.0,2.2,5.5,33.6,29.7,20.2,0.0,0.0,0.0
Ghāziābād,415.0,4.5,168.0,31.7,6.2,152.0,742.0,1.4,4.2,33.4,29.5,14.6,8.2,0.0,0.0
Ghāziābād,416.0,7.0,206.0,27.7,15.2,158.0,741.2,2.0,5.8,33.9,36.2,16.1,10.2,0.0,0.0
Ghāziābād,417.0,13.0,76.0,19.4,6.0,91.0,742.0,1.8,2.5,33.3,38.2,13.5,8.4,0.0,0.0
Ghāziābād,418.0,10.5,131.0,16.9,15.3,159.0,742.0,1.0,4.8,33.1,36.7,14.0,0.0,0.0,0.0
Ghāziābād,419.0,8.5,147.0,20.8,13.9,153.0,741.2,1.4,4.1,32.5,32.5,13.7,0.0,0.0,0.0
Ghāziābād,420.0,8.0,141.0,14.9,8.8,114.0,741.0,2.6,4.9,29.9,35.0,21.6,10.2,0.0,0.0
Ghāziābād,421.0,12.5,91.0,14.1,5.4,90.0,742.0,2.3,2.2,32.4,41.7,25.3,0.0,0.0,0.0
Ghāziābād,422.0,12.0,87.0,13.4,8.1,144.0,742.0,2.0,2.0,34.5,42.5,25.9,0.0,0.0,0.0
Ghāziābād,423.0,11.5,87.0,10.9,7.2,122.0,741.0,2.7,3.3,34.3,44.7,22.5,9.2,0.0,0.0
Ghāziābād,424.0,5.5,86.0,11.2,14.4,154.0,742.0,2.3,5.1,31.9,40.0,15.6,0.0,0.0,0.0
Ghāziābād,425.0,6.5,170.0,21.7,16.1,190.0,742.0,2.2,5.5,27.4,39.7,18.6,8.7,0.0,0.0
Ghāziābād,426.0,5.0,186.0,41.7,12.5,186.0,741.5,1.0,9.8,26.7,31.7,10.5,9.2,0.0,0.0
Ghāziābād,427.0,9.0,208.0,74.0,11.3,210.0,741.7,0.4,19.3,32.9,33.0,8.6,0.0,0.0,0.0
Ghāziābād,428.0,7.5,234.0,57.8,12.8,192.0,742.0,0.9,18.9,31.8,31.2,38.8,0.0,0.0,0.0
Ghāziābād,429.0,7.0,199.0,21.8,12.0,185.0,742.0,1.8,5.0,27.6,29.7,27.5,9.2,0.0,0.0
Ghāziābād,430.0,11.0,190.0,31.3,8.6,163.0,742.0,1.2,5.1,25.5,33.7,22.4,10.2,0.0,0.0
Hāpur,401.0,-3.0,134.0,5.4,4.8,81.0,741.0,0.8,5.4,30.2,27.0,30.0,12.3,0.0,0.0
Hāpur,402.0,-3.5,127.0,7.3,9.4,123.0,741.0,0.6,6.6,30.7,28.5,40.3,8.7,0.0,0.0
Hāpur,403.0,-4.0,126.0,6.0,12.5,122.0,741.0,0.4,10.7,30.3,28.2,6.4,0.0,0.0,0.0
Hāpur,404.0,2.0,133.0,6.4,10.6,121.0,741.0,0.4,10.6,31.7,30.5,6.3,9.2,0.0,0.0
Hāpur,405.0,4.5,132.0,5.8,11.7,149.0,741.0,0.4,10.8,30.4,31.0,15.1,0.0,0.0,0.0
Hāpur,406.0,8.5,172.0,3.2,8.2,173.0,741.0,0.6,9.0,30.0,37.0,31.2,0.0,0.0,0.0
Hāpur,407.0,9.0,148.0,3.2,6.1,152.0,741.0,0.6,8.9,30.0,40.2,22.6,9.2,0.0,0.0
Hāpur,408.0,2.0,97.0,3.7,7.5,100.0,741.0,0.7,7.8,30.0,33.0,15.1,0.0,0.0,0.0
Hāpur,409.0,2.0,97.0,4.8,9.4,112.0,741.0,0.7,8.2,30.0,28.0,20.0,0.0,0.0,0.0
Hāpur,410.0,2.5,109.0,5.9,11.2,105.0,741.0,0.6,8.4,30.0,29.5,19.2,0.0,0.0,0.0
Hāpur,411.0,3.0,127.0,6.9,14.6,158.0,741.0,0.7,8.3,30.0,26.2,12.4,0.0,0.0,0.0
Hāpur,412.0,4.5,153.0,6.5,14.1,170.0,741.0,0.6,9.5,30.0,27.7,7.0,0.0,0.0,0.0
Hāpur,413.0,7.0,155.0,4.7,10.8,148.0,742.0,0.7,5.1,30.0,28.0,7.5,9.2,0.0,0.0
Hāpur,414.0,4.0,139.0,4.0,13.3,150.0,742.0,0.8,8.5,30.0,29.2,24.1,0.0,0.0,0.0
Hāpur,415.0,4.5,159.0,5.1,11.8,145.0,741.0,0.6,8.4,30.0,26.5,31.6,8.2,0.0,0.0
Hāpur,416.0,7.0,147.0,5.7,6.7,142.0,741.0,0.4,10.9,30.0,35.5,29.8,10.2,0.0,0.0
Hāpur,417.0,13.0,84.0,4.1,6.7,74.0,741.0,0.6,4.3,30.0,40.5,26.7,8.4,0.0,0.0
Hāpur,418.0,10.5,115.0,4.6,10.2,122.0,741.0,0.5,6.9,30.0,39.0,34.3,0.0,0.0,0.0
Hāpur,419.0,8.5,136.0,5.5,8.2,104.0,741.0,0.5,9.1,30.0,34.2,22.4,0.0,0.0,0.0
Hāpur,420.0,8.0,131.0,4.5,6.5,93.0,741.0,0.5,8.8,28.6,33.5,21.8,10.2,0.0,0.0
Hāpur,421.0,12.5,83.0,5.3,7.3,80.0,741.0,0.5,6.5,30.0,44.0,21.3,0.0,0.0,0.0
Hāpur,422.0,12.0,76.0,4.3,7.1,75.0,741.0,0.5,6.7,30.0,45.5,26.1,0.0,0.0,0.0
Hāpur,423.0,11.5,73.0,4.5,6.8,80.0,741.0,0.7,5.5,29.0,45.7,22.8,9.2,0.0,0.0
Hāpur,424.0,5.5,66.0,8.9,6.4,69.0,741.0,0.5,6.0,28.8,32.2,9.6,0.0,0.0,0.0
Hāpur,425.0,6.5,109.0,11.8,6.9,90.0,741.0,0.3,7.4,28.8,30.7,14.0,8.7,0.0,0.0
Hāpur,426.0,5.0,138.0,13.3,8.5,152.0,741.0,0.3,12.5,30.0,27.5,7.1,9.2,0.0,0.0
Hāpur,427.0,9.0,165.0,17.7,10.8,156.0,741.0,0.3,13.3,30.0,31.7,6.3,0.0,0.0,0.0
Hāpur,428.0,7.5,191.0,19.6,11.6,169.0,741.0,0.3,13.3,30.0,32.0,8.6,0.0,0.0,0.0
Hāpur,429.0,7.0,153.0,6.2,9.6,156.0,741.0,0.4,8.3,30.0,31.0,21.4,9.2,0.0,0.0
