City,Date,dew,pm10,no2,so2,pm25,pressure,wind-speed,co,temperature,humidity,o3,wind-gust,precipitation,wd
Thiruvananthapuram,412.0,24.0,33.0,8.0,2.1,72.0,757.0,0.7,6.1,27.9,83.7,14.2,8.7,0.0,0.0
Thiruvananthapuram,413.0,24.5,31.0,6.5,3.6,72.0,1008.0,0.6,5.0,29.0,82.0,20.3,0.0,0.0,0.0
Thiruvananthapuram,414.0,25.0,32.0,5.6,3.0,67.0,759.5,0.6,4.8,19.2,76.0,16.9,0.0,0.0,0.0
Thiruvananthapuram,415.0,24.0,35.0,6.5,1.7,66.0,1008.0,0.8,5.6,27.5,74.8,20.3,0.0,0.0,0.0
Thiruvananthapuram,416.0,24.0,27.0,7.9,3.1,60.0,1008.5,0.9,3.8,28.0,77.5,20.3,0.0,0.0,0.0
Thiruvananthapuram,417.0,24.0,29.0,7.8,2.8,60.0,756.0,0.9,5.7,27.9,72.1,20.3,0.0,0.0,0.0
Thiruvananthapuram,418.0,25.0,30.0,6.7,3.2,59.0,757.0,0.8,5.0,27.8,78.5,13.3,0.0,0.0,0.0
Thiruvananthapuram,419.0,25.0,26.0,7.6,2.1,53.0,756.0,0.9,6.0,27.6,76.3,12.1,0.0,0.0,0.0
Thiruvananthapuram,420.0,24.5,35.0,8.9,2.4,64.0,756.0,0.7,5.2,28.0,78.0,13.1,0.0,0.0,0.0
Thiruvananthapuram,421.0,24.5,52.0,9.4,3.0,81.0,756.0,0.9,6.1,28.6,75.7,17.0,0.0,0.0,0.0
Thiruvananthapuram,422.0,25.0,39.0,8.0,3.0,68.0,755.6,0.9,5.4,28.7,75.0,15.0,0.0,0.0,0.0
Thiruvananthapuram,423.0,24.0,39.0,8.6,2.4,64.0,756.0,1.0,6.5,28.8,75.2,12.9,0.0,0.0,0.0
Thiruvananthapuram,424.0,25.0,44.0,6.2,3.0,71.0,755.0,0.8,4.2,28.9,76.2,13.8,0.0,0.0,0.0
Thiruvananthapuram,425.0,25.0,36.0,5.4,2.8,74.0,755.0,0.8,6.2,28.8,75.2,16.1,0.0,0.0,0.0
Thiruvananthapuram,426.0,25.5,40.0,8.6,1.4,75.0,755.2,0.7,5.9,28.5,76.5,14.1,0.0,0.0,0.0
Thiruvananthapuram,427.0,25.0,46.0,7.7,1.9,74.0,756.2,0.7,4.7,27.2,73.3,14.9,0.0,0.0,0.0
Thiruvananthapuram,428.0,25.0,53.0,7.7,3.3,70.0,756.0,0.9,5.8,28.0,73.0,14.3,0.0,0.0,0.0
Thiruvananthapuram,429.0,26.0,53.0,7.3,1.2,65.0,755.2,0.8,6.0,28.5,77.8,12.3,0.0,0.0,0.0
Thiruvananthapuram,430.0,26.0,53.0,7.8,2.6,81.0,755.0,0.7,5.6,27.7,79.2,17.8,0.0,0.0,0.0
Bengaluru,401.0,8.5,71.0,10.4,2.7,114.0,708.5,1.2,6.0,27.5,37.7,14.7,0.0,0.0,0.0
Bengaluru,402.0,9.0,65.0,9.7,2.6,99.0,708.0,1.1,4.8,27.4,37.0,15.1,0.0,0.0,0.0
Bengaluru,403.0,13.0,80.0,10.1,2.1,114.0,709.0,1.2,5.2,27.5,46.5,14.8,0.0,0.0,0.0
Bengaluru,404.0,12.5,85.0,9.8,2.9,125.0,710.2,1.0,5.5,27.5,38.6,15.0,0.0,0.0,0.0
Bengaluru,405.0,16.5,86.0,11.4,2.6,137.0,711.0,1.2,6.0,27.0,47.2,17.0,0.0,0.0,0.0
Bengaluru,406.0,15.0,83.0,10.4,2.4,151.0,711.7,1.1,6.5,27.2,51.0,17.8,0.0,0.0,0.0
Bengaluru,407.0,7.0,79.0,12.0,2.7,124.0,712.0,0.9,5.7,27.4,40.2,17.0,11.3,0.0,0.0
Bengaluru,408.0,10.0,82.0,11.1,3.1,137.0,710.7,0.9,6.0,27.2,39.0,18.4,0.0,0.0,0.0
Bengaluru,409.0,13.0,79.0,11.8,2.5,130.0,710.0,0.9,6.0,27.3,42.6,17.5,0.0,0.0,0.0
Bengaluru,410.0,12.0,77.0,12.1,2.8,127.0,711.5,1.0,6.1,27.2,46.5,19.8,0.0,0.0,0.0
Bengaluru,411.0,14.0,61.0,9.6,2.7,102.0,712.5,1.1,4.9,27.0,53.5,15.0,0.0,0.0,0.0
Bengaluru,412.0,18.0,54.0,9.1,3.0,83.0,713.0,1.1,5.1,26.8,62.9,10.5,0.0,0.0,0.0
Bengaluru,413.0,17.0,51.0,7.9,2.9,85.0,712.7,1.0,4.4,27.0,64.0,11.4,0.0,0.0,0.0
Bengaluru,414.0,20.5,51.0,10.7,3.3,82.0,712.0,1.0,4.6,26.5,72.7,11.0,0.0,0.0,0.0
Bengaluru,415.0,19.0,36.0,11.6,2.6,68.0,712.2,0.9,6.2,26.5,74.5,12.4,0.0,0.0,0.0
Bengaluru,416.0,17.5,53.0,14.3,2.5,80.0,711.0,1.0,5.7,27.4,60.0,15.6,0.0,0.0,0.0
Bengaluru,417.0,18.0,57.0,14.1,2.8,89.0,712.0,1.0,6.1,27.4,52.7,18.4,0.0,0.0,0.0
Bengaluru,418.0,15.0,61.0,10.9,2.7,100.0,713.0,1.0,5.7,27.6,50.7,17.0,0.0,0.0,0.0
Bengaluru,419.0,17.0,59.0,12.7,2.9,94.0,711.5,1.2,6.0,27.4,54.7,15.8,0.0,0.0,0.0
Bengaluru,420.0,17.0,59.0,11.2,2.4,108.0,710.0,1.0,5.8,27.0,64.0,16.2,0.0,0.0,0.0
Bengaluru,421.0,18.0,67.0,11.5,2.4,119.0,711.2,0.9,6.3,27.2,60.0,16.5,0.0,0.0,0.0
Bengaluru,422.0,19.0,61.0,11.0,2.7,107.0,711.6,0.9,6.2,27.0,66.5,18.8,0.0,0.0,0.0
Bengaluru,423.0,19.0,49.0,9.1,2.5,83.0,711.5,1.0,6.1,26.8,69.5,16.8,0.0,0.0,0.0
Bengaluru,424.0,20.0,43.0,7.8,2.3,79.0,711.2,0.6,6.0,25.9,69.6,16.2,0.0,0.0,0.0
Bengaluru,425.0,17.0,62.0,7.7,2.5,114.0,711.7,0.6,6.3,27.1,60.0,14.0,0.0,0.0,0.0
Bengaluru,426.0,15.0,70.0,10.8,2.6,134.0,711.0,0.6,6.0,27.1,50.0,14.6,6.6,0.0,0.0
Bengaluru,427.0,14.0,72.0,10.6,2.5,135.0,712.0,0.7,6.0,27.0,50.5,12.5,0.0,0.0,0.0
Bengaluru,428.0,16.0,72.0,9.1,2.5,140.0,712.0,0.7,6.0,27.1,48.7,16.0,0.0,0.0,0.0
Bengaluru,429.0,16.0,66.0,7.6,2.5,119.0,711.0,1.0,5.9,26.9,52.7,16.0,12.3,0.0,0.0
Bengaluru,430.0,17.0,62.0,9.0,2.1,109.0,710.7,0.9,5.4,27.1,60.9,17.6,0.0,0.0,0.0
Kolkata,401.0,23.0,101.0,8.6,6.0,155.0,998.4,0.8,4.6,29.5,70.3,15.7,0.0,0.0,0.0
Kolkata,402.0,25.0,88.0,7.2,4.4,133.0,1001.7,0.9,3.8,28.5,80.8,14.0,0.0,0.0,0.0
Kolkata,403.0,25.0,81.0,7.4,4.3,130.0,1003.3,0.7,4.3,30.0,76.8,13.7,0.0,0.0,0.0
Kolkata,404.0,20.0,78.0,7.6,4.4,119.0,1004.6,0.7,3.7,29.0,57.0,21.6,0.0,0.0,0.0
Kolkata,405.0,21.5,73.0,10.1,5.5,124.0,1005.6,0.5,4.6,28.5,60.9,17.7,0.0,0.0,0.0
Kolkata,406.0,23.0,70.0,8.2,4.8,116.0,1005.4,0.9,4.0,28.9,68.3,15.2,0.0,0.0,0.0
Kolkata,407.0,24.0,67.0,7.0,3.1,100.0,1005.7,1.3,3.4,28.0,79.4,15.2,0.0,0.0,0.0
Kolkata,408.0,25.0,66.0,7.2,3.9,106.0,1004.1,1.1,3.7,29.0,80.2,11.8,0.0,0.0,0.0
Kolkata,409.0,25.0,63.0,7.3,4.7,105.0,1005.3,0.9,4.2,29.0,76.7,13.1,0.0,0.0,0.0
Kolkata,410.0,26.0,69.0,7.4,4.5,119.0,1006.6,0.7,4.8,29.0,83.0,11.6,0.0,0.0,0.0
Kolkata,411.0,21.5,65.0,7.1,6.3,102.0,1007.0,0.8,4.0,30.8,50.3,16.5,0.0,0.0,0.0
Kolkata,412.0,23.0,65.0,8.1,8.9,116.0,1006.9,0.6,4.3,30.0,67.3,11.5,0.0,0.0,0.0
Kolkata,413.0,24.0,59.0,7.3,5.2,93.0,1006.0,0.8,3.6,29.5,73.4,8.7,0.0,0.0,0.0
Kolkata,414.0,25.0,58.0,6.7,4.6,93.0,1004.5,1.1,3.4,29.5,76.0,9.3,0.0,0.0,0.0
Kolkata,415.0,25.0,61.0,6.6,5.9,104.0,1003.2,0.9,4.0,29.5,73.5,11.6,0.0,0.0,0.0
Kolkata,416.0,24.5,65.0,7.2,6.8,108.0,1003.7,0.7,4.5,30.0,73.5,16.7,0.0,0.0,0.0
Kolkata,417.0,23.0,52.0,6.5,4.9,71.0,1006.3,1.1,3.3,29.0,68.5,15.3,0.0,0.0,0.0
Kolkata,418.0,24.0,44.0,6.4,5.6,73.0,1005.5,0.7,3.0,29.0,71.1,15.5,0.0,0.0,0.0
Kolkata,419.0,20.0,59.0,7.2,5.6,93.0,1002.9,0.7,3.9,29.5,64.9,20.6,0.0,0.0,0.0
Kolkata,420.0,25.5,53.0,6.1,3.6,85.0,1002.9,1.2,3.7,30.5,81.5,11.4,0.0,0.0,0.0
Kolkata,421.0,25.0,57.0,7.0,4.4,89.0,1004.4,1.1,3.9,30.0,78.8,13.3,0.0,0.0,0.0
Kolkata,422.0,24.0,65.0,10.5,5.9,115.0,1005.4,0.4,6.4,28.0,79.0,15.3,0.0,0.0,0.0
Kolkata,423.0,18.5,87.0,13.5,7.0,157.0,1004.5,0.5,8.0,30.0,51.0,11.0,0.0,0.0,0.0
Kolkata,424.0,19.5,80.0,9.3,7.0,150.0,1003.3,0.5,5.2,32.5,50.6,17.7,0.0,0.0,0.0
Kolkata,425.0,22.0,65.0,7.2,6.4,110.0,1002.7,0.9,4.1,31.9,56.2,14.7,0.0,0.0,0.0
Kolkata,426.0,23.0,65.0,7.2,6.5,107.0,1002.3,1.0,4.2,31.5,67.1,13.0,0.0,0.0,0.0
Kolkata,427.0,26.0,62.0,7.2,5.0,95.0,1003.2,0.8,4.4,30.5,82.3,10.1,0.0,0.0,0.0
Kolkata,428.0,26.0,60.0,7.0,4.5,100.0,1004.8,1.1,4.0,30.0,81.2,10.9,0.0,0.0,0.0
Kolkata,429.0,23.0,59.0,7.0,5.0,94.0,1005.6,0.9,4.0,31.0,59.2,14.2,0.0,0.0,0.0
Kolkata,430.0,23.0,65.0,6.9,5.3,102.0,1004.9,1.1,4.0,30.5,60.3,13.6,0.0,0.0,0.0
