City,Date,co,dew,humidity,no2,o3,pm10,pm25,so2
Hyderabad,2019-04-30 00:00:00,4.6,19.0,46.0,7.7,18.6,73.0,110.0,2.5
Delhi,2019-04-01 00:00:00,7.0,9.5,34.2,15.9,17.5,104.0,119.0,8.8
Delhi,2019-04-02 00:00:00,9.8,9.0,34.8,24.1,9.8,124.0,161.0,10.7
Delhi,2019-04-03 00:00:00,9.3,11.0,37.0,23.0,9.3,122.0,161.0,8.9
Delhi,2019-04-04 00:00:00,13.2,13.5,37.8,28.6,12.6,158.0,181.0,12.9
Delhi,2019-04-05 00:00:00,15.2,14.5,36.7,29.5,5.4,156.0,181.0,12.5
Delhi,2019-04-06 00:00:00,11.1,13.0,35.9,22.7,8.1,183.0,171.0,10.3
Delhi,2019-04-07 00:00:00,11.8,18.5,51.2,17.9,12.3,192.0,196.0,8.9
Delhi,2019-04-08 00:00:00,8.9,15.5,47.9,20.0,10.9,167.0,160.0,7.4
Delhi,2019-04-09 00:00:00,10.3,15.0,45.0,21.9,9.7,127.0,160.0,10.7
Delhi,2019-04-10 00:00:00,12.1,15.0,34.0,24.2,10.4,140.0,164.0,8.9
Delhi,2019-04-11 00:00:00,9.1,13.0,31.1,20.7,9.9,122.0,155.0,10.0
Delhi,2019-04-12 00:00:00,7.8,13.0,35.9,15.3,15.0,129.0,151.0,9.3
Delhi,2019-04-13 00:00:00,7.8,13.0,33.0,17.6,13.0,115.0,137.0,9.4
Delhi,2019-04-14 00:00:00,7.8,12.5,31.85,16.65,12.5,113.5,130.5,9.2
Delhi,2019-04-15 00:00:00,7.8,12.0,30.7,15.7,12.0,112.0,124.0,9.0
Delhi,2019-04-16 00:00:00,7.1,15.0,51.5,13.5,16.0,86.0,102.0,5.9
Delhi,2019-04-17 00:00:00,6.4,15.0,60.7,11.5,15.7,53.0,68.0,4.8
Delhi,2019-04-18 00:00:00,7.3,15.0,47.5,13.4,14.4,64.0,95.0,6.9
Delhi,2019-04-19 00:00:00,9.0,14.0,40.6,18.5,10.2,99.0,154.0,8.4
Delhi,2019-04-20 00:00:00,9.5,12.5,37.2,22.3,9.4,116.0,161.0,9.4
Delhi,2019-04-21 00:00:00,12.5,12.5,32.5,26.0,9.4,123.0,163.0,9.4
Delhi,2019-04-22 00:00:00,14.1,13.0,33.0,26.0,10.3,152.0,173.0,11.6
Delhi,2019-04-23 00:00:00,12.9,14.0,32.6,26.4,10.6,163.0,171.0,10.6
Delhi,2019-04-24 00:00:00,10.0,17.5,38.3,20.8,18.0,155.0,166.0,9.1
Delhi,2019-04-25 00:00:00,9.8,19.0,39.0,16.6,20.7,164.0,166.0,8.5
Delhi,2019-04-26 00:00:00,10.2,12.0,25.4,21.9,8.9,143.0,160.0,10.1
Delhi,2019-04-27 00:00:00,7.6,9.0,20.3,16.5,14.3,178.0,157.0,8.6
Delhi,2019-04-28 00:00:00,7.3,8.0,18.2,16.6,15.9,167.0,157.0,8.9
Delhi,2019-04-29 00:00:00,8.5,7.0,19.0,21.9,11.9,154.0,160.0,9.8
Delhi,2019-04-30 00:00:00,11.6,8.0,22.5,30.8,8.4,178.0,174.0,14.0
Chandigarh,2019-04-01 00:00:00,4.5,10.9,47.5,9.4,27.8,63.54208823957944,109.0,3.0
Chandigarh,2019-04-02 00:00:00,4.5,12.6,45.9,9.4,25.0,81.08253068268183,126.0,3.5
Chandigarh,2019-04-03 00:00:00,4.1,12.7,48.4,9.2,28.4,84.68238223567029,136.0,3.3
Chandigarh,2019-04-04 00:00:00,4.7,14.4,47.7,9.4,33.0,92.20523570100873,147.0,2.9
Chandigarh,2019-04-05 00:00:00,4.8,17.6,56.1,9.3,27.6,90.81033892780985,143.0,3.3
Chandigarh,2019-04-06 00:00:00,4.1,18.6,51.3,9.3,30.5,106.82185250833203,162.0,3.5
Chandigarh,2019-04-07 00:00:00,4.5,16.9,46.1,9.3,26.0,104.84647792250618,154.0,3.1
Chandigarh,2019-04-08 00:00:00,4.6,17.9,69.9,9.0,19.8,93.02422712243215,151.0,2.9
Chandigarh,2019-04-09 00:00:00,4.4,16.6,55.5,9.5,18.9,75.86747953010631,118.0,3.0
Chandigarh,2019-04-10 00:00:00,5.5,17.0,43.3,9.7,26.9,87.72312723564947,129.0,2.9
Chandigarh,2019-04-11 00:00:00,5.4,15.4,44.3,9.8,17.4,75.7627316209765,108.0,3.2
Chandigarh,2019-04-12 00:00:00,3.9,15.5,47.3,9.7,15.5,79.12958825786333,114.0,3.7
Chandigarh,2019-04-13 00:00:00,3.6,15.3,45.4,9.3,19.5,68.38594828948361,103.0,3.1
Chandigarh,2019-04-14 00:00:00,3.8499999999999996,14.9,42.849999999999994,7.300000000000001,10.9,81.21069144718813,103.0,8.65
Chandigarh,2019-04-15 00:00:00,4.1,14.5,40.3,5.3,2.3,94.03543460489264,103.0,14.2
Chandigarh,2019-04-16 00:00:00,4.3,14.4,48.8,5.6,20.7,55.044190853206736,89.0,3.5
Chandigarh,2019-04-17 00:00:00,4.4,17.0,88.0,5.1,18.2,35.95416610420157,90.0,2.9
Chandigarh,2019-04-18 00:00:00,2.0,13.8,51.0,5.3,23.1,21.56457182045901,52.0,3.2
Chandigarh,2019-04-19 00:00:00,3.4,14.2,49.3,5.3,23.4,26.72417410375938,55.0,3.7
Chandigarh,2019-04-20 00:00:00,3.3,14.4,50.9,5.2,21.4,51.91919836974883,88.0,3.6
Chandigarh,2019-04-21 00:00:00,3.6,15.4,41.3,4.9,27.0,50.64854090389031,82.0,3.5
Chandigarh,2019-04-22 00:00:00,5.0,17.0,45.4,5.5,21.8,49.72850311501522,76.0,3.8
Chandigarh,2019-04-23 00:00:00,5.0,17.1,44.9,5.5,19.3,80.82364551401156,114.0,4.2
Chandigarh,2019-04-24 00:00:00,4.1,18.7,41.2,5.3,23.3,91.32745439983728,129.0,3.1
Chandigarh,2019-04-25 00:00:00,3.6,16.6,40.7,4.7,10.0,77.07459017447634,103.0,2.7
Chandigarh,2019-04-26 00:00:00,5.4,17.5,35.6,8.1,12.4,77.83685975270114,98.0,3.1
Chandigarh,2019-04-27 00:00:00,3.6,15.1,31.3,8.6,11.9,76.25817355328448,97.0,3.0
Chandigarh,2019-04-28 00:00:00,5.3,9.6,29.2,8.6,9.8,84.3807712520363,109.0,3.0
Chandigarh,2019-04-29 00:00:00,4.9,8.8,24.6,8.9,8.9,81.02316866331567,101.0,3.4
Chandigarh,2019-04-30 00:00:00,4.9,11.7,23.8,9.1,35.6,76.87672269805499,112.0,3.7
Bhopal,2019-04-01 00:00:00,5.7,7.0,26.2,14.4,15.9,95.0,99.0,8.9
Bhopal,2019-04-02 00:00:00,9.1,6.0,21.2,25.4,16.7,113.0,151.0,10.5
Bhopal,2019-04-03 00:00:00,12.0,4.0,18.7,31.6,7.8,151.0,159.0,10.8
Bhopal,2019-04-04 00:00:00,11.8,6.5,20.2,39.7,7.2,156.0,160.0,7.6
Bhopal,2019-04-05 00:00:00,6.1,7.0,16.7,17.1,16.6,122.0,132.0,7.1
Bhopal,2019-04-06 00:00:00,4.7,8.0,22.2,20.1,14.5,102.0,111.0,7.8
Bhopal,2019-04-07 00:00:00,5.7,10.0,24.2,10.9,15.9,88.0,127.0,9.2
Bhopal,2019-04-08 00:00:00,3.4,10.0,23.2,15.0,11.3,113.0,87.0,8.0
Bhopal,2019-04-09 00:00:00,5.2,6.0,18.0,22.0,10.0,106.0,111.0,8.2
Bhopal,2019-04-10 00:00:00,4.8,8.0,20.7,12.8,17.0,92.0,122.0,9.9
Bhopal,2019-04-11 00:00:00,5.8,10.0,22.7,18.0,12.7,113.0,140.0,9.4
Bhopal,2019-04-12 00:00:00,7.7,7.0,19.5,16.4,13.2,109.0,137.0,8.7
Bhopal,2019-04-13 00:00:00,6.2,8.5,16.5,19.0,10.3,117.0,130.0,8.7
Bhopal,2019-04-14 00:00:00,6.050000000000001,9.0,21.35,16.45,13.05,109.5,118.5,7.199999999999999
Bhopal,2019-04-15 00:00:00,5.9,9.5,26.2,13.9,15.8,102.0,107.0,5.7
Bhopal,2019-04-16 00:00:00,5.8,14.0,46.0,14.3,16.4,78.0,119.0,15.7
Bhopal,2019-04-17 00:00:00,4.7,18.0,46.5,10.0,15.0,66.0,98.0,7.3
Bhopal,2019-04-18 00:00:00,4.2,13.0,34.5,18.0,15.9,82.0,98.0,5.5
Bhopal,2019-04-19 00:00:00,4.2,11.0,29.7,13.3,15.8,86.0,107.0,5.8
Bhopal,2019-04-20 00:00:00,4.7,9.2,24.7,12.6,16.4,78.0,99.0,7.3
Bhopal,2019-04-21 00:00:00,5.7,8.0,22.2,14.6,12.8,92.0,107.0,9.1
Bhopal,2019-04-22 00:00:00,11.6,9.0,22.0,28.1,9.3,127.0,160.0,8.2
Bhopal,2019-04-23 00:00:00,9.5,9.0,19.7,34.4,8.4,147.0,155.0,9.6
Bhopal,2019-04-24 00:00:00,8.3,7.0,19.0,22.2,9.8,144.0,163.0,10.0
Bhopal,2019-04-25 00:00:00,8.3,10.0,18.2,19.8,11.2,122.0,155.0,7.5
Bhopal,2019-04-26 00:00:00,9.6,9.0,17.5,19.9,12.4,123.0,142.0,8.2
Bhopal,2019-04-27 00:00:00,6.4,10.0,17.0,21.6,13.1,117.0,156.0,9.8
Bhopal,2019-04-28 00:00:00,7.6,9.0,14.5,26.3,10.3,125.0,155.0,15.8
Bhopal,2019-04-29 00:00:00,15.4,6.4,15.2,31.4,6.5,164.0,186.0,15.5
Bhopal,2019-04-30 00:00:00,4.9,7.0,14.5,18.8,10.1,126.0,88.0,7.3
Lucknow,2019-04-01 00:00:00,10.7,10.0,33.6,15.7,16.5,117.49524230677648,151.0,5.2
Lucknow,2019-04-02 00:00:00,12.9,10.0,37.0,19.5,13.0,140.387386454531,179.0,4.8
Lucknow,2019-04-03 00:00:00,13.6,11.0,34.0,13.7,15.9,150.14786934751356,189.0,5.8
Lucknow,2019-04-04 00:00:00,15.0,12.5,43.2,17.8,11.8,161.5235749092512,208.0,3.4
Lucknow,2019-04-05 00:00:00,14.6,17.5,48.2,16.3,14.2,137.22086491470466,178.0,2.4
Lucknow,2019-04-06 00:00:00,12.2,20.0,54.7,12.2,12.0,122.58084683103479,163.0,1.8
Lucknow,2019-04-07 00:00:00,10.9,17.0,55.3,9.1,12.6,85.99407754215456,120.0,2.3
Lucknow,2019-04-08 00:00:00,12.6,17.0,52.8,13.1,13.6,101.66041104766107,137.0,2.5
Lucknow,2019-04-09 00:00:00,11.6,16.5,41.2,23.7,20.1,121.5951598450336,160.0,2.5
Lucknow,2019-04-10 00:00:00,11.6,17.0,44.8,20.3,19.5,123.20683781708317,165.0,2.0
Lucknow,2019-04-11 00:00:00,9.4,17.0,48.3,16.3,16.5,125.14500357812628,171.0,1.8
Lucknow,2019-04-12 00:00:00,13.1,18.0,44.5,13.1,12.2,149.70025644224046,188.0,4.6
Lucknow,2019-04-13 00:00:00,9.7,12.5,29.6,12.0,14.8,130.26932820663967,167.0,2.0
Lucknow,2019-04-14 00:00:00,9.399999999999999,12.0,29.6,9.75,15.4,127.48981088578861,164.0,2.6
Lucknow,2019-04-15 00:00:00,9.1,11.5,29.6,7.5,16.0,124.71029356493756,161.0,3.2
Lucknow,2019-04-16 00:00:00,8.5,14.0,40.4,6.6,12.1,116.91857093470537,154.0,3.1
Lucknow,2019-04-17 00:00:00,9.7,17.0,61.0,9.0,10.6,75.9364071697441,111.0,2.2
Lucknow,2019-04-18 00:00:00,9.1,15.0,49.6,6.9,15.8,86.08345666016997,123.0,2.1
Lucknow,2019-04-19 00:00:00,9.1,15.0,41.2,8.5,17.1,100.96790202714986,135.0,3.4
Lucknow,2019-04-20 00:00:00,9.4,13.0,37.4,8.9,18.8,119.79727008102569,161.0,2.9
Lucknow,2019-04-21 00:00:00,10.0,13.5,34.8,9.6,18.9,133.8940422078922,175.0,3.8
Lucknow,2019-04-22 00:00:00,10.7,15.5,38.0,18.6,13.6,149.804883046994,188.0,5.3
Lucknow,2019-04-23 00:00:00,9.6,18.0,45.3,11.2,16.8,136.65488037691992,178.0,5.2
Lucknow,2019-04-24 00:00:00,9.3,19.0,44.7,11.7,18.8,124.22920404175258,166.0,2.5
Lucknow,2019-04-25 00:00:00,10.4,19.0,45.8,15.2,18.1,143.60422132696579,186.0,5.3
Lucknow,2019-04-26 00:00:00,10.1,15.0,32.0,13.5,13.7,148.49659380112905,183.0,5.6
Lucknow,2019-04-27 00:00:00,8.3,7.5,25.0,6.9,14.7,129.81542112494444,167.0,4.3
Lucknow,2019-04-28 00:00:00,8.8,8.0,20.0,5.5,15.5,141.77674717843257,180.0,3.4
Lucknow,2019-04-29 00:00:00,10.4,7.5,20.2,9.2,15.4,150.91118356259037,190.0,3.8
Lucknow,2019-04-30 00:00:00,14.1,13.0,29.0,27.8,14.8,169.33137273535883,207.0,4.7
Ghāziābād,2019-04-01 00:00:00,5.4,10.0,36.0,13.5,30.7,108.0,107.0,12.4
Ghāziābād,2019-04-02 00:00:00,9.3,10.5,38.0,25.7,14.1,128.0,171.0,26.9
Ghāziābād,2019-04-03 00:00:00,12.0,11.0,38.5,37.5,8.8,151.0,175.0,15.1
Ghāziābād,2019-04-04 00:00:00,13.6,14.0,39.0,38.6,21.9,181.0,197.0,20.6
Ghāziābād,2019-04-05 00:00:00,16.5,14.5,39.2,39.7,1.9,218.0,203.0,22.0
Ghāziābād,2019-04-06 00:00:00,9.8,13.0,40.2,21.2,13.2,191.0,165.0,19.2
Ghāziābād,2019-04-07 00:00:00,13.3,19.0,49.2,12.2,16.7,176.0,189.0,14.1
Ghāziābād,2019-04-08 00:00:00,7.6,16.0,47.0,16.8,16.4,179.0,159.0,11.9
Ghāziābād,2019-04-09 00:00:00,8.9,15.5,41.2,23.7,11.4,124.0,167.0,15.5
Ghāziābād,2019-04-10 00:00:00,14.3,16.0,39.2,39.2,10.4,179.0,184.0,14.7
Ghāziābād,2019-04-11 00:00:00,10.1,14.0,37.5,18.6,11.2,131.0,169.0,18.2
Ghāziābād,2019-04-12 00:00:00,7.5,14.5,39.2,16.4,16.8,144.0,156.0,19.1
Ghāziābād,2019-04-13 00:00:00,9.6,13.0,36.5,21.1,15.3,131.0,153.0,16.1
Ghāziābād,2019-04-14 00:00:00,8.35,13.0,34.1,17.6,16.5,123.0,140.5,15.450000000000001
Ghāziābād,2019-04-15 00:00:00,7.1,13.0,31.7,14.1,17.7,115.0,128.0,14.8
Ghāziābād,2019-04-16 00:00:00,7.7,15.5,45.5,12.9,19.9,80.0,114.0,10.0
Ghāziābād,2019-04-17 00:00:00,4.5,15.5,53.2,5.2,24.9,39.0,71.0,9.2
Ghāziābād,2019-04-18 00:00:00,5.7,15.0,43.7,12.9,20.5,62.0,83.0,10.0
Ghāziābād,2019-04-19 00:00:00,7.3,14.0,40.2,18.4,24.3,101.0,154.0,14.9
Ghāziābād,2019-04-20 00:00:00,9.6,13.0,39.2,35.8,7.3,109.0,159.0,12.7
Ghāziābād,2019-04-21 00:00:00,11.3,13.0,34.7,37.1,10.9,142.0,164.0,11.7
Ghāziābād,2019-04-22 00:00:00,10.3,14.0,35.2,29.4,6.0,179.0,180.0,16.9
Ghāziābād,2019-04-23 00:00:00,10.2,14.5,35.0,28.0,31.5,164.0,169.0,15.2
Ghāziābād,2019-04-24 00:00:00,8.7,17.5,38.7,12.2,35.2,150.0,161.0,14.5
Ghāziābād,2019-04-25 00:00:00,7.0,19.0,38.0,11.2,29.9,155.0,162.0,13.8
Ghāziābād,2019-04-26 00:00:00,8.8,13.0,30.2,21.1,21.0,145.0,158.0,16.8
Ghāziābād,2019-04-27 00:00:00,6.8,9.0,26.7,13.8,21.6,164.0,151.0,13.3
Ghāziābād,2019-04-28 00:00:00,8.0,9.0,26.5,12.1,28.8,157.0,154.0,18.0
Ghāziābād,2019-04-29 00:00:00,9.6,7.5,27.0,25.0,15.8,151.0,155.0,21.9
Ghāziābād,2019-04-30 00:00:00,15.0,8.0,28.5,25.3,29.3,198.0,170.0,16.7
Hāpur,2019-04-01 00:00:00,4.7,10.0,41.2,14.1,20.8,105.0,134.0,16.2
Hāpur,2019-04-02 00:00:00,6.8,10.5,42.2,19.8,15.8,131.0,169.0,20.4
Hāpur,2019-04-03 00:00:00,7.3,11.0,40.0,15.3,7.1,135.0,170.0,17.0
Hāpur,2019-04-04 00:00:00,9.3,14.0,40.7,13.9,27.0,159.0,179.0,17.9
Hāpur,2019-04-05 00:00:00,11.2,14.5,42.2,29.0,9.4,156.0,183.0,17.2
Hāpur,2019-04-06 00:00:00,9.6,13.0,43.7,12.3,15.5,176.0,180.0,16.8
Hāpur,2019-04-07 00:00:00,8.1,19.0,51.5,5.7,13.4,131.0,164.0,7.4
Hāpur,2019-04-08 00:00:00,6.7,16.0,44.5,6.6,22.7,137.0,154.0,8.0
Hāpur,2019-04-09 00:00:00,9.4,15.5,43.2,8.5,18.7,103.0,151.0,10.7
Hāpur,2019-04-10 00:00:00,13.7,16.0,40.0,26.8,9.0,146.0,165.0,12.7
Hāpur,2019-04-11 00:00:00,10.0,14.0,38.2,12.2,15.3,149.0,160.0,14.3
Hāpur,2019-04-12 00:00:00,7.6,14.5,41.5,10.6,18.1,144.0,151.0,14.4
Hāpur,2019-04-13 00:00:00,8.2,13.0,40.5,12.2,15.6,128.0,144.0,16.3
Hāpur,2019-04-14 00:00:00,7.1,13.0,37.5,10.0,14.75,124.0,133.0,13.25
Hāpur,2019-04-15 00:00:00,6.0,13.0,34.5,7.8,13.9,120.0,122.0,10.2
Hāpur,2019-04-16 00:00:00,5.0,15.5,47.5,5.2,20.2,81.0,95.0,7.9
Hāpur,2019-04-17 00:00:00,3.8,15.5,55.5,3.2,20.8,51.0,69.0,4.3
Hāpur,2019-04-18 00:00:00,4.3,15.0,46.2,3.2,19.9,41.0,69.0,6.3
Hāpur,2019-04-19 00:00:00,10.6,15.0,40.5,15.3,20.5,109.0,151.0,11.2
Hāpur,2019-04-20 00:00:00,10.2,13.0,39.2,24.1,16.4,115.0,168.0,18.8
Hāpur,2019-04-21 00:00:00,11.3,13.5,34.7,25.3,16.2,139.0,164.0,10.4
Hāpur,2019-04-22 00:00:00,8.9,16.0,35.5,9.4,22.4,138.0,153.0,10.5
Hāpur,2019-04-23 00:00:00,11.5,16.0,37.0,10.2,27.0,171.0,163.0,13.0
Hāpur,2019-04-24 00:00:00,8.9,17.5,45.0,8.3,24.2,163.0,154.0,6.0
Hāpur,2019-04-25 00:00:00,7.0,19.0,39.7,5.6,26.6,157.0,150.0,5.9
Hāpur,2019-04-26 00:00:00,7.0,13.0,40.0,16.0,5.7,132.0,110.0,8.7
Hāpur,2019-04-27 00:00:00,5.8,9.0,27.7,12.5,18.0,226.0,148.0,11.3
Hāpur,2019-04-28 00:00:00,5.9,9.0,28.2,12.7,12.8,191.0,152.0,14.1
Hāpur,2019-04-29 00:00:00,6.3,7.5,26.7,14.7,18.1,196.0,153.0,10.5
Hāpur,2019-04-30 00:00:00,9.4,8.0,30.2,10.5,29.5,193.0,159.0,11.8
Gandhinagar,2019-04-01 00:00:00,4.5,12.5,26.5,28.9,5.9,139.34488676395517,165.0,7.4
Gandhinagar,2019-04-02 00:00:00,4.2,10.5,29.2,38.9,4.4,151.04766919316202,187.0,4.8
Gandhinagar,2019-04-03 00:00:00,4.3,9.5,29.7,33.5,5.9,134.74914165427043,166.0,6.5
Gandhinagar,2019-04-04 00:00:00,4.3,10.0,30.0,29.9,3.8,131.59776453471625,161.0,6.0
Gandhinagar,2019-04-05 00:00:00,4.1,13.0,27.0,32.2,4.1,139.65539257824162,167.0,5.4
Gandhinagar,2019-04-06 00:00:00,4.8,12.5,24.9,33.2,5.0,136.99333903525405,164.0,4.3
Gandhinagar,2019-04-07 00:00:00,4.7,16.5,24.7,25.4,3.2,149.57104585075777,171.0,7.1
Gandhinagar,2019-04-08 00:00:00,4.5,13.5,27.1,26.8,3.6,136.1882934641729,164.0,3.9
Gandhinagar,2019-04-09 00:00:00,4.8,12.0,26.8,23.0,12.5,126.2287862248934,158.0,4.8
Gandhinagar,2019-04-10 00:00:00,5.7,14.0,29.6,15.5,3.3,124.16095951669271,151.0,2.7
Gandhinagar,2019-04-11 00:00:00,4.7,12.5,31.0,16.3,2.6,123.85170595149039,154.0,2.6
Gandhinagar,2019-04-12 00:00:00,4.2,10.5,30.8,20.7,3.6,121.57101615900672,154.0,2.6
Gandhinagar,2019-04-13 00:00:00,5.3,12.0,30.9,21.7,5.7,121.2030212464244,153.0,2.1
Gandhinagar,2019-04-14 00:00:00,5.199999999999999,12.5,30.25,24.549999999999997,10.25,168.01526838470747,207.5,8.3
Gandhinagar,2019-04-15 00:00:00,5.1,13.0,29.6,27.4,14.8,214.82751552299055,262.0,14.5
Gandhinagar,2019-04-16 00:00:00,6.4,15.0,24.1,21.8,20.5,207.60217988660276,241.0,20.0
Gandhinagar,2019-04-17 00:00:00,15.7,13.5,22.1,21.6,26.5,173.07035474789578,160.0,39.5
Gandhinagar,2019-04-18 00:00:00,6.9,12.0,26.4,28.6,23.4,144.32584289313408,173.0,14.0
Gandhinagar,2019-04-19 00:00:00,7.2,8.5,28.0,41.2,20.8,123.97936104321117,125.0,28.6
Gandhinagar,2019-04-20 00:00:00,8.2,9.0,30.0,49.7,17.4,181.63362631568558,172.0,45.0
Gandhinagar,2019-04-21 00:00:00,6.4,10.5,29.0,20.9,18.6,124.4539421858242,135.0,22.4
Gandhinagar,2019-04-22 00:00:00,6.6,9.0,29.2,34.3,13.7,162.0633822307364,157.0,37.9
Gandhinagar,2019-04-23 00:00:00,7.7,11.5,29.8,20.2,13.3,157.1096706427454,153.0,34.7
Gandhinagar,2019-04-24 00:00:00,8.0,15.0,26.4,16.3,14.0,142.8055532554922,143.0,25.1
Gandhinagar,2019-04-25 00:00:00,7.55,10.5,26.98333333333333,17.3,13.6,139.93891675459162,148.0,23.125
Gandhinagar,2019-04-26 00:00:00,7.1,16.5,27.566666666666666,18.3,13.2,146.25757821591696,153.0,21.15
Gandhinagar,2019-04-27 00:00:00,6.65,6.0,28.15,19.3,12.8,138.14220002231573,158.0,19.175
Gandhinagar,2019-04-28 00:00:00,6.2,6.5,28.73333333333333,20.3,12.4,139.6495149319989,163.0,17.2
Gandhinagar,2019-04-29 00:00:00,7.1,9.0,29.316666666666666,20.3,20.1,150.9411643703845,179.0,18.2
Gandhinagar,2019-04-30 00:00:00,9.8,14.0,29.9,26.9,37.1,141.06934266454888,178.0,13.3
Chennai,2019-04-01 00:00:00,8.2,25.0,72.0,4.7,7.0,61.250852218832875,89.0,2.9
Chennai,2019-04-02 00:00:00,8.5,25.0,59.0,4.7,7.1,74.74352909904972,97.0,2.6
Chennai,2019-04-03 00:00:00,7.7,24.0,56.9,5.2,5.9,55.355634164756204,70.0,3.1
Chennai,2019-04-04 00:00:00,8.2,24.0,56.7,5.6,5.7,46.07124006113638,57.0,3.0
Chennai,2019-04-05 00:00:00,8.3,25.5,62.5,4.7,5.4,46.44722491224897,60.0,3.0
Chennai,2019-04-06 00:00:00,9.1,25.0,55.4,5.7,5.5,47.16622489392525,55.0,3.1
Chennai,2019-04-07 00:00:00,8.0,25.0,52.0,4.8,5.6,42.24752506363825,48.0,2.6
Chennai,2019-04-08 00:00:00,7.9,26.0,56.0,4.9,5.6,53.64239623445064,64.0,3.3
Chennai,2019-04-09 00:00:00,8.3,26.0,57.7,8.6,5.8,51.919367289229854,63.0,2.9
Chennai,2019-04-10 00:00:00,8.9,26.5,63.7,8.7,5.5,51.78796327616163,66.0,2.9
Chennai,2019-04-11 00:00:00,8.6,26.0,62.0,8.2,6.0,63.47197790694423,81.0,3.2
Chennai,2019-04-12 00:00:00,7.9,26.0,64.5,7.8,5.7,55.70168741147958,74.0,2.7
Chennai,2019-04-13 00:00:00,8.5,25.0,61.9,8.0,6.1,54.863550448474,72.0,2.5
Chennai,2019-04-14 00:00:00,8.35,25.0,60.2,6.05,5.949999999999999,53.644234867357795,68.0,3.35
Chennai,2019-04-15 00:00:00,8.2,25.0,58.5,4.1,5.8,52.42491928624159,64.0,4.2
Chennai,2019-04-16 00:00:00,9.1,25.0,59.0,3.9,5.7,52.60157653503548,65.0,3.3
Chennai,2019-04-17 00:00:00,7.8,24.0,52.8,4.2,5.7,56.02512679645519,66.0,4.1
Chennai,2019-04-18 00:00:00,8.6,27.0,70.7,3.7,5.6,35.050376518923215,47.0,4.6
Chennai,2019-04-19 00:00:00,8.4,26.0,69.9,3.6,5.6,37.904846588455,52.0,4.3
Chennai,2019-04-20 00:00:00,9.0,26.0,66.2,3.3,6.2,31.833502733813642,43.0,3.0
