City,Date,wind-gust,wind-speed,o3,pm25,no2,pressure,dew,co,temperature,pm10,humidity,so2,wd,precipitation
Thiruvananthapuram,412.0,0.0,0.8,12.7,68.0,3.3,761.0,24.0,5.5,27.8,44.0,75.2,2.2,0.0,0.0
Thiruvananthapuram,413.0,0.0,0.9,13.4,78.0,3.3,760.0,24.0,5.0,28.0,48.0,76.2,2.5,0.0,0.0
Thiruvananthapuram,414.0,0.0,0.9,12.8,77.0,3.2,760.0,24.0,5.0,28.5,43.0,76.0,2.3,0.0,0.0
Thiruvananthapuram,415.0,0.0,0.9,12.5,62.0,3.0,760.0,24.0,4.1,28.0,33.0,73.5,2.1,0.0,0.0
Thiruvananthapuram,416.0,0.0,0.9,11.9,57.0,3.3,759.7,24.0,3.7,28.0,24.0,73.6,2.3,0.0,0.0
Thiruvananthapuram,417.0,0.0,0.8,13.1,58.0,3.1,758.0,25.0,3.9,30.0,24.0,77.8,2.5,0.0,0.0
Thiruvananthapuram,418.0,0.0,0.9,17.3,53.0,2.8,759.0,25.0,5.2,28.9,19.0,81.7,2.2,0.0,0.0
Thiruvananthapuram,419.0,0.0,0.7,9.2,45.0,3.0,758.7,24.0,2.9,28.9,21.0,80.8,2.2,0.0,0.0
Thiruvananthapuram,420.0,0.0,0.7,11.5,60.0,4.0,758.0,25.0,4.8,28.0,27.0,84.0,2.3,0.0,0.0
Thiruvananthapuram,421.0,10.2,0.7,11.1,39.0,4.1,759.0,24.0,4.5,27.9,29.0,89.6,2.4,0.0,0.0
Thiruvananthapuram,422.0,0.0,0.9,11.6,59.0,4.0,758.7,24.0,4.3,27.7,27.0,93.8,2.0,0.0,0.0
Thiruvananthapuram,423.0,0.0,0.9,9.6,62.0,3.8,757.5,25.0,4.3,27.8,34.0,95.8,2.1,0.0,0.0
Thiruvananthapuram,424.0,0.0,0.9,10.3,61.0,4.3,758.7,25.0,5.5,27.7,37.0,95.4,2.3,0.0,0.0
Thiruvananthapuram,425.0,10.2,1.6,10.4,62.0,4.2,757.2,25.0,3.6,29.0,38.0,74.5,2.3,0.0,0.0
Thiruvananthapuram,426.0,0.0,1.3,13.0,68.0,3.7,758.0,25.0,4.3,28.1,53.0,83.4,2.3,0.0,0.0
Thiruvananthapuram,427.0,0.0,1.0,16.2,58.0,4.2,759.0,24.0,4.5,28.1,31.0,70.7,2.5,0.0,0.0
Thiruvananthapuram,428.0,0.0,1.2,16.6,77.0,4.9,758.7,24.0,3.2,28.1,41.0,81.5,2.2,0.0,0.0
Thiruvananthapuram,429.0,0.0,1.2,14.7,68.0,4.7,758.7,24.0,4.6,28.1,32.0,72.5,2.2,0.0,0.0
Thiruvananthapuram,430.0,0.0,0.9,15.4,75.0,4.6,758.2,25.0,4.8,28.6,43.0,70.1,2.1,0.0,0.0
Bengaluru,401.0,0.0,1.1,17.2,74.0,3.8,716.5,7.0,6.3,25.6,47.0,30.5,2.9,0.0,0.0
Bengaluru,402.0,10.8,1.1,18.8,85.0,3.4,715.0,12.0,6.4,24.9,52.0,38.0,2.7,0.0,0.0
Bengaluru,403.0,0.0,1.1,19.4,94.0,3.5,715.7,11.5,5.9,25.5,54.0,38.7,3.3,0.0,0.0
Bengaluru,404.0,0.0,1.1,17.6,93.0,3.5,716.0,11.0,5.8,24.8,55.0,39.0,3.7,0.0,0.0
Bengaluru,405.0,0.0,1.1,16.3,88.0,3.5,717.5,16.0,6.4,25.3,53.0,46.0,3.3,0.0,0.0
Bengaluru,406.0,0.0,1.0,18.0,71.0,4.0,718.0,19.0,6.1,25.3,40.0,58.0,1.8,0.0,0.0
Bengaluru,407.0,0.0,1.2,18.6,54.0,5.1,718.0,20.0,6.1,24.7,16.0,64.7,2.7,0.0,0.0
Bengaluru,408.0,0.0,0.8,19.9,62.0,5.8,716.7,18.0,5.9,24.8,24.0,53.2,3.2,0.0,0.0
Bengaluru,409.0,0.0,1.0,17.9,72.0,5.0,716.0,20.0,6.3,24.6,32.0,67.2,3.2,0.0,0.0
Bengaluru,410.0,0.0,1.1,18.7,56.0,4.4,721.0,16.5,5.3,26.2,22.0,52.5,3.3,0.0,0.0
Bengaluru,411.0,0.0,1.3,17.4,82.0,4.5,723.0,17.5,6.0,26.6,38.0,52.5,3.3,0.0,0.0
Bengaluru,412.0,0.0,0.9,18.9,75.0,6.1,722.7,12.0,6.1,27.0,38.0,35.0,2.2,0.0,0.0
Bengaluru,413.0,0.0,0.8,20.9,81.0,7.0,721.5,9.5,5.7,26.1,47.0,29.5,3.4,0.0,0.0
Bengaluru,414.0,0.0,0.9,18.3,90.0,6.7,718.2,5.0,5.4,25.4,51.0,26.7,3.0,0.0,0.0
Bengaluru,415.0,0.0,1.0,18.6,81.0,6.3,720.0,10.5,5.2,26.5,43.0,39.0,3.3,0.0,0.0
Bengaluru,416.0,0.0,1.1,17.1,77.0,5.4,721.5,10.0,5.0,26.2,42.0,32.5,3.2,0.0,0.0
Bengaluru,417.0,0.0,1.0,17.4,94.0,5.6,719.5,17.5,5.6,26.2,52.0,42.0,2.9,0.0,0.0
Bengaluru,418.0,7.2,1.0,16.5,85.0,5.6,720.0,11.5,5.5,26.5,49.0,43.7,3.1,0.0,0.0
Bengaluru,419.0,0.0,1.2,15.9,76.0,4.5,721.2,14.0,4.8,26.0,41.0,45.7,4.0,0.0,0.0
Bengaluru,420.0,0.0,1.2,13.3,59.0,4.4,722.0,13.0,4.7,25.5,28.0,42.5,4.1,0.0,0.0
Bengaluru,421.0,0.0,1.0,13.1,52.0,5.2,721.0,14.5,6.1,25.5,28.0,39.0,3.5,0.0,0.0
Bengaluru,422.0,0.0,1.2,13.8,65.0,4.8,722.0,17.0,5.6,26.0,40.0,43.6,4.3,0.0,0.0
Bengaluru,423.0,0.0,1.1,16.3,65.0,5.1,907.1,17.0,5.7,26.0,38.0,54.0,3.6,0.0,0.0
Bengaluru,424.0,8.7,1.0,17.0,67.0,6.4,907.8,21.0,7.1,25.0,38.0,65.4,3.7,0.0,0.0
Bengaluru,425.0,0.0,1.1,12.5,75.0,6.2,719.0,21.0,5.6,25.5,43.0,68.7,2.9,0.0,0.0
Bengaluru,426.0,0.0,1.1,15.9,65.0,6.2,720.0,20.5,6.4,25.8,35.0,60.5,3.2,0.0,0.0
Bengaluru,427.0,0.0,1.0,14.2,61.0,6.1,723.2,20.0,6.5,25.8,42.0,62.2,3.1,0.0,0.0
Bengaluru,428.0,0.0,1.1,14.0,65.0,5.1,909.3,21.0,5.9,26.7,45.0,63.7,3.0,0.0,0.0
Bengaluru,429.0,0.0,0.9,11.7,49.0,5.9,719.5,21.0,6.3,25.5,25.0,75.2,2.7,0.0,0.0
Bengaluru,430.0,0.0,0.7,13.0,64.0,6.5,721.0,17.5,6.8,26.2,42.0,51.7,3.1,0.0,0.0
Kolkata,401.0,0.0,0.7,24.8,125.0,6.3,1005.0,22.0,3.7,29.5,61.0,59.5,5.8,0.0,0.0
Kolkata,402.0,0.0,0.7,20.1,109.0,6.0,1003.7,25.0,3.4,29.5,54.0,68.4,4.5,0.0,0.0
Kolkata,403.0,0.0,0.4,18.4,107.0,6.1,1005.2,25.0,4.0,30.5,59.0,61.7,4.6,0.0,0.0
Kolkata,404.0,0.0,0.6,26.2,144.0,7.2,1006.7,21.0,4.3,30.5,72.0,48.0,6.0,0.0,0.0
Kolkata,405.0,0.0,0.4,20.0,119.0,5.7,1007.0,22.5,3.9,30.5,62.0,64.1,4.8,0.0,0.0
Kolkata,406.0,0.0,0.5,18.0,106.0,5.5,1006.3,17.5,3.6,30.0,56.0,48.8,4.8,0.0,0.0
Kolkata,407.0,0.0,1.0,22.4,107.0,4.5,1004.4,21.5,3.4,30.5,59.0,58.9,6.0,0.0,0.0
Kolkata,408.0,11.8,0.8,26.4,78.0,4.7,1005.4,20.0,3.2,29.0,47.0,44.5,4.7,0.0,0.0
Kolkata,409.0,0.0,0.7,26.7,68.0,5.3,1005.9,18.0,2.9,28.0,40.0,45.5,5.4,0.0,0.0
Kolkata,410.0,0.0,1.1,18.1,64.0,3.9,1007.3,24.0,3.1,28.5,35.0,76.1,3.8,0.0,0.0
Kolkata,411.0,0.0,1.0,16.0,66.0,3.7,1008.1,24.0,2.9,29.0,40.0,67.3,3.8,0.0,0.0
Kolkata,412.0,0.0,0.9,16.7,75.0,3.7,1006.5,25.5,3.0,28.2,52.0,69.1,3.4,0.0,0.0
Kolkata,413.0,0.0,0.8,13.5,76.0,3.5,1004.7,26.5,3.3,28.6,46.0,81.4,3.2,0.0,0.0
Kolkata,414.0,0.0,0.9,12.6,78.0,2.7,1005.7,27.0,3.2,29.5,45.0,80.7,2.8,0.0,0.0
Kolkata,415.0,0.0,0.8,14.4,74.0,3.9,1006.2,25.5,3.3,27.6,50.0,76.2,3.7,0.0,0.0
Kolkata,416.0,0.0,0.7,12.6,86.0,5.1,1004.2,24.0,3.4,28.0,52.0,75.6,3.8,0.0,0.0
Kolkata,417.0,0.0,1.3,14.5,73.0,4.0,1002.8,26.5,3.0,29.0,42.0,72.0,3.9,0.0,0.0
Kolkata,418.0,15.4,1.0,12.7,61.0,4.5,1004.6,27.0,3.1,28.5,32.0,75.9,4.7,0.0,0.0
Kolkata,419.0,0.0,1.3,21.7,55.0,3.9,1004.9,24.0,2.5,29.0,29.0,65.3,3.6,0.0,0.0
Kolkata,420.0,0.0,1.1,11.1,57.0,3.7,1005.2,27.0,2.7,30.0,28.0,79.5,3.4,0.0,0.0
Kolkata,421.0,10.2,0.8,15.8,52.0,5.4,1006.8,20.0,2.9,23.5,23.0,73.1,3.0,0.0,0.0
Kolkata,422.0,0.0,0.6,12.6,60.0,5.0,1005.5,24.0,2.7,26.3,26.0,79.1,4.5,0.0,0.0
Kolkata,423.0,12.8,0.6,10.4,53.0,4.4,1004.8,23.5,2.7,25.0,24.0,85.3,3.0,0.0,0.0
Kolkata,424.0,0.0,0.8,14.0,50.0,3.7,1004.5,22.0,2.9,24.5,23.0,81.2,3.2,0.0,0.0
Kolkata,425.0,0.0,0.7,18.8,57.0,4.2,1004.3,25.0,2.9,27.5,27.0,78.5,3.7,0.0,0.0
Kolkata,426.0,0.0,0.8,19.3,61.0,4.1,1006.6,24.0,3.1,26.3,26.0,79.6,3.5,0.0,0.0
Kolkata,427.0,0.0,0.6,13.6,45.0,4.2,1008.5,24.0,2.9,25.2,20.0,85.2,2.9,0.0,0.0
Kolkata,428.0,0.0,0.5,11.3,34.0,4.4,1007.1,23.5,2.9,24.9,17.0,89.9,2.8,0.0,0.0
Kolkata,429.0,0.0,0.5,16.1,62.0,4.8,1005.7,24.0,3.2,26.4,29.0,78.2,3.3,0.0,0.0
Kolkata,430.0,0.0,0.5,13.7,55.0,4.5,1005.8,24.5,2.5,27.5,27.0,78.4,3.7,0.0,0.0
