City,Date,wind-gust,wind-speed,o3,pm25,no2,pressure,dew,co,temperature,pm10,humidity,so2,wd,precipitation
Hyderabad,401.0,4.0,0.7,14.6,125.0,6.3,714.7,17.0,4.5,29.0,62.0,47.5,1.6,0.0,0.0
Hyderabad,402.0,6.5,0.8,14.4,132.0,7.4,713.0,18.0,4.3,28.8,63.0,42.2,1.9,0.0,0.0
Hyderabad,403.0,7.7,1.0,13.2,105.0,5.8,714.7,17.0,4.2,29.9,57.0,47.0,3.5,0.0,0.0
Hyderabad,404.0,5.0,0.6,11.4,105.0,6.5,716.0,0.0,4.4,29.1,59.0,50.7,3.7,0.0,0.0
Hyderabad,405.0,8.5,1.0,10.7,89.0,4.5,716.2,0.0,3.8,30.7,49.0,48.5,3.1,0.0,0.0
Hyderabad,406.0,7.5,1.1,10.3,85.0,6.1,720.5,22.0,4.3,30.1,54.0,54.0,3.7,0.0,0.0
Hyderabad,407.0,9.0,1.4,12.9,70.0,5.5,721.5,20.0,4.0,30.2,38.0,48.5,3.0,0.0,0.0
Hyderabad,408.0,8.0,1.5,15.1,71.0,5.9,724.0,20.0,3.5,31.1,39.0,47.7,6.4,0.0,0.0
Hyderabad,409.0,9.0,1.2,12.3,82.0,6.6,723.0,21.5,4.3,29.3,50.0,50.7,3.0,0.0,0.0
Hyderabad,410.0,8.5,1.2,9.2,65.0,6.5,727.0,18.5,4.0,30.2,31.0,45.7,3.2,0.0,0.0
Hyderabad,411.0,7.7,1.0,7.4,74.0,7.4,729.7,16.5,3.0,30.5,37.0,42.2,1.4,0.0,0.0
Hyderabad,412.0,5.5,1.0,6.4,97.0,9.3,723.7,18.0,3.1,31.1,49.0,41.5,1.3,0.0,0.0
Hyderabad,413.0,5.0,0.9,10.7,99.0,7.4,719.0,15.0,3.1,31.1,55.0,36.2,1.2,0.0,0.0
Hyderabad,414.0,7.5,0.9,13.1,102.0,7.5,714.0,14.0,3.4,30.6,59.0,35.7,2.0,0.0,0.0
Hyderabad,415.0,7.6,1.0,13.7,95.0,7.3,714.0,12.0,3.5,29.5,55.0,37.5,2.1,0.0,0.0
Hyderabad,416.0,7.6,0.8,12.3,105.0,7.8,712.5,16.0,4.1,30.0,56.0,38.7,2.2,0.0,0.0
Hyderabad,417.0,7.0,0.8,9.8,106.0,8.1,712.0,18.0,4.0,30.2,57.0,45.5,2.2,0.0,0.0
Hyderabad,418.0,0.0,0.7,8.4,101.0,7.0,712.0,21.0,4.0,30.5,55.0,51.0,1.8,0.0,0.0
Hyderabad,419.0,0.0,0.9,9.0,85.0,6.0,713.0,21.0,3.3,30.0,49.0,53.0,1.7,0.0,0.0
Hyderabad,420.0,11.3,0.7,7.5,78.0,8.3,712.5,20.0,3.1,29.6,46.0,53.0,1.9,0.0,0.0
Hyderabad,421.0,0.0,0.7,7.4,72.0,12.9,711.7,19.0,4.5,30.3,34.0,46.7,1.8,0.0,0.0
Hyderabad,422.0,0.0,0.8,8.4,75.0,9.1,711.0,20.0,3.0,30.0,39.0,48.0,1.7,0.0,0.0
Hyderabad,423.0,0.0,0.9,7.6,78.0,7.0,710.0,22.0,3.4,30.8,52.0,49.5,1.8,0.0,0.0
Hyderabad,424.0,0.0,0.8,8.0,86.0,6.6,710.0,22.0,3.8,29.6,46.0,58.5,1.9,0.0,0.0
Hyderabad,425.0,0.0,1.0,8.0,89.0,9.8,710.0,17.5,3.7,30.1,60.0,42.5,1.8,0.0,0.0
Hyderabad,426.0,0.0,0.8,8.8,84.0,4.3,711.0,21.0,3.5,29.5,48.0,57.0,1.7,0.0,0.0
Hyderabad,427.0,0.0,1.0,9.1,70.0,4.8,711.7,22.0,3.6,29.7,43.0,55.0,1.5,0.0,0.0
Hyderabad,428.0,11.3,1.2,8.4,71.0,3.8,712.0,22.0,3.5,29.6,39.0,64.7,1.6,0.0,0.0
Hyderabad,429.0,0.0,0.7,11.1,57.0,5.6,712.0,21.0,3.4,30.0,34.0,48.7,1.5,0.0,0.0
Hyderabad,430.0,0.0,0.9,12.1,71.0,6.9,712.0,20.0,3.7,30.0,44.0,49.7,1.6,0.0,0.0
Delhi,401.0,0.0,1.3,12.1,82.0,6.2,986.9,14.0,5.0,26.5,54.0,53.0,6.3,222.2,0.0
Delhi,402.0,0.0,2.0,14.2,78.0,5.6,987.1,12.0,5.0,26.4,54.0,47.4,5.0,265.7,0.0
Delhi,403.0,0.0,1.5,18.0,75.0,6.2,988.0,8.0,5.1,25.9,51.0,42.0,5.7,269.5,0.0
Delhi,404.0,9.2,1.2,16.0,96.0,7.1,988.0,10.5,5.5,26.4,57.0,44.2,6.0,269.3,0.0
Delhi,405.0,0.0,1.1,15.9,130.0,7.7,988.8,12.5,6.8,27.1,70.0,46.7,7.6,163.3,0.0
Delhi,406.0,0.0,1.1,14.9,122.0,7.2,987.4,13.0,7.2,28.6,77.0,41.9,6.2,219.6,0.0
Delhi,407.0,9.2,1.9,16.8,82.0,5.8,985.7,12.0,4.6,26.7,70.0,44.5,5.9,236.0,0.0
Delhi,408.0,7.7,1.9,17.7,78.0,5.9,986.1,10.0,4.4,26.7,63.0,39.9,6.0,267.4,0.0
Delhi,409.0,0.0,1.3,17.2,87.0,6.7,986.7,10.0,5.5,26.8,58.0,41.0,5.7,256.9,0.0
Delhi,410.0,0.0,0.9,11.6,137.0,9.4,987.4,11.0,7.1,28.1,73.0,38.6,6.4,226.2,0.0
Delhi,411.0,0.0,1.1,16.8,131.0,8.1,987.9,11.0,7.3,29.5,80.0,37.0,7.3,174.9,0.0
Delhi,412.0,0.0,1.5,18.2,91.0,6.4,986.0,11.5,5.5,28.9,64.0,38.2,6.3,265.9,0.0
Delhi,413.0,0.0,1.1,12.5,147.0,9.1,984.2,13.0,7.3,29.5,83.0,38.4,7.2,250.4,0.0
Delhi,414.0,0.0,0.8,12.3,149.0,9.7,984.7,13.0,7.5,30.3,87.0,38.5,7.2,161.7,0.0
Delhi,415.0,0.0,1.0,10.4,155.0,9.1,984.4,9.0,7.5,29.7,124.0,34.7,6.7,170.3,0.0
Delhi,416.0,8.2,1.2,14.0,160.0,9.7,982.9,12.0,7.3,30.4,121.0,32.9,7.2,243.3,0.0
Delhi,417.0,7.7,1.8,22.9,77.0,6.0,982.4,14.0,4.9,30.0,68.0,34.2,6.1,154.2,0.0
Delhi,418.0,7.7,1.9,18.6,78.0,5.9,984.7,13.5,5.0,28.2,70.0,44.6,5.4,106.3,1.0
Delhi,419.0,0.0,1.2,12.7,76.0,6.8,984.5,12.5,5.9,27.8,52.0,44.8,5.1,221.2,0.5
Delhi,420.0,0.0,1.1,9.6,114.0,8.2,985.3,12.5,7.5,27.0,75.0,45.6,5.6,198.7,0.0
Delhi,421.0,0.0,1.1,16.6,98.0,7.2,985.7,12.5,5.8,28.5,63.0,40.9,6.3,237.6,0.0
Delhi,422.0,0.0,0.9,14.1,137.0,9.3,984.0,11.0,6.9,29.2,77.0,36.0,6.8,217.9,0.0
Delhi,423.0,10.2,1.1,16.6,148.0,8.9,983.2,12.0,7.2,28.6,85.0,38.7,6.6,185.4,0.0
Delhi,424.0,0.0,1.0,14.7,151.0,9.3,981.7,13.0,7.5,29.5,83.0,39.5,6.7,144.6,0.0
Delhi,425.0,0.0,1.2,20.6,72.0,6.9,981.9,12.5,5.2,29.5,58.0,38.6,4.9,176.1,0.0
Delhi,426.0,9.2,1.6,18.9,110.0,6.7,984.8,16.0,6.2,26.7,75.0,56.4,5.5,126.0,0.2
Delhi,427.0,0.0,2.3,16.7,79.0,5.4,987.3,17.0,5.7,27.6,45.0,62.7,4.8,102.9,0.0
Delhi,428.0,0.0,1.4,19.8,99.0,6.3,987.3,18.0,6.6,28.9,58.0,54.0,5.3,111.5,0.0
Delhi,429.0,0.0,1.2,20.2,144.0,6.9,984.7,18.0,7.0,30.0,76.0,50.9,6.0,151.4,0.0
Delhi,430.0,9.2,1.2,20.7,132.0,6.6,984.1,17.5,6.6,30.0,79.0,48.0,5.9,133.0,0.0
Chandigarh,401.0,0.0,1.6,10.2,60.0,5.2,736.0,14.0,1.9,21.0,36.0,57.6,4.6,0.0,0.0
Chandigarh,402.0,0.0,2.3,12.2,61.0,5.0,736.0,12.5,2.5,21.0,41.0,54.3,4.5,0.0,0.0
Chandigarh,403.0,0.0,2.2,13.0,55.0,5.5,737.7,8.9,1.9,20.1,30.0,50.3,4.1,0.0,0.0
Chandigarh,404.0,0.0,2.0,12.5,58.0,5.7,738.0,11.7,2.1,17.4,39.0,52.3,4.5,0.0,0.0
Chandigarh,405.0,0.0,1.2,12.2,71.0,6.6,737.0,13.8,2.3,22.8,46.0,53.8,5.3,0.0,0.0
Chandigarh,406.0,0.0,1.5,11.6,73.0,6.8,737.0,13.8,2.2,24.1,39.0,53.6,7.7,0.0,0.0
Chandigarh,407.0,0.0,2.4,11.2,60.0,5.0,736.5,13.5,1.7,21.0,36.0,47.2,3.5,0.0,0.0
Chandigarh,408.0,0.0,2.0,12.7,63.0,5.6,736.0,11.9,2.2,22.0,37.0,46.9,3.0,0.0,0.0
Chandigarh,409.0,0.0,1.5,12.7,74.0,5.9,736.0,12.5,2.4,23.2,39.0,47.4,4.4,0.0,0.0
Chandigarh,410.0,0.0,1.7,12.7,82.0,6.1,735.0,12.9,2.7,25.0,50.0,46.3,5.0,0.0,0.0
Chandigarh,411.0,0.0,1.3,12.4,79.0,5.9,735.0,13.8,2.8,25.3,56.0,45.3,5.8,0.0,0.0
Chandigarh,412.0,0.0,2.0,13.5,71.0,5.2,736.0,14.3,2.9,26.1,46.0,43.4,6.1,0.0,0.0
Chandigarh,413.0,0.0,1.7,13.1,79.0,5.5,736.0,15.4,3.5,27.3,51.0,44.4,5.7,0.0,0.0
Chandigarh,414.0,0.0,1.6,13.8,90.0,7.4,735.0,16.1,4.6,28.2,63.0,43.5,5.1,0.0,0.0
Chandigarh,415.0,0.0,1.6,13.0,99.0,6.8,735.0,16.2,3.8,28.4,66.0,37.7,5.7,0.0,0.0
Chandigarh,416.0,0.0,1.4,13.2,109.0,8.1,735.0,14.3,2.9,27.4,72.0,39.7,6.8,0.0,0.0
Chandigarh,417.0,0.0,1.6,13.1,73.0,5.9,735.0,13.7,2.3,25.2,54.0,43.8,6.9,0.0,0.0
Chandigarh,418.0,0.0,2.0,13.2,59.0,6.1,737.7,14.6,2.3,23.2,53.0,52.5,8.1,0.0,0.0
Chandigarh,419.0,0.0,1.4,12.4,51.0,5.8,737.0,13.6,2.5,21.7,35.0,44.4,8.2,0.0,0.0
Chandigarh,420.0,0.0,1.3,10.0,70.0,7.7,736.5,15.2,3.5,20.1,55.0,53.6,8.3,0.0,0.0
Chandigarh,421.0,0.0,1.2,10.0,57.0,6.8,738.0,14.5,3.0,19.9,29.0,55.4,4.6,0.0,0.0
Chandigarh,422.0,0.0,0.9,9.8,52.0,7.2,735.7,13.4,3.1,23.7,31.0,41.3,4.6,0.0,0.0
Chandigarh,423.0,0.0,1.1,9.8,79.0,8.6,735.0,14.2,3.7,26.8,47.0,39.2,7.2,0.0,0.0
Chandigarh,424.0,0.0,1.3,9.9,85.0,8.6,735.2,14.1,3.9,27.1,56.0,40.6,9.3,0.0,0.0
Chandigarh,425.0,0.0,1.5,12.2,103.0,8.6,735.0,15.4,4.2,25.6,70.0,47.0,7.6,0.0,0.0
Chandigarh,426.0,0.0,1.8,14.9,62.0,6.4,735.7,15.9,3.8,22.8,29.0,60.7,7.0,0.0,0.0
Chandigarh,427.0,0.0,1.9,14.3,57.0,6.9,737.2,16.6,2.9,20.6,28.0,73.3,6.0,0.0,0.0
Chandigarh,428.0,0.0,1.2,12.1,55.0,8.0,737.0,15.8,2.7,24.5,36.0,50.6,7.5,0.0,0.0
Chandigarh,429.0,0.0,1.2,10.6,97.0,10.3,735.7,17.7,4.3,26.4,54.0,56.9,6.2,0.0,0.0
Chandigarh,430.0,0.0,1.5,15.0,110.0,8.6,736.0,19.9,5.2,25.7,56.0,59.4,5.8,0.0,0.0
Bhopal,401.0,0.0,0.4,7.3,63.0,5.3,1012.0,11.0,3.2,31.0,33.0,32.0,3.8,0.0,0.0
Bhopal,402.0,0.0,0.7,7.1,69.0,3.8,951.9,10.4,3.1,31.0,36.0,30.7,4.2,0.0,0.0
Bhopal,403.0,0.0,0.6,6.9,53.0,3.9,952.9,8.4,3.5,31.5,27.0,30.0,4.1,0.0,0.0
Bhopal,404.0,0.0,0.5,7.0,59.0,3.9,1013.0,8.0,3.8,31.0,33.0,27.0,4.1,0.0,0.0
Bhopal,405.0,0.0,0.5,7.3,61.0,4.0,1014.0,10.0,4.1,31.4,30.0,28.2,3.5,0.0,0.0
Bhopal,406.0,0.0,0.4,7.3,82.0,7.1,951.6,12.6,6.2,30.9,46.0,31.5,4.4,0.0,0.0
Bhopal,407.0,0.0,0.5,7.8,71.0,5.4,947.3,9.4,5.0,31.1,43.0,22.5,3.9,0.0,0.0
Bhopal,408.0,0.0,1.0,9.9,82.0,3.6,702.2,9.4,4.2,30.9,79.0,23.7,4.6,0.0,0.0
Bhopal,409.0,0.0,1.0,10.5,82.0,3.6,704.0,10.1,4.6,30.8,70.0,25.2,5.2,0.0,0.0
Bhopal,410.0,0.0,0.7,10.0,90.0,3.3,705.0,9.0,4.7,30.9,61.0,25.0,5.3,0.0,0.0
Bhopal,411.0,0.0,0.5,10.4,102.0,3.9,705.0,10.0,5.6,30.7,63.0,24.5,6.2,0.0,0.0
Bhopal,412.0,0.0,0.5,8.7,113.0,6.2,703.0,10.7,4.8,31.0,61.0,22.7,6.3,0.0,0.0
Bhopal,413.0,0.0,0.5,10.2,83.0,5.1,702.2,10.9,4.9,30.7,59.0,23.0,5.5,0.0,0.0
Bhopal,414.0,0.0,0.7,9.7,102.0,5.2,703.0,12.0,5.4,30.9,69.0,21.5,5.7,0.0,0.0
Bhopal,415.0,0.0,0.7,11.6,92.0,4.1,703.0,14.0,5.4,30.7,62.0,24.0,5.5,0.0,0.0
Bhopal,416.0,0.0,0.8,8.9,139.0,8.3,701.5,9.8,6.3,30.9,67.0,19.5,6.7,0.0,0.0
Bhopal,417.0,0.0,1.0,9.1,121.0,4.3,701.0,11.6,5.7,30.7,70.0,25.0,5.9,0.0,0.0
Bhopal,418.0,0.0,0.9,9.3,102.0,4.8,702.0,15.1,6.2,30.7,61.0,31.2,6.5,0.0,0.0
Bhopal,419.0,0.0,0.8,12.4,96.0,3.6,702.0,12.0,4.8,30.8,72.0,26.0,5.4,0.0,0.0
Bhopal,420.0,0.0,0.7,10.3,123.0,5.9,702.0,13.0,5.9,30.8,68.0,27.5,6.8,0.0,0.0
Bhopal,421.0,0.0,1.1,13.0,97.0,4.1,702.0,13.2,5.4,30.7,68.0,29.2,6.6,0.0,0.0
Bhopal,422.0,0.0,1.0,10.4,115.0,6.8,701.2,10.4,6.2,30.9,62.0,20.7,5.6,0.0,0.0
Bhopal,423.0,0.0,0.8,11.0,130.0,5.7,700.7,13.1,6.9,30.8,71.0,25.5,6.7,0.0,0.0
Bhopal,424.0,0.0,0.6,9.5,109.0,4.3,699.0,14.4,5.8,30.9,69.0,29.0,6.6,0.0,0.0
Bhopal,425.0,0.0,1.2,11.6,83.0,4.3,699.7,12.7,3.6,30.8,67.0,25.0,6.0,0.0,0.0
Bhopal,426.0,0.0,1.0,10.6,134.0,5.1,700.7,13.1,5.2,31.0,66.0,29.5,5.4,0.0,0.0
Bhopal,427.0,0.0,1.0,13.3,68.0,3.3,703.0,15.4,3.7,30.8,39.0,39.5,5.6,0.0,0.0
Bhopal,428.0,0.0,0.8,23.0,80.0,4.1,703.2,16.1,4.7,31.1,47.0,30.5,5.9,0.0,0.0
Bhopal,429.0,0.0,0.6,10.8,134.0,6.1,701.7,14.6,6.2,30.7,70.0,29.7,5.9,0.0,0.0
Bhopal,430.0,0.0,0.6,11.0,109.0,5.8,701.5,16.5,5.0,30.9,65.0,31.5,4.5,0.0,0.0
Lucknow,401.0,0.0,0.4,13.8,154.0,5.8,1000.9,14.0,9.0,29.6,0.0,39.2,2.3,0.0,0.0
Lucknow,402.0,0.0,0.7,16.5,126.0,4.4,1000.2,13.0,8.8,30.0,0.0,42.0,2.5,0.0,0.0
Lucknow,403.0,0.0,0.5,16.7,89.0,4.5,1003.1,9.0,9.6,28.0,0.0,35.5,2.5,0.0,0.0
Lucknow,404.0,0.0,0.6,15.9,90.0,4.4,1003.4,9.0,9.4,29.0,0.0,35.5,3.0,0.0,0.0
Lucknow,405.0,0.0,0.5,13.3,127.0,5.9,1004.0,11.0,9.2,31.0,0.0,35.3,2.8,0.0,0.0
Lucknow,406.0,0.0,0.6,14.6,109.0,4.8,1001.3,11.0,9.3,31.4,0.0,30.6,2.8,0.0,0.0
Lucknow,407.0,0.0,0.8,14.1,109.0,5.5,998.7,10.0,9.4,31.0,0.0,31.2,2.4,0.0,0.0
Lucknow,408.0,0.0,0.5,13.2,128.0,7.6,999.6,11.0,9.9,32.1,0.0,33.4,2.8,0.0,0.0
Lucknow,409.0,0.0,0.4,15.2,101.0,5.9,1001.1,8.0,8.2,32.0,0.0,31.2,2.9,0.0,0.0
Lucknow,410.0,0.0,0.3,17.0,122.0,7.6,1002.8,11.0,9.5,32.0,0.0,32.8,3.2,0.0,0.0
Lucknow,411.0,0.0,0.2,12.8,136.0,7.7,1002.9,13.0,9.8,34.0,0.0,34.9,3.3,0.0,0.0
Lucknow,412.0,0.0,0.4,9.3,112.0,7.6,1000.4,11.0,8.9,34.0,0.0,32.2,2.9,0.0,0.0
Lucknow,413.0,0.0,0.3,5.4,148.0,7.8,998.9,13.0,9.4,34.0,0.0,34.6,3.1,0.0,0.0
Lucknow,414.0,0.0,0.5,7.9,158.0,7.7,1000.4,19.0,7.3,31.4,0.0,44.1,3.1,0.0,0.0
Lucknow,415.0,0.0,0.6,5.6,156.0,7.6,998.9,18.0,8.0,31.3,0.0,44.0,3.4,0.0,0.0
Lucknow,416.0,0.0,0.6,4.7,154.0,7.6,996.6,20.0,7.5,31.0,0.0,51.4,3.4,0.0,0.0
Lucknow,417.0,0.0,0.5,3.0,159.0,7.8,996.6,17.0,9.4,34.0,0.0,42.6,3.7,0.0,0.0
Lucknow,418.0,0.0,0.6,4.0,134.0,7.6,998.1,16.0,9.9,34.0,0.0,41.0,2.9,0.0,0.0
Lucknow,419.0,0.0,0.5,4.5,151.0,7.7,997.3,16.0,9.9,34.0,0.0,37.0,3.3,0.0,0.0
Lucknow,420.0,0.0,0.7,5.0,118.0,7.6,999.5,16.0,9.2,30.0,0.0,42.1,2.9,0.0,0.0
Lucknow,421.0,0.0,0.6,5.3,89.0,7.5,1000.5,15.0,8.1,27.0,0.0,45.0,2.9,0.0,0.0
Lucknow,422.0,0.0,0.7,5.9,112.0,7.6,998.8,17.0,8.3,29.0,0.0,45.7,2.6,0.0,0.0
Lucknow,423.0,0.0,0.5,6.9,122.0,7.7,998.0,18.0,9.5,26.0,0.0,50.9,3.1,0.0,0.0
Lucknow,424.0,0.0,0.6,8.9,137.0,7.5,995.2,16.0,8.7,30.2,0.0,44.2,2.6,0.0,0.0
Lucknow,425.0,0.0,0.7,6.7,151.0,7.3,996.7,21.0,9.7,28.0,0.0,55.7,2.8,0.0,0.0
Lucknow,426.0,15.4,0.8,6.9,114.0,4.7,1000.6,21.0,8.6,26.0,0.0,69.1,2.4,0.0,0.0
Lucknow,427.0,0.0,0.6,6.0,87.0,6.0,1004.1,20.0,8.0,26.0,0.0,71.1,2.3,0.0,0.0
Lucknow,428.0,0.0,0.6,7.1,116.0,6.1,1002.6,21.0,9.4,30.0,0.0,59.6,2.5,0.0,0.0
Lucknow,429.0,0.0,0.5,6.0,115.0,6.2,1000.7,20.0,9.0,29.8,0.0,58.2,2.4,0.0,0.0
Lucknow,430.0,0.0,0.5,11.4,128.0,7.6,999.4,21.0,9.2,31.7,0.0,50.5,2.6,0.0,0.0
Ghāziābād,401.0,0.0,2.0,16.9,76.0,8.1,741.5,14.0,6.6,32.2,54.0,48.0,5.3,0.0,0.0
Ghāziābād,402.0,0.0,3.1,19.7,61.0,7.0,742.0,12.0,8.9,31.7,50.0,42.2,4.6,0.0,0.0
Ghāziābād,403.0,0.0,3.0,24.5,46.0,8.9,742.0,8.0,6.8,32.0,46.0,38.0,5.3,0.0,0.0
Ghāziābād,404.0,9.2,2.1,23.1,78.0,9.8,742.0,9.5,9.8,32.1,59.0,41.5,7.3,0.0,0.0
Ghāziābād,405.0,0.0,0.9,20.4,151.0,10.8,742.0,12.5,12.0,32.1,81.0,45.7,7.3,0.0,0.0
Ghāziābād,406.0,0.0,2.0,23.0,82.0,11.3,742.0,13.0,10.2,32.2,93.0,38.5,6.3,0.0,0.0
Ghāziābād,407.0,9.2,3.2,23.0,74.0,8.0,741.2,11.5,6.6,32.1,72.0,39.7,6.6,0.0,0.0
Ghāziābād,408.0,7.7,3.1,23.8,74.0,7.1,741.7,10.0,8.1,32.0,70.0,36.7,7.5,0.0,0.0
Ghāziābād,409.0,0.0,2.1,22.8,85.0,9.5,742.0,10.0,8.7,32.0,60.0,39.5,4.9,0.0,0.0
Ghāziābād,410.0,0.0,1.0,17.9,155.0,14.2,742.0,11.0,12.5,33.8,80.0,36.0,6.0,0.0,0.0
Ghāziābād,411.0,0.0,1.8,24.2,130.0,11.9,742.0,11.0,12.0,33.3,101.0,35.2,6.3,0.0,0.0
Ghāziābād,412.0,0.0,2.8,24.7,82.0,9.3,742.0,11.5,7.0,32.1,67.0,37.2,6.1,0.0,0.0
Ghāziābād,413.0,0.0,1.2,17.4,153.0,10.7,742.0,13.0,9.8,32.0,92.0,35.0,6.0,0.0,0.0
Ghāziābād,414.0,0.0,0.7,16.3,155.0,17.8,742.0,13.0,11.3,32.6,101.0,34.2,8.8,0.0,0.0
Ghāziābād,415.0,0.0,1.3,15.4,159.0,17.9,741.5,9.0,11.6,31.8,137.0,36.0,8.2,0.0,0.0
Ghāziābād,416.0,8.2,1.0,17.7,177.0,19.3,741.0,12.0,13.6,31.8,152.0,29.0,7.3,0.0,0.0
Ghāziābād,417.0,7.7,2.2,24.5,78.0,12.9,741.0,14.0,7.5,32.3,77.0,33.0,7.6,0.0,0.0
Ghāziābād,418.0,7.7,2.4,19.7,71.0,12.4,741.0,13.0,9.3,32.0,74.0,43.5,5.1,0.0,0.0
Ghāziābād,419.0,0.0,2.5,17.1,78.0,12.7,741.0,12.5,9.6,32.0,54.0,40.7,5.2,0.0,0.0
Ghāziābād,420.0,0.0,1.1,16.0,152.0,16.7,741.0,12.5,16.3,32.5,89.0,42.7,4.8,0.0,0.0
Ghāziābād,421.0,0.0,1.3,23.8,105.0,15.9,741.0,12.5,9.5,32.7,74.0,36.2,5.2,0.0,0.0
Ghāziābād,422.0,0.0,0.6,16.8,164.0,20.5,741.0,11.0,11.7,32.1,108.0,35.0,6.9,0.0,0.0
Ghāziābād,423.0,10.2,1.2,20.7,151.0,17.6,741.0,12.0,9.3,33.4,97.0,39.2,7.7,0.0,0.0
Ghāziābād,424.0,0.0,1.1,25.6,153.0,19.1,741.0,13.0,16.4,32.9,93.0,36.5,5.9,0.0,0.0
Ghāziābād,425.0,0.0,1.1,24.4,73.0,17.6,741.0,12.5,14.7,31.9,63.0,37.0,5.8,0.0,0.0
Ghāziābād,426.0,9.2,1.7,21.9,141.0,12.1,741.0,16.0,15.0,32.7,114.0,55.2,5.4,0.0,0.0
Ghāziābād,427.0,0.0,3.1,17.7,89.0,11.2,742.0,17.0,15.6,32.8,50.0,57.5,4.3,0.0,0.0
Ghāziābād,428.0,0.0,1.5,17.0,112.0,12.8,742.0,18.0,6.4,33.8,59.0,47.5,4.8,0.0,0.0
Ghāziābād,429.0,0.0,1.5,20.1,149.0,14.8,742.0,18.0,8.5,33.8,81.0,49.5,4.3,0.0,0.0
Ghāziābād,430.0,9.2,1.4,15.8,146.0,13.3,741.2,17.5,15.4,33.2,77.0,65.7,4.5,0.0,0.0
Hāpur,401.0,0.0,0.6,5.7,85.0,5.7,742.0,14.0,9.0,27.3,62.0,49.7,4.2,0.0,0.0
Hāpur,402.0,0.0,0.9,7.1,80.0,3.9,742.0,12.0,8.5,27.2,61.0,43.5,4.1,0.0,0.0
Hāpur,403.0,0.0,0.8,7.7,77.0,4.8,742.0,8.0,9.2,26.9,58.0,42.7,5.5,0.0,0.0
Hāpur,404.0,9.2,0.7,7.1,122.0,8.4,742.0,9.5,11.1,27.3,70.0,41.0,6.3,0.0,0.0
Hāpur,405.0,0.0,0.6,5.4,142.0,8.8,742.0,12.5,12.5,27.0,95.0,41.5,6.8,0.0,0.0
Hāpur,406.0,0.0,0.6,8.0,137.0,6.8,742.0,13.0,12.5,26.9,94.0,42.2,6.1,0.0,0.0
Hāpur,407.0,9.2,1.1,7.2,94.0,5.1,741.0,11.5,9.4,27.2,81.0,43.5,5.6,0.0,0.0
Hāpur,408.0,7.7,0.8,5.6,89.0,10.9,741.0,10.0,9.8,26.5,79.0,39.7,4.1,0.0,0.0
Hāpur,409.0,0.0,0.6,6.7,123.0,9.9,741.0,10.0,10.4,26.5,81.0,41.2,5.0,0.0,0.0
Hāpur,410.0,0.0,0.5,4.1,151.0,13.4,741.0,11.0,12.9,26.2,104.0,37.2,6.2,0.0,0.0
Hāpur,411.0,0.0,0.4,3.7,152.0,14.1,741.0,11.0,13.3,26.3,116.0,38.5,6.1,0.0,0.0
Hāpur,412.0,0.0,0.7,6.4,107.0,10.6,741.0,11.5,11.2,26.4,79.0,38.0,5.5,0.0,0.0
Hāpur,413.0,0.0,0.5,4.6,152.0,15.7,741.0,13.0,13.3,26.7,107.0,36.5,8.1,0.0,0.0
Hāpur,414.0,0.0,0.3,4.3,160.0,17.2,741.0,13.0,14.7,26.7,142.0,35.5,5.8,0.0,0.0
Hāpur,415.0,0.0,0.5,6.3,160.0,12.9,741.0,9.0,12.7,27.2,160.0,37.7,6.1,0.0,0.0
Hāpur,416.0,8.2,0.5,6.0,172.0,16.3,741.0,12.0,14.5,27.1,174.0,36.2,6.6,0.0,0.0
Hāpur,417.0,7.7,0.7,8.3,91.0,10.1,741.0,14.0,10.5,27.1,100.0,36.5,3.1,0.0,0.0
Hāpur,418.0,7.7,0.8,9.0,74.0,7.5,741.0,13.0,9.3,27.1,81.0,37.0,2.9,0.0,0.0
Hāpur,419.0,0.0,0.5,7.6,70.0,10.3,741.0,12.5,9.1,27.2,56.0,43.2,3.8,0.0,0.0
Hāpur,420.0,0.0,0.4,4.5,153.0,15.9,742.0,12.5,11.5,27.3,111.0,45.7,4.5,0.0,0.0
Hāpur,421.0,0.0,0.3,6.7,101.0,12.6,742.0,12.5,10.9,26.9,77.0,38.5,4.1,0.0,0.0
Hāpur,422.0,0.0,0.4,4.9,155.0,15.2,742.0,11.0,12.0,26.7,109.0,34.7,6.6,0.0,0.0
Hāpur,423.0,10.2,0.4,7.3,152.0,12.6,742.0,12.0,11.8,26.5,109.0,43.0,5.7,0.0,0.0
Hāpur,424.0,0.0,0.4,7.5,137.0,11.9,742.0,13.0,12.1,26.9,92.0,39.5,4.5,0.0,0.0
Hāpur,425.0,0.0,0.4,7.1,140.0,13.8,742.0,12.5,11.5,27.1,111.0,39.5,5.5,0.0,0.0
Hāpur,426.0,9.2,2.0,0.9,142.0,9.9,742.0,16.0,10.0,27.7,136.0,53.5,4.4,0.0,0.0
Hāpur,427.0,0.0,1.2,9.6,69.0,8.0,742.0,17.0,8.8,27.3,54.0,56.5,4.2,0.0,0.0
Hāpur,428.0,0.0,0.5,8.5,80.0,9.0,742.0,18.0,7.7,26.9,61.0,44.7,3.7,0.0,0.0
Hāpur,429.0,0.0,0.4,5.4,119.0,10.2,742.0,18.0,8.7,27.6,92.0,50.0,5.2,0.0,0.0
