City,Date,pm10,so2,dew,wind-speed,co,o3,temperature,humidity,pressure,wind-gust,pm25,no2,precipitation,wd
Jaipur,406.0,88.0,5.9,5.5,1.4,6.7,21.1,34.0,14.5,1009.0,0.0,112.0,9.9,0.0,0.0
Jaipur,407.0,93.0,7.2,5.5,1.5,6.6,25.6,32.0,17.5,1007.0,15.4,119.0,10.9,0.0,0.0
Jaipur,408.0,139.0,6.2,11.5,1.4,6.7,25.0,31.5,25.1,1007.5,0.0,157.0,8.1,0.0,0.0
Jaipur,409.0,102.0,6.8,10.5,1.6,7.4,27.5,33.8,23.0,1007.0,0.0,138.0,9.9,0.0,0.0
Jaipur,410.0,94.0,7.6,10.0,1.0,7.9,27.6,34.0,21.1,1009.0,0.0,138.0,10.8,0.0,0.0
Jaipur,411.0,94.0,7.0,9.5,1.6,6.8,29.7,34.4,20.3,1009.0,0.0,133.0,9.1,0.0,0.0
Jaipur,412.0,114.0,6.5,9.0,1.5,8.0,29.4,34.1,21.0,1009.0,0.0,147.0,9.4,0.0,0.0
Jaipur,413.0,87.0,6.5,11.0,1.5,7.1,32.8,33.5,25.7,1009.0,0.0,129.0,9.5,0.0,0.0
Jaipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaipur,415.0,103.0,6.4,9.0,1.7,6.1,27.0,33.0,22.0,1008.5,12.8,134.0,10.1,0.0,0.0
Jaipur,416.0,76.0,6.2,15.0,1.7,6.5,20.4,25.2,46.9,1011.0,10.2,124.0,9.5,0.0,0.0
Jaipur,417.0,48.0,4.6,17.5,2.1,6.5,16.1,20.4,63.5,1011.0,10.2,79.0,8.5,0.0,0.0
Jaipur,418.0,53.0,5.1,13.5,1.3,7.3,23.7,25.5,46.8,1012.5,0.0,89.0,11.1,0.0,0.0
Jaipur,419.0,60.0,4.6,11.0,1.2,6.2,22.5,27.2,34.3,1011.0,0.0,95.0,15.0,0.0,0.0
Jaipur,420.0,58.0,5.1,10.0,1.0,6.3,27.0,29.4,27.7,1008.0,0.0,96.0,14.7,0.0,0.0
Jaipur,421.0,66.0,5.1,8.5,1.1,6.0,26.4,32.0,21.4,1007.0,0.0,100.0,13.5,0.0,0.0
Jaipur,422.0,80.0,5.9,8.5,1.0,7.5,12.6,33.4,18.3,1007.0,0.0,111.0,21.3,0.0,0.0
Jaipur,423.0,94.0,6.6,8.0,1.0,9.7,11.5,35.2,16.8,1008.0,0.0,130.0,17.0,0.0,0.0
Jaipur,424.0,91.0,6.2,5.0,1.4,6.6,16.6,34.7,15.4,1009.0,0.0,125.0,14.4,0.0,0.0
Jaipur,425.0,101.0,8.1,4.0,1.3,7.8,21.6,36.0,13.5,1008.5,10.2,140.0,13.1,0.0,0.0
Jaipur,426.0,130.0,6.5,9.0,1.3,8.6,28.4,36.0,18.2,1008.0,0.0,159.0,13.9,0.0,0.0
Jaipur,427.0,89.0,5.6,4.0,1.5,7.1,24.4,36.5,12.3,1008.0,0.0,140.0,20.4,0.0,0.0
Jaipur,428.0,100.0,6.4,4.0,1.3,5.5,27.3,36.0,12.0,1007.0,0.0,152.0,13.7,0.0,0.0
Jaipur,429.0,102.0,6.2,3.5,1.2,6.6,31.9,35.5,11.6,1006.0,0.0,152.0,12.0,0.0,0.0
Jaipur,430.0,95.0,5.1,3.5,1.0,9.4,9.1,35.0,11.7,1003.0,10.2,142.0,16.1,0.0,0.0
Patna,401.0,0.0,23.1,19.0,1.6,8.2,22.9,31.2,60.6,1008.0,9.2,136.0,9.5,0.0,0.0
Patna,402.0,0.0,8.7,16.0,0.7,8.4,15.1,31.2,53.2,1008.0,0.0,153.0,16.5,0.0,0.0
Patna,403.0,0.0,10.5,14.0,0.6,11.8,10.3,32.9,48.6,1008.5,0.0,161.0,21.1,0.0,0.0
Patna,404.0,0.0,8.4,19.0,1.1,8.9,17.3,32.8,64.6,1009.0,0.0,151.0,12.0,0.0,0.0
Patna,405.0,0.0,7.8,21.0,1.6,8.8,22.1,32.8,67.9,1008.5,0.0,147.0,9.5,0.0,0.0
Patna,406.0,0.0,8.2,22.0,1.9,7.6,15.9,32.0,64.7,1008.0,0.0,134.0,5.4,0.0,0.0
Patna,407.0,0.0,21.0,18.0,0.8,6.0,26.9,31.8,71.2,1008.0,0.0,93.0,20.5,0.0,0.0
Patna,408.0,0.0,19.5,20.0,0.9,10.1,20.6,32.3,64.7,1006.0,0.0,134.0,15.9,0.0,0.0
Patna,409.0,0.0,7.5,20.0,0.6,8.4,18.9,33.0,74.1,1006.0,0.0,127.0,8.1,0.0,0.0
Patna,410.0,0.0,8.1,18.0,1.2,7.0,21.7,32.0,62.4,1008.0,0.0,109.0,8.2,0.0,0.0
Patna,411.0,0.0,7.8,20.0,0.5,8.1,18.2,30.2,59.0,1008.0,0.0,139.0,17.2,0.0,0.0
Patna,412.0,0.0,8.3,21.0,0.5,9.0,15.8,31.3,55.5,1006.0,0.0,154.0,11.9,0.0,0.0
Patna,413.0,0.0,9.7,21.0,0.3,8.5,15.5,30.9,48.1,1006.0,0.0,154.0,6.4,0.0,0.0
Patna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patna,415.0,0.0,11.8,20.0,0.8,8.6,16.6,32.4,66.7,1005.0,0.0,140.0,6.7,0.0,0.0
Patna,416.0,0.0,7.4,21.0,1.0,7.8,13.5,31.3,50.2,1006.0,9.2,152.0,8.0,0.0,0.0
Patna,417.0,0.0,7.1,16.5,0.6,8.3,21.7,31.2,57.6,1011.0,10.2,95.0,8.4,0.0,0.0
Patna,418.0,0.0,9.1,17.0,0.7,8.2,17.7,31.1,47.4,1009.0,0.0,99.0,7.6,0.0,0.0
Patna,419.0,0.0,7.2,15.0,0.4,8.1,24.5,31.1,50.5,1007.5,0.0,122.0,6.6,0.0,0.0
Patna,420.0,0.0,10.6,15.0,0.3,8.7,21.9,32.9,42.4,1005.5,0.0,104.0,9.5,0.0,0.0
Patna,421.0,0.0,8.8,15.0,0.3,10.2,18.9,30.7,44.1,1004.0,0.0,156.0,16.5,0.0,0.0
Patna,422.0,0.0,10.7,16.0,0.7,10.3,22.5,31.9,50.6,1005.0,0.0,140.0,19.1,0.0,0.0
Patna,423.0,0.0,8.0,19.5,1.5,8.7,28.6,32.3,54.7,1007.0,0.0,133.0,10.7,0.0,0.0
Patna,424.0,0.0,9.0,19.0,1.0,10.2,22.7,32.0,51.7,1007.0,0.0,142.0,9.1,0.0,0.0
Patna,425.0,0.0,12.3,20.5,0.3,10.0,20.2,31.6,49.7,1006.0,0.0,154.0,13.5,0.0,0.0
Patna,426.0,0.0,20.7,21.0,0.7,6.8,33.7,31.3,56.0,1004.0,0.0,154.0,8.7,0.0,0.0
Patna,427.0,0.0,7.3,14.0,0.4,8.1,24.7,31.5,32.8,1003.0,0.0,156.0,8.0,0.0,0.0
Patna,428.0,0.0,10.5,10.5,0.4,6.5,23.7,31.7,35.0,1003.0,13.8,156.0,11.6,0.0,0.0
Patna,429.0,0.0,9.9,14.0,0.5,7.2,15.8,31.4,39.2,1003.0,0.0,151.0,11.1,0.0,0.0
Patna,430.0,0.0,10.9,19.0,0.5,6.0,18.7,31.1,43.6,1002.0,0.0,156.0,10.2,0.0,0.0
Muzaffarnagar,401.0,98.0,12.5,13.3,0.4,5.3,25.9,29.8,41.0,937.6,0.0,158.0,6.3,0.0,0.0
Muzaffarnagar,402.0,134.0,23.1,11.9,0.3,9.4,19.0,30.1,41.7,938.8,0.0,188.0,11.1,0.0,0.0
Muzaffarnagar,403.0,113.0,14.7,15.0,0.3,6.6,25.2,28.9,44.0,938.3,0.0,175.0,6.8,0.0,0.0
Muzaffarnagar,404.0,174.0,19.3,16.5,0.3,13.4,21.2,29.5,42.2,939.5,0.0,239.0,18.7,0.0,0.0
Muzaffarnagar,405.0,172.0,15.5,17.5,0.3,13.3,18.3,29.8,48.0,938.5,0.0,219.0,16.6,0.0,0.0
Muzaffarnagar,406.0,191.0,13.4,18.3,0.3,12.7,14.7,29.8,48.5,937.3,0.0,229.0,12.8,0.0,0.0
Muzaffarnagar,407.0,134.0,10.0,15.4,0.6,7.0,15.6,29.4,50.0,936.7,0.0,167.0,6.6,0.0,0.0
Muzaffarnagar,408.0,176.0,10.7,17.4,0.4,8.9,9.1,29.7,52.5,938.1,0.0,184.0,11.6,0.0,0.0
Muzaffarnagar,409.0,125.0,18.4,15.7,0.3,8.5,18.3,30.5,44.2,937.1,0.0,187.0,22.6,0.0,0.0
Muzaffarnagar,410.0,150.0,19.9,18.1,0.4,10.7,28.3,30.4,41.5,938.8,0.0,202.0,16.0,0.0,0.0
Muzaffarnagar,411.0,111.0,16.4,16.9,0.5,6.1,28.3,30.1,38.7,937.5,0.0,164.0,11.8,0.0,0.0
Muzaffarnagar,412.0,105.0,12.1,16.2,1.0,6.7,28.0,30.1,39.0,938.5,0.0,158.0,11.6,0.0,0.0
Muzaffarnagar,413.0,126.0,17.3,16.2,0.8,5.8,24.7,30.4,38.0,938.9,0.0,155.0,12.5,0.0,0.0
Muzaffarnagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muzaffarnagar,415.0,88.0,10.7,14.9,0.8,4.7,21.5,30.0,32.5,936.8,0.0,118.0,11.4,0.0,0.0
Muzaffarnagar,416.0,87.0,13.8,16.5,1.7,3.7,22.9,30.8,48.0,939.0,0.0,113.0,11.3,0.0,0.0
Muzaffarnagar,417.0,63.0,9.7,15.9,0.8,3.0,20.7,31.0,58.2,942.0,0.0,113.0,10.9,0.0,0.0
Muzaffarnagar,418.0,65.0,13.5,15.5,0.5,5.7,14.3,29.9,48.2,941.2,0.0,117.0,12.4,0.0,0.0
Muzaffarnagar,419.0,68.0,13.2,13.8,0.3,5.1,15.4,29.4,42.0,938.6,0.0,134.0,15.4,0.0,0.0
Muzaffarnagar,420.0,123.0,19.5,16.0,0.3,7.1,19.0,29.3,40.2,936.6,0.0,176.0,22.8,0.0,0.0
Muzaffarnagar,421.0,135.0,17.4,15.7,0.3,9.3,21.1,29.1,38.2,935.6,0.0,182.0,24.9,0.0,0.0
Muzaffarnagar,422.0,110.0,15.7,16.4,0.3,7.2,18.9,29.1,37.2,935.7,0.0,170.0,18.5,0.0,0.0
Muzaffarnagar,423.0,145.0,20.1,17.9,0.4,9.5,32.9,29.7,42.2,937.2,0.0,181.0,13.0,0.0,0.0
Muzaffarnagar,424.0,149.0,14.1,20.9,0.5,8.3,27.3,29.9,45.7,939.1,0.0,181.0,12.4,0.0,0.0
Muzaffarnagar,425.0,134.0,14.1,18.8,0.5,7.5,18.8,30.1,48.2,938.2,0.0,169.0,14.1,0.0,0.0
Muzaffarnagar,426.0,124.0,12.2,15.7,0.6,9.1,19.0,29.5,35.0,937.0,0.0,168.0,17.2,0.0,0.0
Muzaffarnagar,427.0,133.0,7.9,13.1,1.2,4.8,29.5,29.1,25.7,935.5,0.0,149.0,14.2,0.0,0.0
Muzaffarnagar,428.0,143.0,11.7,11.3,1.0,4.6,23.8,29.3,27.0,934.7,0.0,156.0,11.5,0.0,0.0
Muzaffarnagar,429.0,133.0,14.5,11.6,0.5,4.9,24.7,29.3,26.7,934.2,0.0,152.0,17.8,0.0,0.0
Muzaffarnagar,430.0,148.0,21.0,12.4,0.4,8.3,35.5,29.4,31.2,933.2,0.0,181.0,21.4,0.0,0.0
Thiruvananthapuram,401.0,63.0,0.7,24.5,1.9,7.2,17.6,29.7,71.7,1010.0,0.0,111.0,1.7,0.0,0.0
Thiruvananthapuram,402.0,63.0,0.8,25.0,1.9,7.1,17.1,30.0,70.7,1009.5,9.7,115.0,2.1,0.0,0.0
Thiruvananthapuram,403.0,64.0,1.5,25.0,1.5,7.2,17.7,30.3,70.0,1009.0,0.0,114.0,2.1,0.0,0.0
Thiruvananthapuram,404.0,43.0,0.7,24.0,1.2,7.0,17.5,30.4,67.7,1010.5,0.0,76.0,2.4,0.0,0.0
Thiruvananthapuram,405.0,39.0,1.6,24.0,1.1,6.4,15.0,30.1,66.3,1011.0,0.0,65.0,2.6,0.0,0.0
Thiruvananthapuram,406.0,44.0,0.4,25.0,1.6,6.7,15.9,30.1,73.0,1010.0,9.7,67.0,2.4,0.0,0.0
Thiruvananthapuram,407.0,56.0,0.6,25.0,1.6,5.9,19.0,30.0,72.5,1009.0,9.2,86.0,1.7,0.0,0.0
Thiruvananthapuram,408.0,56.0,1.3,25.5,1.4,6.3,18.4,30.0,69.2,1008.5,0.0,83.0,2.1,0.0,0.0
Thiruvananthapuram,409.0,56.0,1.0,25.3,1.2,8.0,18.0,28.7,71.7,1009.0,0.0,86.0,1.7,0.0,0.0
Thiruvananthapuram,410.0,55.0,1.1,25.0,1.5,8.5,23.0,28.8,69.2,1009.0,0.0,89.0,1.9,0.0,0.0
Thiruvananthapuram,411.0,57.0,0.4,26.0,1.5,8.3,21.1,28.8,68.5,1009.0,0.0,85.0,1.6,0.0,0.0
Thiruvananthapuram,412.0,57.0,0.6,25.0,1.8,7.8,17.4,29.2,69.7,1008.0,10.2,86.0,1.7,0.0,0.0
Thiruvananthapuram,413.0,53.0,0.5,26.0,1.7,7.6,18.8,29.1,72.0,1008.5,9.2,85.0,1.6,0.0,0.0
Thiruvananthapuram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiruvananthapuram,415.0,46.0,1.0,25.0,1.2,8.0,16.3,29.0,74.0,1009.0,0.0,80.0,1.6,0.0,0.0
Thiruvananthapuram,416.0,49.0,0.8,25.5,1.2,9.0,16.3,29.1,70.0,1008.5,0.0,81.0,2.9,0.0,0.0
Thiruvananthapuram,417.0,44.0,0.8,25.0,1.1,8.4,14.7,28.9,74.6,1009.0,0.0,74.0,2.9,0.0,0.0
Thiruvananthapuram,418.0,38.0,0.4,26.0,1.2,8.0,18.9,28.8,76.2,1008.5,0.0,77.0,2.2,0.0,0.0
Thiruvananthapuram,419.0,36.0,0.3,26.0,0.9,8.2,18.6,28.8,74.6,1008.0,0.0,66.0,1.7,0.0,0.0
Thiruvananthapuram,420.0,33.0,0.6,25.0,1.1,8.9,19.8,28.5,74.2,1007.0,0.0,30.0,1.7,0.0,0.0
Thiruvananthapuram,421.0,25.0,0.7,25.0,1.2,8.4,16.5,28.5,76.7,1006.5,0.0,0.0,1.7,0.0,0.0
Thiruvananthapuram,422.0,35.0,0.6,25.5,1.9,8.4,21.1,28.6,71.5,1005.5,10.2,74.0,1.4,0.0,0.0
Thiruvananthapuram,423.0,28.0,0.7,26.0,1.1,6.4,25.6,28.7,70.0,1007.5,0.0,54.0,1.6,0.0,0.0
Thiruvananthapuram,424.0,35.0,0.9,25.0,1.2,7.6,22.4,29.5,72.0,1008.0,0.0,66.0,1.9,0.0,0.0
Thiruvananthapuram,425.0,43.0,1.8,25.0,1.4,7.3,23.1,29.6,71.0,1008.0,0.0,74.0,2.3,0.0,0.0
Thiruvananthapuram,426.0,56.0,1.3,25.0,2.3,7.3,21.6,29.8,72.5,1007.0,10.2,82.0,2.1,0.0,0.0
Thiruvananthapuram,427.0,54.0,0.4,26.0,1.5,9.8,17.2,29.9,76.0,1006.5,10.2,78.0,2.5,0.0,0.0
Thiruvananthapuram,428.0,52.0,1.5,26.0,2.0,8.5,15.6,29.8,76.0,1006.5,0.0,77.0,1.5,0.0,0.0
Thiruvananthapuram,429.0,50.0,0.9,26.0,1.8,7.6,18.3,29.7,72.5,1007.5,0.0,75.0,1.6,0.0,0.0
Thiruvananthapuram,430.0,50.0,1.4,24.0,2.0,8.5,22.2,29.4,74.2,1007.5,0.0,62.0,1.9,0.0,0.0
Bengaluru,401.0,73.0,2.7,8.5,1.4,7.3,16.0,27.1,33.5,1015.5,0.0,125.0,11.4,0.0,0.0
Bengaluru,402.0,75.0,3.0,10.0,1.2,6.7,12.9,27.5,36.5,1015.0,0.0,124.0,14.7,0.0,0.0
Bengaluru,403.0,75.0,2.4,10.5,1.0,7.1,16.8,28.1,39.1,1015.0,0.0,120.0,14.5,0.0,0.0
Bengaluru,404.0,70.0,2.9,11.5,1.7,6.9,17.5,27.9,40.5,1016.0,10.8,104.0,11.6,0.0,0.0
Bengaluru,405.0,71.0,2.9,10.0,1.6,8.3,18.7,27.2,38.2,1017.0,0.0,110.0,12.8,0.0,0.0
Bengaluru,406.0,72.0,2.4,9.5,1.0,7.4,22.5,28.5,35.7,1016.0,0.0,120.0,12.2,0.0,0.0
Bengaluru,407.0,66.0,2.3,10.5,1.2,8.2,23.3,28.8,37.0,1015.0,8.7,113.0,11.6,0.0,0.0
Bengaluru,408.0,64.0,2.1,15.0,2.0,7.3,24.1,28.4,50.0,1014.5,0.0,102.0,11.8,0.0,0.0
Bengaluru,409.0,67.0,1.9,16.0,1.7,6.9,26.5,28.1,48.5,1014.5,0.0,107.0,12.9,0.0,0.0
Bengaluru,410.0,76.0,2.0,13.5,1.2,8.1,15.7,28.5,42.0,1015.5,0.0,132.0,14.8,0.0,0.0
Bengaluru,411.0,73.0,2.8,9.5,1.2,7.0,12.3,27.1,36.7,1015.0,0.0,122.0,12.9,0.0,0.0
Bengaluru,412.0,73.0,2.6,10.0,1.6,7.1,15.3,27.5,34.0,1014.0,0.0,110.0,12.8,0.0,0.0
Bengaluru,413.0,71.0,3.4,10.9,1.8,7.3,18.0,26.9,31.7,1014.5,0.0,109.0,12.4,0.0,0.0
Bengaluru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bengaluru,415.0,65.0,3.3,9.0,1.2,6.5,14.8,26.6,31.4,1015.0,6.6,111.0,12.1,0.0,0.0
Bengaluru,416.0,64.0,2.8,9.5,1.6,6.8,14.0,26.0,36.7,1014.5,47.3,96.0,11.0,0.0,0.0
Bengaluru,417.0,65.0,2.4,20.3,1.8,7.4,9.9,25.5,67.9,1015.0,12.8,107.0,10.5,0.0,0.0
Bengaluru,418.0,55.0,1.9,19.5,1.5,7.5,9.6,24.6,60.6,1014.5,7.7,88.0,12.3,0.4,0.0
Bengaluru,419.0,48.0,1.8,18.5,2.3,6.8,14.1,25.9,53.5,1014.0,0.0,82.0,9.9,0.0,0.0
Bengaluru,420.0,54.0,2.6,20.5,2.0,7.4,16.5,25.0,64.5,1013.0,12.8,83.0,10.9,0.0,0.0
Bengaluru,421.0,43.0,1.9,18.0,2.0,6.7,16.6,24.8,54.0,1012.0,0.0,70.0,10.2,0.0,0.0
Bengaluru,422.0,62.0,1.9,20.5,2.0,7.5,12.3,25.3,63.4,1012.0,13.3,97.0,10.5,0.0,0.0
Bengaluru,423.0,56.0,1.8,16.0,1.5,7.9,20.1,25.8,52.2,1013.0,10.8,86.0,10.3,0.0,0.0
Bengaluru,424.0,60.0,2.0,14.2,1.2,7.0,20.5,25.9,41.7,1015.0,0.0,97.0,12.7,0.0,0.0
Bengaluru,425.0,71.0,2.3,10.5,1.0,7.0,16.9,26.0,37.2,1014.5,10.2,125.0,13.9,0.0,0.0
Bengaluru,426.0,73.0,1.8,13.5,1.2,7.0,18.0,26.2,41.2,1013.5,0.0,128.0,13.5,0.0,0.0
Bengaluru,427.0,81.0,2.2,13.5,1.4,6.3,22.7,26.9,38.0,1013.0,10.8,141.0,11.0,0.0,0.0
Bengaluru,428.0,74.0,2.7,14.5,1.0,7.5,16.9,26.5,44.7,1013.0,7.7,127.0,11.3,0.0,0.0
Bengaluru,429.0,73.0,1.9,16.5,1.4,6.9,16.2,26.6,51.5,1013.0,8.2,129.0,11.1,0.0,0.0
Bengaluru,430.0,67.0,1.7,21.5,2.3,6.3,22.3,25.9,64.7,1012.5,8.7,107.0,9.7,0.0,0.0
Kolkata,401.0,54.0,1.2,23.5,1.7,4.2,12.9,27.4,70.5,1008.5,0.0,89.0,9.1,0.0,0.0
Kolkata,402.0,58.0,1.1,25.5,1.4,4.6,8.1,28.1,79.3,1007.5,0.0,119.0,11.1,0.0,0.0
Kolkata,403.0,57.0,0.9,25.0,1.5,4.2,9.2,28.1,77.5,1009.0,0.0,112.0,9.9,0.0,0.0
Kolkata,404.0,56.0,1.1,25.0,1.7,4.4,8.0,28.0,77.4,1009.0,0.0,101.0,9.3,0.0,0.0
Kolkata,405.0,60.0,0.7,25.0,1.3,4.5,9.6,27.5,75.2,1008.0,0.0,108.0,8.5,0.0,0.0
Kolkata,406.0,62.0,5.2,20.0,1.2,4.2,13.3,25.1,68.8,1009.0,0.0,107.0,14.2,0.0,0.0
Kolkata,407.0,48.0,4.3,21.0,1.2,4.2,18.5,26.1,71.5,1008.5,0.0,92.0,14.1,0.0,0.0
Kolkata,408.0,50.0,6.4,21.0,1.4,3.9,13.4,27.1,63.6,1007.5,0.0,90.0,14.4,0.0,0.0
Kolkata,409.0,52.0,3.9,22.5,1.5,4.3,11.9,25.6,70.8,1007.0,12.8,94.0,13.6,0.0,0.0
Kolkata,410.0,50.0,2.4,24.0,1.5,5.0,10.6,27.0,76.7,1009.0,0.0,84.0,16.3,0.0,0.0
Kolkata,411.0,52.0,0.8,26.0,1.3,4.7,5.5,28.0,81.4,1008.0,0.0,95.0,9.8,0.0,0.0
Kolkata,412.0,58.0,1.6,26.0,1.0,4.5,6.5,28.4,79.0,1007.0,0.0,96.0,11.2,0.0,0.0
Kolkata,413.0,59.0,2.4,25.0,1.3,4.5,10.9,27.4,70.6,1007.5,14.4,106.0,11.4,0.0,0.0
Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata,415.0,55.0,2.5,27.0,1.5,4.7,8.1,29.0,81.5,1006.0,0.0,99.0,8.3,0.0,0.0
Kolkata,416.0,62.0,2.3,27.0,1.3,5.1,9.3,29.6,73.8,1006.5,0.0,107.0,8.0,0.0,0.0
Kolkata,417.0,76.0,4.0,23.0,1.5,6.1,14.5,29.0,58.0,1009.0,0.0,152.0,13.8,0.0,0.0
Kolkata,418.0,106.0,9.6,20.5,0.8,5.8,13.4,29.2,49.0,1009.0,0.0,160.0,17.2,0.0,0.0
Kolkata,419.0,99.0,8.2,20.0,1.2,6.3,16.3,28.1,56.2,1008.0,0.0,154.0,18.7,0.0,0.0
Kolkata,420.0,71.0,9.1,18.5,0.9,5.8,18.7,28.5,55.0,1006.0,0.0,123.0,15.8,0.0,0.0
Kolkata,421.0,59.0,2.7,23.0,1.4,4.7,15.0,28.0,73.0,1005.5,11.5,107.0,8.3,0.0,0.0
Kolkata,422.0,64.0,5.7,21.0,0.9,5.6,13.2,28.0,67.6,1006.0,0.0,132.0,15.9,0.0,0.0
Kolkata,423.0,57.0,4.5,23.0,1.1,4.7,14.3,30.1,60.9,1007.0,0.0,102.0,12.9,0.0,0.0
Kolkata,424.0,58.0,3.4,24.0,1.2,4.1,10.3,30.1,65.5,1008.0,0.0,94.0,13.3,0.0,0.0
Kolkata,425.0,51.0,1.9,25.0,1.3,4.3,7.8,29.7,73.6,1007.0,0.0,87.0,11.0,0.0,0.0
Kolkata,426.0,60.0,1.5,26.0,1.5,4.6,10.0,28.5,69.7,1005.0,15.4,104.0,11.2,0.0,0.0
Kolkata,427.0,62.0,3.1,27.0,1.6,4.9,12.4,31.0,75.5,1004.5,0.0,117.0,10.1,0.0,0.0
Kolkata,428.0,61.0,1.2,28.0,1.8,3.8,5.9,30.1,76.0,1004.0,0.0,92.0,8.3,0.0,0.0
Kolkata,429.0,55.0,1.2,27.0,2.0,3.7,4.5,30.1,75.1,1004.0,0.0,79.0,7.8,0.0,0.0
Kolkata,430.0,44.0,1.5,25.0,2.4,4.2,5.5,30.0,69.4,1004.5,0.0,67.0,9.2,0.0,0.0
