City,Date,co,dew,humidity,no2,o3,pm10,pm25,so2
Nashik,2021-04-01 00:00:00,0.5,11.2,41.5,8.1,11.7,79.0,62.0,1.6
Nashik,2021-04-02 00:00:00,0.4,17.4,67.6,9.3,17.4,76.0,107.0,1.3
Nashik,2021-04-03 00:00:00,0.6,17.9,51.6,9.1,19.1,77.0,110.0,0.9
Nashik,2021-04-04 00:00:00,0.4,15.0,54.0,7.8,19.5,60.0,91.0,0.9
Nashik,2021-04-05 00:00:00,1.1,15.8,51.8,9.8,11.0,54.0,94.0,1.1
Nashik,2021-04-06 00:00:00,0.8,11.2,28.0,9.0,29.2,57.0,114.0,2.1
Nashik,2021-04-07 00:00:00,0.8,7.3,35.0,9.9,30.4,55.0,119.0,1.6
Nashik,2021-04-08 00:00:00,0.8,9.7,42.8,9.0,31.2,65.0,130.0,1.5
Nashik,2021-04-09 00:00:00,1.2,13.1,64.0,7.8,19.5,65.0,133.0,1.2
Nashik,2021-04-10 00:00:00,2.5,10.8,49.5,16.2,9.1,64.0,128.0,1.1
Nashik,2021-04-11 00:00:00,0.8,13.2,55.4,9.9,15.7,65.0,133.0,0.9
Nashik,2021-04-12 00:00:00,0.7,10.7,19.9,9.2,36.2,60.0,134.0,3.3
Nashik,2021-04-13 00:00:00,0.8,9.5,17.3,11.1,32.1,61.0,134.0,2.9
Nashik,2021-04-14 00:00:00,0.9,12.5,33.3,10.7,24.0,58.0,153.0,2.2
Nashik,2021-04-15 00:00:00,0.6,12.6,39.8,10.3,28.4,52.0,133.0,1.7
Nashik,2021-04-16 00:00:00,0.5,10.5,25.6,6.8,23.6,49.0,104.0,1.5
Nashik,2021-04-17 00:00:00,0.9,12.3,17.1,4.9,30.4,52.0,101.0,1.9
Nashik,2021-04-18 00:00:00,0.6,14.0,26.6,8.3,23.7,61.0,132.0,1.7
Nashik,2021-04-19 00:00:00,0.7,10.1,26.9,6.0,24.2,60.0,120.0,2.2
Nashik,2021-04-20 00:00:00,0.5,12.2,32.1,6.5,15.5,52.0,125.0,1.2
Nashik,2021-04-21 00:00:00,0.3,11.9,43.7,6.1,11.7,52.0,97.0,1.2
Nashik,2021-04-22 00:00:00,0.5,8.2,36.1,7.9,12.8,59.0,110.0,1.4
Nashik,2021-04-23 00:00:00,0.3,5.5,17.0,6.1,18.4,52.0,101.0,1.0
Nashik,2021-04-24 00:00:00,0.9,10.6,36.6,8.4,16.1,50.0,95.0,1.2
Nashik,2021-04-25 00:00:00,0.8,11.6,27.1,8.4,19.9,65.0,127.0,2.0
Nashik,2021-04-26 00:00:00,1.1,12.3,36.0,9.9,38.3,53.0,112.0,2.0
Nashik,2021-04-27 00:00:00,0.9,12.8,48.7,7.8,32.7,78.0,151.0,1.4
Nashik,2021-04-28 00:00:00,0.9,15.4,49.1,10.1,23.900000000000002,65.5,129.0,1.6
Nashik,2021-04-29 00:00:00,0.9,15.5,49.5,12.4,15.1,53.0,107.0,1.8
Nashik,2021-04-30 00:00:00,0.9,16.6,55.3,11.0,26.2,53.0,118.0,1.0
Visakhapatnam,2021-04-01 00:00:00,6.9,26.0,81.0,20.9,4.2,101.0,163.0,6.7
Visakhapatnam,2021-04-02 00:00:00,5.875,26.0,79.375,18.025,4.2,95.25,148.25,6.8
Visakhapatnam,2021-04-03 00:00:00,4.85,27.0,77.75,15.149999999999999,4.2,89.5,133.5,6.9
Visakhapatnam,2021-04-04 00:00:00,3.825,21.0,76.125,12.275,4.2,83.75,118.75,7.0
Visakhapatnam,2021-04-05 00:00:00,2.8,25.0,74.5,9.4,4.2,78.0,104.0,7.1
Visakhapatnam,2021-04-06 00:00:00,3.3,24.0,77.0,16.5,4.1,85.0,118.0,7.2
Visakhapatnam,2021-04-07 00:00:00,2.6,24.0,78.2,16.3,4.2,84.0,110.0,6.1
Visakhapatnam,2021-04-08 00:00:00,5.9,24.3,77.0,15.4,4.2,92.0,102.0,7.2
Visakhapatnam,2021-04-09 00:00:00,5.7,24.0,74.5,18.7,4.1,69.0,93.0,7.6
Visakhapatnam,2021-04-10 00:00:00,4.1,23.5,73.7,16.6,4.2,60.0,82.0,6.6
Visakhapatnam,2021-04-11 00:00:00,5.0,24.0,75.0,18.0,4.0,59.0,64.0,7.1
Visakhapatnam,2021-04-12 00:00:00,4.2,24.5,76.0,15.3,3.9,66.0,89.0,7.4
Visakhapatnam,2021-04-13 00:00:00,3.6,24.0,71.0,15.7,4.1,67.0,90.0,7.1
Visakhapatnam,2021-04-14 00:00:00,3.4,22.0,69.5,15.9,4.1,57.0,85.0,7.1
Visakhapatnam,2021-04-15 00:00:00,4.2,21.0,68.0,27.1,4.1,82.0,98.0,7.6
Visakhapatnam,2021-04-16 00:00:00,2.7,21.0,70.2,19.3,4.1,37.0,44.0,7.5
Visakhapatnam,2021-04-17 00:00:00,4.0,24.2,76.0,18.2,4.1,28.0,37.0,7.2
Visakhapatnam,2021-04-18 00:00:00,4.9,25.0,77.5,14.6,4.0,37.0,50.0,8.3
Visakhapatnam,2021-04-19 00:00:00,4.6,25.0,76.5,17.7,4.1,58.0,80.0,7.8
Visakhapatnam,2021-04-20 00:00:00,3.3,24.0,77.2,19.5,4.0,77.0,100.0,4.4
Visakhapatnam,2021-04-21 00:00:00,0.8,25.0,76.0,13.8,4.1,60.0,84.0,6.0
Visakhapatnam,2021-04-22 00:00:00,2.7,25.0,75.0,15.2,4.0,64.0,82.0,6.6
Visakhapatnam,2021-04-23 00:00:00,3.5,23.0,70.7,19.9,4.1,70.0,91.0,6.9
Visakhapatnam,2021-04-24 00:00:00,2.4,23.5,73.5,21.1,4.1,77.0,116.0,4.8
Visakhapatnam,2021-04-25 00:00:00,1.2,25.0,80.2,15.2,4.0,59.0,91.0,7.7
Visakhapatnam,2021-04-26 00:00:00,1.5,24.5,77.0,16.4,4.1,69.0,92.0,7.1
Visakhapatnam,2021-04-27 00:00:00,0.7,25.0,71.5,16.6,4.2,70.0,99.0,7.1
Visakhapatnam,2021-04-28 00:00:00,2.3,25.0,75.6,17.5,4.3,73.0,98.0,7.6
Visakhapatnam,2021-04-29 00:00:00,3.7,25.4,77.0,11.7,3.9,59.0,88.0,7.5
Visakhapatnam,2021-04-30 00:00:00,2.8,25.0,75.0,15.8,4.0,67.0,102.0,7.0
Mumbai,2021-04-01 00:00:00,3.8,24.0,79.9,5.9,4.3,103.0,114.0,4.9
Mumbai,2021-04-02 00:00:00,3.8,22.5,74.0,5.9,8.2,112.0,116.0,4.4
Mumbai,2021-04-03 00:00:00,3.6,23.0,74.0,6.3,6.4,85.0,95.0,3.2
Mumbai,2021-04-04 00:00:00,3.3,23.0,77.8,6.8,8.9,77.0,84.0,3.0
Mumbai,2021-04-05 00:00:00,4.2,22.5,75.0,6.5,7.5,70.0,75.0,3.5
Mumbai,2021-04-06 00:00:00,6.0,20.0,63.4,8.9,10.4,84.0,99.0,4.2
Mumbai,2021-04-07 00:00:00,5.2,22.5,69.0,8.8,9.8,83.0,91.0,4.0
Mumbai,2021-04-08 00:00:00,4.7,24.0,76.4,7.1,9.8,79.0,85.0,5.9
Mumbai,2021-04-09 00:00:00,4.8,24.0,79.8,6.8,9.0,85.0,97.0,4.9
Mumbai,2021-04-10 00:00:00,4.7,24.0,80.5,6.8,10.5,90.0,102.0,5.7
Mumbai,2021-04-11 00:00:00,4.8,24.0,80.5,6.8,8.9,80.0,93.0,6.7
Mumbai,2021-04-12 00:00:00,5.0,23.5,70.8,7.3,8.4,85.0,94.0,6.5
Mumbai,2021-04-13 00:00:00,5.0,24.5,73.3,8.2,10.1,84.0,95.0,5.8
Mumbai,2021-04-14 00:00:00,3.8,25.0,79.0,6.8,13.0,67.0,92.0,4.0
Mumbai,2021-04-15 00:00:00,3.7,25.0,79.4,6.6,11.0,68.0,97.0,2.7
Mumbai,2021-04-16 00:00:00,3.6,24.0,79.0,6.4,9.7,61.0,82.0,2.8
Mumbai,2021-04-17 00:00:00,3.4,24.0,78.0,6.8,9.4,60.0,80.0,2.4
Mumbai,2021-04-18 00:00:00,3.6,25.0,76.5,5.1,10.6,67.0,92.0,2.5
Mumbai,2021-04-19 00:00:00,3.2,25.0,76.6,5.3,5.8,64.0,80.0,2.3
Mumbai,2021-04-20 00:00:00,2.8,24.0,78.0,3.9,3.8,57.0,73.0,2.5
Mumbai,2021-04-21 00:00:00,2.9,24.0,77.2,3.7,3.5,60.0,70.0,1.8
Mumbai,2021-04-22 00:00:00,3.2,24.0,78.0,4.5,5.0,66.0,80.0,1.9
Mumbai,2021-04-23 00:00:00,3.5,21.5,65.9,5.3,4.7,65.0,76.0,2.4
Mumbai,2021-04-24 00:00:00,3.5,23.0,76.5,4.5,5.8,62.0,76.0,2.2
Mumbai,2021-04-25 00:00:00,3.6,25.0,73.4,4.5,4.8,67.0,83.0,2.4
Mumbai,2021-04-26 00:00:00,3.9,26.0,79.4,4.5,8.1,109.0,124.0,2.4
Mumbai,2021-04-27 00:00:00,3.5,25.0,75.5,4.9,5.5,123.0,103.0,2.5
Mumbai,2021-04-28 00:00:00,3.6,25.0,74.0,5.2,3.9,83.0,84.0,2.6
Mumbai,2021-04-29 00:00:00,3.2,25.5,79.0,4.6,4.2,65.0,70.0,3.1
Mumbai,2021-04-30 00:00:00,3.5,25.0,79.0,5.4,3.1,63.0,72.0,4.1
Jaipur,2021-04-01 00:00:00,6.6,-4.5,9.6,10.5,24.7,82.0,130.0,6.8
Jaipur,2021-04-02 00:00:00,8.2,-4.0,8.7,9.2,22.2,78.0,123.0,6.1
Jaipur,2021-04-03 00:00:00,8.0,-4.0,11.0,7.8,24.6,66.0,116.0,7.8
Jaipur,2021-04-04 00:00:00,8.6,0.25,10.4,9.6,27.7,72.0,138.0,7.0
Jaipur,2021-04-05 00:00:00,6.4,4.5,15.2,15.8,11.6,89.0,150.0,5.6
Jaipur,2021-04-06 00:00:00,5.1,5.0,16.5,8.6,13.2,90.0,145.0,6.9
Jaipur,2021-04-07 00:00:00,5.3,9.0,20.1,6.8,20.4,125.0,178.0,6.0
Jaipur,2021-04-08 00:00:00,5.2,6.0,18.0,6.5,25.3,84.0,153.0,6.5
Jaipur,2021-04-09 00:00:00,6.3,3.5,12.0,8.3,26.7,69.0,123.0,6.6
Jaipur,2021-04-10 00:00:00,5.0,5.0,11.4,6.9,25.4,65.0,109.0,6.4
Jaipur,2021-04-11 00:00:00,6.1,3.0,12.3,7.2,22.6,69.0,129.0,6.0
Jaipur,2021-04-12 00:00:00,7.2,5.0,13.8,12.6,8.5,87.0,155.0,6.2
Jaipur,2021-04-13 00:00:00,7.0,4.0,13.0,13.0,11.3,86.0,156.0,6.9
Jaipur,2021-04-14 00:00:00,6.0,6.5,17.3,11.1,12.1,104.0,159.0,6.7
Jaipur,2021-04-15 00:00:00,7.3,8.0,19.0,9.5,9.7,87.0,154.0,7.4
Jaipur,2021-04-16 00:00:00,3.9,11.5,27.4,7.5,14.4,103.0,127.0,6.1
Jaipur,2021-04-17 00:00:00,3.0,13.0,33.0,4.0,21.3,65.0,116.0,4.7
Jaipur,2021-04-18 00:00:00,3.6,13.0,27.3,2.9,20.0,80.0,140.0,3.5
Jaipur,2021-04-19 00:00:00,4.6,8.0,19.1,5.9,15.3,78.0,136.0,4.8
Jaipur,2021-04-20 00:00:00,5.0,13.0,22.0,6.0,19.0,89.0,152.0,5.1
Jaipur,2021-04-21 00:00:00,5.4,12.0,37.0,6.3,20.4,78.0,143.0,5.5
Jaipur,2021-04-22 00:00:00,6.4,4.0,19.5,4.9,27.6,49.0,90.0,4.5
Jaipur,2021-04-23 00:00:00,6.4,6.0,21.4,5.2,27.8,65.0,128.0,4.9
Jaipur,2021-04-24 00:00:00,5.5,4.375,17.5,5.3,22.6,60.0,100.0,5.6
Jaipur,2021-04-25 00:00:00,6.6,2.75,14.5,6.6,24.4,64.0,106.0,5.6
Jaipur,2021-04-26 00:00:00,8.0,1.125,12.2,11.6,16.5,67.0,117.0,5.7
Jaipur,2021-04-27 00:00:00,7.3,-0.5,10.9,13.1,12.8,69.0,133.0,5.9
Jaipur,2021-04-28 00:00:00,7.9,-3.0,10.7,11.3,12.8,75.0,121.0,7.3
Jaipur,2021-04-29 00:00:00,6.8,2.0,13.7,7.4,19.2,100.0,164.0,5.8
Jaipur,2021-04-30 00:00:00,6.5,4.5,16.7,6.0,26.1,120.0,170.0,4.8
Patna,2021-04-01 00:00:00,7.5,2.0,23.7,15.6,8.3,108.0,156.0,3.6
Patna,2021-04-02 00:00:00,7.3,1.5,23.0,2.8,10.2,104.0,157.0,4.1
Patna,2021-04-03 00:00:00,8.4,3.0,22.9,3.1,8.8,110.0,163.0,4.4
Patna,2021-04-04 00:00:00,7.0,0.5,24.0,12.8,9.2,114.0,157.0,3.5
Patna,2021-04-05 00:00:00,8.2,7.0,38.0,14.6,13.4,133.0,167.0,4.1
Patna,2021-04-06 00:00:00,7.8,13.0,47.5,12.5,22.8,113.0,160.0,4.3
Patna,2021-04-07 00:00:00,8.2,17.0,58.0,11.0,24.4,115.0,161.0,4.1
Patna,2021-04-08 00:00:00,8.8,17.0,64.5,9.9,22.0,116.0,165.0,3.9
Patna,2021-04-09 00:00:00,8.6,16.0,63.0,11.0,16.2,118.0,164.0,2.7
Patna,2021-04-10 00:00:00,9.5,10.0,33.0,3.6,21.9,120.0,157.0,2.2
Patna,2021-04-11 00:00:00,8.6,5.5,22.7,12.8,23.0,128.0,159.0,2.9
Patna,2021-04-12 00:00:00,9.3,5.0,25.0,3.7,22.6,134.0,160.0,2.9
Patna,2021-04-13 00:00:00,10.1,4.0,25.8,12.5,17.3,128.0,163.0,3.1
Patna,2021-04-14 00:00:00,9.5,6.0,27.1,13.5,18.2,142.0,174.0,3.7
Patna,2021-04-15 00:00:00,8.4,11.0,42.8,12.1,16.8,120.0,166.0,2.9
Patna,2021-04-16 00:00:00,7.1,16.5,51.6,9.8,23.5,108.0,160.0,3.8
Patna,2021-04-17 00:00:00,6.0,14.5,49.1,9.6,26.4,119.0,154.0,3.9
Patna,2021-04-18 00:00:00,5.8,14.0,43.0,11.4,23.5,70.0,124.0,3.0
Patna,2021-04-19 00:00:00,6.5,3.5,24.4,4.6,18.9,131.0,157.0,2.0
Patna,2021-04-20 00:00:00,7.6,3.0,21.0,4.4,19.3,115.0,157.0,2.7
Patna,2021-04-21 00:00:00,7.6,18.0,54.0,2.7,24.1,110.0,155.0,2.8
Patna,2021-04-22 00:00:00,5.9,15.5,56.5,2.6,24.2,73.0,114.0,2.2
Patna,2021-04-23 00:00:00,7.5,10.0,35.7,2.4,24.0,76.0,150.0,2.1
Patna,2021-04-24 00:00:00,7.7,8.0,24.0,2.3,24.0,92.0,152.0,2.5
Patna,2021-04-25 00:00:00,8.0,9.0,27.0,2.5,24.2,101.0,158.0,3.1
Patna,2021-04-26 00:00:00,7.1,3.5,28.4,11.7,23.3,92.0,155.0,4.2
Patna,2021-04-27 00:00:00,10.2,7.0,32.2,12.7,20.2,112.0,166.0,3.8
Patna,2021-04-28 00:00:00,9.5,9.0,29.8,12.0,22.8,108.0,160.0,3.7
Patna,2021-04-29 00:00:00,6.2,17.0,52.6,2.5,25.3,95.0,154.0,3.8
Patna,2021-04-30 00:00:00,5.9,14.0,41.4,9.2,29.3,85.0,150.0,3.4
Muzaffarnagar,2021-04-01 00:00:00,6.2,-3.0,27.2,11.2,0.6,133.0,87.0,11.3
Muzaffarnagar,2021-04-02 00:00:00,8.1,-2.0,26.0,15.4,0.8,105.0,125.0,13.6
Muzaffarnagar,2021-04-03 00:00:00,10.6,-4.0,24.0,19.9,0.9,138.0,132.0,17.7
Muzaffarnagar,2021-04-04 00:00:00,8.6,2.5,26.0,21.0,0.8,118.0,124.0,15.2
Muzaffarnagar,2021-04-05 00:00:00,10.3,5.0,27.5,27.3,1.3,141.0,161.0,17.7
Muzaffarnagar,2021-04-06 00:00:00,9.5,8.5,36.2,13.6,1.9,197.0,187.0,13.1
Muzaffarnagar,2021-04-07 00:00:00,10.4,9.0,33.2,18.7,1.1,159.0,163.0,11.3
Muzaffarnagar,2021-04-08 00:00:00,7.3,5.0,28.2,16.2,0.9,102.0,142.0,12.6
Muzaffarnagar,2021-04-09 00:00:00,8.4,2.0,24.0,18.2,0.8,93.0,141.0,12.8
Muzaffarnagar,2021-04-10 00:00:00,9.2,3.0,23.2,22.9,0.8,116.0,135.0,15.3
Muzaffarnagar,2021-04-11 00:00:00,12.1,3.5,24.0,21.1,0.9,129.0,156.0,17.1
Muzaffarnagar,2021-04-12 00:00:00,11.3,6.0,26.7,16.6,0.8,154.0,162.0,16.1
Muzaffarnagar,2021-04-13 00:00:00,9.9,7.0,26.5,14.7,1.1,135.0,155.0,14.9
Muzaffarnagar,2021-04-14 00:00:00,6.6,4.5,26.0,116.1,1.4,136.0,157.0,16.7
Muzaffarnagar,2021-04-15 00:00:00,9.6,5.0,20.2,124.2,2.8499999999999996,163.0,160.0,15.3
Muzaffarnagar,2021-04-16 00:00:00,13.1,7.1,28.2,81.3,4.3,188.0,175.0,15.3
Muzaffarnagar,2021-04-17 00:00:00,7.4,13.0,39.5,13.2,2.8,86.0,83.0,10.9
Muzaffarnagar,2021-04-18 00:00:00,10.2,11.0,32.5,14.8,2.1666666666666665,96.0,132.0,13.3
Muzaffarnagar,2021-04-19 00:00:00,9.9,8.0,29.0,15.6,1.5333333333333332,129.0,145.0,15.6
Muzaffarnagar,2021-04-20 00:00:00,7.8,8.0,31.0,12.4,0.9,136.0,147.0,10.7
Muzaffarnagar,2021-04-21 00:00:00,8.9,12.9,41.3,12.4,2.5500000000000003,92.0,104.0,9.6
Muzaffarnagar,2021-04-22 00:00:00,9.2,12.0,44.2,9.6,4.2,74.0,73.0,6.4
Muzaffarnagar,2021-04-23 00:00:00,8.4,11.8,46.0,11.7,0.7,77.0,82.0,5.8
Muzaffarnagar,2021-04-24 00:00:00,10.3,6.5,34.5,9.2,0.7,74.0,95.0,10.0
Muzaffarnagar,2021-04-25 00:00:00,9.4,7.0,30.2,12.5,0.7,120.0,143.0,13.9
Muzaffarnagar,2021-04-26 00:00:00,9.5,6.0,25.3,24.8,0.9,159.0,176.0,15.6
Muzaffarnagar,2021-04-27 00:00:00,9.2,9.5,26.5,21.0,1.1,186.0,180.0,18.6
Muzaffarnagar,2021-04-28 00:00:00,9.6,8.0,28.0,12.2,1.1,190.0,169.0,16.1
Muzaffarnagar,2021-04-29 00:00:00,10.0,8.0,27.5,10.3,1.1,165.0,175.0,11.6
Muzaffarnagar,2021-04-30 00:00:00,9.9,11.0,33.2,12.3,1.1,164.0,162.0,12.2
Thiruvananthapuram,2021-04-01 00:00:00,5.4,25.5,76.0,8.2,11.8,50.0,76.0,3.0
Thiruvananthapuram,2021-04-02 00:00:00,5.3,24.0,71.5,7.6,14.9,55.0,78.0,3.5
Thiruvananthapuram,2021-04-03 00:00:00,4.6,23.5,71.0,8.1,13.2,65.0,73.0,2.3
Thiruvananthapuram,2021-04-04 00:00:00,4.4,23.5,73.5,6.4,16.1,66.0,75.0,3.8
Thiruvananthapuram,2021-04-05 00:00:00,5.6,25.0,74.2,7.3,15.6,76.0,89.0,2.6
Thiruvananthapuram,2021-04-06 00:00:00,4.7,26.0,73.2,6.4,20.1,72.0,94.0,2.7
Thiruvananthapuram,2021-04-07 00:00:00,6.6,25.0,72.5,6.8,19.1,61.0,97.0,3.8
Thiruvananthapuram,2021-04-08 00:00:00,6.8,24.0,74.4,9.4,18.3,59.0,89.0,3.5
Thiruvananthapuram,2021-04-09 00:00:00,6.2,24.5,73.9,8.9,19.2,57.0,89.0,3.2
Thiruvananthapuram,2021-04-10 00:00:00,5.3,24.0,74.5,7.1,16.7,52.0,80.0,3.4
Thiruvananthapuram,2021-04-11 00:00:00,5.4,25.0,80.0,6.5,14.8,45.0,81.0,2.6
Thiruvananthapuram,2021-04-12 00:00:00,6.1,24.0,83.7,8.0,14.2,33.0,72.0,2.1
Thiruvananthapuram,2021-04-13 00:00:00,5.0,24.5,82.0,6.5,20.3,31.0,72.0,3.6
Thiruvananthapuram,2021-04-14 00:00:00,4.8,25.0,76.0,5.6,16.9,32.0,67.0,3.0
Thiruvananthapuram,2021-04-15 00:00:00,5.6,24.0,74.8,6.5,20.3,35.0,66.0,1.7
Thiruvananthapuram,2021-04-16 00:00:00,3.8,24.0,77.5,7.9,20.3,27.0,60.0,3.1
Thiruvananthapuram,2021-04-17 00:00:00,5.7,24.0,72.1,7.8,20.3,29.0,60.0,2.8
Thiruvananthapuram,2021-04-18 00:00:00,5.0,25.0,78.5,6.7,13.3,30.0,59.0,3.2
Thiruvananthapuram,2021-04-19 00:00:00,6.0,25.0,76.3,7.6,12.1,26.0,53.0,2.1
Thiruvananthapuram,2021-04-20 00:00:00,5.2,24.5,78.0,8.9,13.1,35.0,64.0,2.4
Thiruvananthapuram,2021-04-21 00:00:00,6.1,24.5,75.7,9.4,17.0,52.0,81.0,3.0
Thiruvananthapuram,2021-04-22 00:00:00,5.4,25.0,75.0,8.0,15.0,39.0,68.0,3.0
Thiruvananthapuram,2021-04-23 00:00:00,6.5,24.0,75.2,8.6,12.9,39.0,64.0,2.4
Thiruvananthapuram,2021-04-24 00:00:00,4.2,25.0,76.2,6.2,13.8,44.0,71.0,3.0
Thiruvananthapuram,2021-04-25 00:00:00,6.2,25.0,75.2,5.4,16.1,36.0,74.0,2.8
Thiruvananthapuram,2021-04-26 00:00:00,5.9,25.5,76.5,8.6,14.1,40.0,75.0,1.4
Thiruvananthapuram,2021-04-27 00:00:00,4.7,25.0,73.3,7.7,14.9,46.0,74.0,1.9
Thiruvananthapuram,2021-04-28 00:00:00,5.8,25.0,73.0,7.7,14.3,53.0,70.0,3.3
Thiruvananthapuram,2021-04-29 00:00:00,6.0,26.0,77.8,7.3,12.3,53.0,65.0,1.2
Thiruvananthapuram,2021-04-30 00:00:00,5.6,26.0,79.2,7.8,17.8,53.0,81.0,2.6
Bengaluru,2021-04-01 00:00:00,6.0,8.5,37.7,10.4,14.7,71.0,114.0,2.7
Bengaluru,2021-04-02 00:00:00,4.8,9.0,37.0,9.7,15.1,65.0,99.0,2.6
Bengaluru,2021-04-03 00:00:00,5.2,13.0,46.5,10.1,14.8,80.0,114.0,2.1
Bengaluru,2021-04-04 00:00:00,5.5,12.5,38.6,9.8,15.0,85.0,125.0,2.9
Bengaluru,2021-04-05 00:00:00,6.0,16.5,47.2,11.4,17.0,86.0,137.0,2.6
Bengaluru,2021-04-06 00:00:00,6.5,15.0,51.0,10.4,17.8,83.0,151.0,2.4
Bengaluru,2021-04-07 00:00:00,5.7,7.0,40.2,12.0,17.0,79.0,124.0,2.7
Bengaluru,2021-04-08 00:00:00,6.0,10.0,39.0,11.1,18.4,82.0,137.0,3.1
Bengaluru,2021-04-09 00:00:00,6.0,13.0,42.6,11.8,17.5,79.0,130.0,2.5
Bengaluru,2021-04-10 00:00:00,6.1,12.0,46.5,12.1,19.8,77.0,127.0,2.8
Bengaluru,2021-04-11 00:00:00,4.9,14.0,53.5,9.6,15.0,61.0,102.0,2.7
Bengaluru,2021-04-12 00:00:00,5.1,18.0,62.9,9.1,10.5,54.0,83.0,3.0
Bengaluru,2021-04-13 00:00:00,4.4,17.0,64.0,7.9,11.4,51.0,85.0,2.9
Bengaluru,2021-04-14 00:00:00,4.6,20.5,72.7,10.7,11.0,51.0,82.0,3.3
Bengaluru,2021-04-15 00:00:00,6.2,19.0,74.5,11.6,12.4,36.0,68.0,2.6
Bengaluru,2021-04-16 00:00:00,5.7,17.5,60.0,14.3,15.6,53.0,80.0,2.5
Bengaluru,2021-04-17 00:00:00,6.1,18.0,52.7,14.1,18.4,57.0,89.0,2.8
Bengaluru,2021-04-18 00:00:00,5.7,15.0,50.7,10.9,17.0,61.0,100.0,2.7
Bengaluru,2021-04-19 00:00:00,6.0,17.0,54.7,12.7,15.8,59.0,94.0,2.9
Bengaluru,2021-04-20 00:00:00,5.8,17.0,64.0,11.2,16.2,59.0,108.0,2.4
Bengaluru,2021-04-21 00:00:00,6.3,18.0,60.0,11.5,16.5,67.0,119.0,2.4
Bengaluru,2021-04-22 00:00:00,6.2,19.0,66.5,11.0,18.8,61.0,107.0,2.7
Bengaluru,2021-04-23 00:00:00,6.1,19.0,69.5,9.1,16.8,49.0,83.0,2.5
Bengaluru,2021-04-24 00:00:00,6.0,20.0,69.6,7.8,16.2,43.0,79.0,2.3
Bengaluru,2021-04-25 00:00:00,6.3,17.0,60.0,7.7,14.0,62.0,114.0,2.5
Bengaluru,2021-04-26 00:00:00,6.0,15.0,50.0,10.8,14.6,70.0,134.0,2.6
Bengaluru,2021-04-27 00:00:00,6.0,14.0,50.5,10.6,12.5,72.0,135.0,2.5
Bengaluru,2021-04-28 00:00:00,6.0,16.0,48.7,9.1,16.0,72.0,140.0,2.5
Bengaluru,2021-04-29 00:00:00,5.9,16.0,52.7,7.6,16.0,66.0,119.0,2.5
Bengaluru,2021-04-30 00:00:00,5.4,17.0,60.9,9.0,17.6,62.0,109.0,2.1
Kolkata,2021-04-01 00:00:00,4.6,23.0,70.3,8.6,15.7,101.0,155.0,6.0
Kolkata,2021-04-02 00:00:00,3.8,25.0,80.8,7.2,14.0,88.0,133.0,4.4
Kolkata,2021-04-03 00:00:00,4.3,25.0,76.8,7.4,13.7,81.0,130.0,4.3
Kolkata,2021-04-04 00:00:00,3.7,20.0,57.0,7.6,21.6,78.0,119.0,4.4
Kolkata,2021-04-05 00:00:00,4.6,21.5,60.9,10.1,17.7,73.0,124.0,5.5
Kolkata,2021-04-06 00:00:00,4.0,23.0,68.3,8.2,15.2,70.0,116.0,4.8
Kolkata,2021-04-07 00:00:00,3.4,24.0,79.4,7.0,15.2,67.0,100.0,3.1
Kolkata,2021-04-08 00:00:00,3.7,25.0,80.2,7.2,11.8,66.0,106.0,3.9
Kolkata,2021-04-09 00:00:00,4.2,25.0,76.7,7.3,13.1,63.0,105.0,4.7
Kolkata,2021-04-10 00:00:00,4.8,26.0,83.0,7.4,11.6,69.0,119.0,4.5
Kolkata,2021-04-11 00:00:00,4.0,21.5,50.3,7.1,16.5,65.0,102.0,6.3
Kolkata,2021-04-12 00:00:00,4.3,23.0,67.3,8.1,11.5,65.0,116.0,8.9
Kolkata,2021-04-13 00:00:00,3.6,24.0,73.4,7.3,8.7,59.0,93.0,5.2
Kolkata,2021-04-14 00:00:00,3.4,25.0,76.0,6.7,9.3,58.0,93.0,4.6
Kolkata,2021-04-15 00:00:00,4.0,25.0,73.5,6.6,11.6,61.0,104.0,5.9
Kolkata,2021-04-16 00:00:00,4.5,24.5,73.5,7.2,16.7,65.0,108.0,6.8
Kolkata,2021-04-17 00:00:00,3.3,23.0,68.5,6.5,15.3,52.0,71.0,4.9
Kolkata,2021-04-18 00:00:00,3.0,24.0,71.1,6.4,15.5,44.0,73.0,5.6
Kolkata,2021-04-19 00:00:00,3.9,20.0,64.9,7.2,20.6,59.0,93.0,5.6
Kolkata,2021-04-20 00:00:00,3.7,25.5,81.5,6.1,11.4,53.0,85.0,3.6
Kolkata,2021-04-21 00:00:00,3.9,25.0,78.8,7.0,13.3,57.0,89.0,4.4
Kolkata,2021-04-22 00:00:00,6.4,24.0,79.0,10.5,15.3,65.0,115.0,5.9
Kolkata,2021-04-23 00:00:00,8.0,18.5,51.0,13.5,11.0,87.0,157.0,7.0
Kolkata,2021-04-24 00:00:00,5.2,19.5,50.6,9.3,17.7,80.0,150.0,7.0
Kolkata,2021-04-25 00:00:00,4.1,22.0,56.2,7.2,14.7,65.0,110.0,6.4
Kolkata,2021-04-26 00:00:00,4.2,23.0,67.1,7.2,13.0,65.0,107.0,6.5
Kolkata,2021-04-27 00:00:00,4.4,26.0,82.3,7.2,10.1,62.0,95.0,5.0
