City,Date,co,dew,humidity,no2,o3,pm10,pm25,so2
Delhi,2021-04-11 00:00:00,7.5,3.0,26.0,18.0,11.3,122.0,157.0,9.6
Delhi,2021-04-12 00:00:00,10.0,4.5,28.1,23.2,9.1,150.0,169.0,9.7
Delhi,2021-04-13 00:00:00,8.4,7.0,29.0,20.3,8.9,140.0,160.0,9.0
Delhi,2021-04-14 00:00:00,6.6,4.0,27.7,16.7,12.1,129.0,152.0,8.6
Delhi,2021-04-15 00:00:00,7.7,4.5,26.7,19.7,8.3,156.0,157.0,8.3
Delhi,2021-04-16 00:00:00,7.8,7.0,39.0,15.4,6.6,163.0,164.0,7.2
Delhi,2021-04-17 00:00:00,5.9,13.0,42.9,11.5,9.8,70.0,102.0,7.1
Delhi,2021-04-18 00:00:00,6.7,10.5,36.5,11.8,12.9,105.0,151.0,8.8
Delhi,2021-04-19 00:00:00,8.0,8.5,31.1,13.1,12.2,128.0,155.0,8.0
Delhi,2021-04-20 00:00:00,6.2,8.0,34.3,11.4,14.7,121.0,152.0,9.8
Delhi,2021-04-21 00:00:00,5.5,12.5,44.3,7.8,13.9,75.0,102.0,7.4
Delhi,2021-04-22 00:00:00,5.9,12.0,42.5,8.6,18.8,86.0,116.0,7.0
Delhi,2021-04-23 00:00:00,6.1,11.5,45.1,8.5,17.2,87.0,122.0,8.6
Delhi,2021-04-24 00:00:00,6.3,5.5,34.8,9.6,13.3,74.0,104.0,7.3
Delhi,2021-04-25 00:00:00,8.8,6.5,33.0,11.8,11.8,118.0,164.0,9.2
Delhi,2021-04-26 00:00:00,11.7,5.0,29.0,20.4,8.8,159.0,185.0,10.9
Delhi,2021-04-27 00:00:00,13.6,9.0,30.5,21.4,9.3,191.0,196.0,10.9
Delhi,2021-04-28 00:00:00,12.2,7.5,28.8,20.5,10.8,191.0,200.0,10.4
Delhi,2021-04-29 00:00:00,10.3,7.0,28.3,14.6,16.8,197.0,187.0,8.7
Delhi,2021-04-30 00:00:00,9.3,11.0,32.0,13.9,14.9,187.0,173.0,8.4
Chandigarh,2021-04-01 00:00:00,3.2,4.7,29.7,6.9,13.6,79.0,130.0,4.9
Chandigarh,2021-04-02 00:00:00,4.6,4.8,26.2,9.3,13.4,73.0,128.0,4.3
Chandigarh,2021-04-03 00:00:00,5.6,4.0,25.0,11.7,14.3,64.0,112.0,4.4
Chandigarh,2021-04-04 00:00:00,4.8,5.7,27.8,8.8,14.5,67.0,128.0,5.4
Chandigarh,2021-04-05 00:00:00,4.9,9.0,32.1,12.5,10.4,72.0,147.0,4.3
Chandigarh,2021-04-06 00:00:00,7.8,11.3,36.3,12.6,9.3,117.0,164.0,8.2
Chandigarh,2021-04-07 00:00:00,4.5,12.4,42.5,7.6,11.5,72.0,132.0,4.1
Chandigarh,2021-04-08 00:00:00,4.2,11.3,30.4,7.5,11.6,59.0,101.0,4.5
Chandigarh,2021-04-09 00:00:00,4.0,4.2,26.6,8.5,11.7,63.0,105.0,4.7
Chandigarh,2021-04-10 00:00:00,3.2,3.1,22.9,9.2,11.0,62.0,105.0,5.0
Chandigarh,2021-04-11 00:00:00,3.2,6.3,24.8,10.8,11.0,72.0,132.0,5.7
Chandigarh,2021-04-12 00:00:00,3.9,7.9,26.0,10.4,11.6,77.0,131.0,6.6
Chandigarh,2021-04-13 00:00:00,3.9,8.0,28.6,10.3,13.4,74.0,113.0,5.4
Chandigarh,2021-04-14 00:00:00,3.4,8.3,28.4,8.7,12.9,82.0,106.0,4.5
Chandigarh,2021-04-15 00:00:00,3.1,9.4,26.3,11.0,11.5,85.0,119.0,6.7
Chandigarh,2021-04-16 00:00:00,2.9,10.0,35.7,13.3,10.1,91.0,136.0,6.6
Chandigarh,2021-04-17 00:00:00,1.7,12.6,47.9,7.7,9.9,55.0,88.0,3.8
Chandigarh,2021-04-18 00:00:00,1.9,11.6,36.2,5.4,12.4,60.0,80.0,4.1
Chandigarh,2021-04-19 00:00:00,3.9,9.9,31.7,6.1,13.9,57.0,77.0,5.1
Chandigarh,2021-04-20 00:00:00,4.0,9.4,38.0,9.4,11.1,73.0,96.0,5.7
Chandigarh,2021-04-21 00:00:00,3.6,14.5,55.5,7.1,11.0,35.0,67.0,4.0
Chandigarh,2021-04-22 00:00:00,4.6,11.6,45.9,9.4,10.8,53.0,83.0,4.8
Chandigarh,2021-04-23 00:00:00,3.6,13.9,57.6,8.6,9.4,35.0,56.0,4.0
Chandigarh,2021-04-24 00:00:00,3.6,10.1,37.3,8.9,9.0,51.0,72.0,4.0
Chandigarh,2021-04-25 00:00:00,2.7,10.5,33.9,9.1,9.8,65.0,79.0,4.6
Chandigarh,2021-04-26 00:00:00,3.1,10.8,27.8,10.5,10.1,75.0,118.0,4.9
Chandigarh,2021-04-27 00:00:00,3.6,12.4,28.4,11.7,10.3,87.0,123.0,5.1
Chandigarh,2021-04-28 00:00:00,4.3,12.9,27.1,13.4,10.4,107.0,151.0,6.0
Chandigarh,2021-04-29 00:00:00,3.9,13.0,31.1,13.9,9.6,96.0,153.0,7.1
Chandigarh,2021-04-30 00:00:00,5.2,13.1,32.5,12.9,11.0,103.0,154.0,6.7
Bhopal,2021-04-01 00:00:00,4.9,6.5,19.5,9.9,21.9,80.0,109.0,10.7
Bhopal,2021-04-02 00:00:00,5.1,5.0,14.7,14.0,22.8,67.0,96.0,9.3
Bhopal,2021-04-03 00:00:00,7.2,5.0,17.5,15.9,21.4,77.0,104.0,11.1
Bhopal,2021-04-04 00:00:00,6.2,4.0,17.0,15.0,25.8,65.0,97.0,8.6
Bhopal,2021-04-05 00:00:00,7.9,7.0,18.0,18.5,26.1,80.0,111.0,9.3
Bhopal,2021-04-06 00:00:00,6.0,9.5,19.7,11.6,17.4,77.0,99.0,6.2
Bhopal,2021-04-07 00:00:00,5.7,8.0,20.5,11.1,16.6,79.0,92.0,13.7
Bhopal,2021-04-08 00:00:00,7.5,10.0,21.5,17.2,16.4,119.0,155.0,8.0
Bhopal,2021-04-09 00:00:00,7.4,9.0,20.5,12.8,22.9,105.0,135.0,11.5
Bhopal,2021-04-10 00:00:00,5.7,12.0,27.5,9.6,23.1,61.0,105.0,16.3
Bhopal,2021-04-11 00:00:00,4.2,13.5,29.5,8.7,21.5,57.0,93.0,16.4
Bhopal,2021-04-12 00:00:00,5.7,9.0,22.6,10.1,21.4,51.0,86.0,11.3
Bhopal,2021-04-13 00:00:00,5.6,7.0,18.5,14.3,20.5,75.0,135.0,9.1
Bhopal,2021-04-14 00:00:00,6.0,10.0,26.0,8.5,20.7,72.0,105.0,9.5
Bhopal,2021-04-15 00:00:00,5.3,12.0,26.0,8.2,20.9,55.0,85.0,8.0
Bhopal,2021-04-16 00:00:00,4.7,10.0,22.5,8.0,18.5,53.0,86.0,11.4
Bhopal,2021-04-17 00:00:00,4.3,10.0,21.7,7.6,13.9,74.0,85.0,12.2
Bhopal,2021-04-18 00:00:00,5.8,10.5,23.5,10.0,17.5,65.0,95.0,12.4
Bhopal,2021-04-19 00:00:00,6.7,10.0,23.5,10.5,16.9,75.0,128.0,13.7
Bhopal,2021-04-20 00:00:00,4.0,11.5,20.5,7.4,23.7,70.0,80.0,13.2
Bhopal,2021-04-21 00:00:00,3.6,13.0,29.0,6.8,13.0,70.0,87.0,11.6
Bhopal,2021-04-22 00:00:00,4.5,10.5,24.7,8.4,18.0,72.0,88.0,12.2
Bhopal,2021-04-23 00:00:00,6.1,10.0,20.5,8.1,21.6,73.0,99.0,12.3
Bhopal,2021-04-24 00:00:00,3.7,11.0,18.0,5.9,14.2,62.0,78.0,11.7
Bhopal,2021-04-25 00:00:00,4.3,7.0,13.7,6.3,17.7,43.0,64.0,12.9
Bhopal,2021-04-26 00:00:00,5.7,8.0,12.0,6.0,17.4,57.0,82.0,13.2
Bhopal,2021-04-27 00:00:00,7.4,10.0,17.2,18.6,16.8,65.0,118.0,12.1
Bhopal,2021-04-28 00:00:00,5.9,11.5,16.0,20.1,31.0,65.0,92.0,9.2
Bhopal,2021-04-29 00:00:00,5.0,10.0,17.7,9.3,17.5,66.0,90.0,13.6
Bhopal,2021-04-30 00:00:00,4.2,10.5,17.5,9.1,21.4,66.0,91.0,20.2
Lucknow,2021-04-01 00:00:00,7.9,4.5,23.7,10.0,15.7,107.0,149.0,3.2
Lucknow,2021-04-02 00:00:00,8.8,5.5,24.4,12.8,14.2,110.0,158.0,5.0
Lucknow,2021-04-03 00:00:00,6.1,5.0,23.0,13.6,12.6,91.0,145.0,5.5
Lucknow,2021-04-04 00:00:00,8.0,6.0,23.2,14.1,11.8,103.0,153.0,6.0
Lucknow,2021-04-05 00:00:00,8.9,9.5,27.5,15.3,18.5,121.0,169.0,6.9
Lucknow,2021-04-06 00:00:00,8.4,14.5,36.3,15.5,22.4,147.0,174.0,6.4
Lucknow,2021-04-07 00:00:00,10.2,18.5,43.0,16.6,19.8,145.0,179.0,6.0
Lucknow,2021-04-08 00:00:00,6.5,14.0,33.4,20.2,19.9,146.0,181.0,5.1
Lucknow,2021-04-09 00:00:00,9.8,9.0,26.0,22.7,19.9,113.0,160.0,5.9
Lucknow,2021-04-10 00:00:00,8.2,6.0,24.0,17.9,17.2,96.0,150.0,5.5
Lucknow,2021-04-11 00:00:00,7.8,7.5,24.4,18.6,16.0,104.0,155.0,5.1
Lucknow,2021-04-12 00:00:00,8.1,10.5,27.0,16.0,11.9,106.0,157.0,4.9
Lucknow,2021-04-13 00:00:00,9.0,10.5,26.7,17.1,10.2,120.0,163.0,4.9
Lucknow,2021-04-14 00:00:00,7.7,10.5,26.5,17.4,10.4,111.0,155.0,5.2
Lucknow,2021-04-15 00:00:00,8.1,12.0,26.4,17.3,9.4,118.0,162.0,6.2
Lucknow,2021-04-16 00:00:00,8.5,12.5,29.3,29.0,9.5,130.0,173.0,5.8
Lucknow,2021-04-17 00:00:00,8.3,15.5,34.5,13.4,9.7,118.0,160.0,3.7
Lucknow,2021-04-18 00:00:00,7.9,14.0,34.0,11.0,10.5,92.0,151.0,3.6
Lucknow,2021-04-19 00:00:00,8.4,12.0,29.8,14.4,10.2,106.0,157.0,3.7
Lucknow,2021-04-20 00:00:00,7.9,11.5,26.9,18.4,11.7,100.0,159.0,5.2
Lucknow,2021-04-21 00:00:00,8.1,15.5,38.0,13.2,15.3,113.0,166.0,4.1
Lucknow,2021-04-22 00:00:00,8.9,18.0,51.8,12.2,11.0,53.0,92.0,3.5
Lucknow,2021-04-23 00:00:00,8.3,18.0,43.2,19.8,12.7,74.0,141.0,3.5
Lucknow,2021-04-24 00:00:00,8.7,15.5,35.4,13.1,15.5,77.0,141.0,3.8
Lucknow,2021-04-25 00:00:00,7.6,13.0,32.3,12.8,9.0,72.0,117.0,4.4
Lucknow,2021-04-26 00:00:00,8.1,12.0,28.0,19.4,11.4,86.0,151.0,4.9
Lucknow,2021-04-27 00:00:00,8.7,12.5,25.9,27.0,8.0,91.0,161.0,5.3
Lucknow,2021-04-28 00:00:00,8.6,14.0,30.8,22.6,11.3,119.0,172.0,6.0
Lucknow,2021-04-29 00:00:00,8.7,18.0,43.0,18.9,19.3,140.0,182.0,4.4
Lucknow,2021-04-30 00:00:00,8.8,19.0,43.0,12.7,21.9,120.0,161.0,3.7
Ghāziābād,2021-04-01 00:00:00,5.7,-3.0,27.0,14.6,26.0,131.0,99.0,5.1
Ghāziābād,2021-04-02 00:00:00,8.8,-3.5,29.2,22.6,16.4,120.0,122.0,5.3
Ghāziābād,2021-04-03 00:00:00,11.9,-4.0,28.5,30.2,10.8,115.0,158.0,13.5
Ghāziābād,2021-04-04 00:00:00,12.2,2.0,31.2,22.9,16.0,137.0,169.0,10.0
Ghāziābād,2021-04-05 00:00:00,14.1,4.5,33.2,46.8,21.3,157.0,175.0,13.9
Ghāziābād,2021-04-06 00:00:00,5.9,8.5,36.5,19.3,34.9,174.0,174.0,10.9
Ghāziābād,2021-04-07 00:00:00,4.7,9.0,33.7,17.4,26.1,149.0,161.0,8.4
Ghāziābād,2021-04-08 00:00:00,6.2,2.0,30.0,17.5,21.2,108.0,122.0,11.9
Ghāziābād,2021-04-09 00:00:00,6.5,2.0,31.2,22.9,15.8,132.0,159.0,15.4
Ghāziābād,2021-04-10 00:00:00,6.8,2.5,29.2,23.2,17.8,122.0,155.0,11.7
Ghāziābād,2021-04-11 00:00:00,5.4,3.0,27.2,19.9,23.9,125.0,146.0,9.9
Ghāziābād,2021-04-12 00:00:00,8.6,4.5,31.5,45.2,15.4,179.0,182.0,14.9
Ghāziābād,2021-04-13 00:00:00,5.4,7.0,30.0,32.6,15.2,148.0,158.0,13.4
Ghāziābād,2021-04-14 00:00:00,5.5,4.0,29.7,20.7,20.2,154.0,152.0,10.8
Ghāziābād,2021-04-15 00:00:00,4.2,4.5,29.5,31.7,14.6,168.0,152.0,6.2
Ghāziābād,2021-04-16 00:00:00,5.8,7.0,36.2,27.7,16.1,206.0,158.0,15.2
Ghāziābād,2021-04-17 00:00:00,2.5,13.0,38.2,19.4,13.5,76.0,91.0,6.0
Ghāziābād,2021-04-18 00:00:00,4.8,10.5,36.7,16.9,14.0,131.0,159.0,15.3
Ghāziābād,2021-04-19 00:00:00,4.1,8.5,32.5,20.8,13.7,147.0,153.0,13.9
Ghāziābād,2021-04-20 00:00:00,4.9,8.0,35.0,14.9,21.6,141.0,114.0,8.8
Ghāziābād,2021-04-21 00:00:00,2.2,12.5,41.7,14.1,25.3,91.0,90.0,5.4
Ghāziābād,2021-04-22 00:00:00,2.0,12.0,42.5,13.4,25.9,87.0,144.0,8.1
Ghāziābād,2021-04-23 00:00:00,3.3,11.5,44.7,10.9,22.5,87.0,122.0,7.2
Ghāziābād,2021-04-24 00:00:00,5.1,5.5,40.0,11.2,15.6,86.0,154.0,14.4
Ghāziābād,2021-04-25 00:00:00,5.5,6.5,39.7,21.7,18.6,170.0,190.0,16.1
Ghāziābād,2021-04-26 00:00:00,9.8,5.0,31.7,41.7,10.5,186.0,186.0,12.5
Ghāziābād,2021-04-27 00:00:00,19.3,9.0,33.0,74.0,8.6,208.0,210.0,11.3
Ghāziābād,2021-04-28 00:00:00,18.9,7.5,31.2,57.8,38.8,234.0,192.0,12.8
Ghāziābād,2021-04-29 00:00:00,5.0,7.0,29.7,21.8,27.5,199.0,185.0,12.0
Ghāziābād,2021-04-30 00:00:00,5.1,11.0,33.7,31.3,22.4,190.0,163.0,8.6
Hāpur,2021-04-01 00:00:00,5.4,-3.0,27.0,5.4,30.0,134.0,81.0,4.8
Hāpur,2021-04-02 00:00:00,6.6,-3.5,28.5,7.3,40.3,127.0,123.0,9.4
Hāpur,2021-04-03 00:00:00,10.7,-4.0,28.2,6.0,6.4,126.0,122.0,12.5
Hāpur,2021-04-04 00:00:00,10.6,2.0,30.5,6.4,6.3,133.0,121.0,10.6
Hāpur,2021-04-05 00:00:00,10.8,4.5,31.0,5.8,15.1,132.0,149.0,11.7
Hāpur,2021-04-06 00:00:00,9.0,8.5,37.0,3.2,31.2,172.0,173.0,8.2
Hāpur,2021-04-07 00:00:00,8.9,9.0,40.2,3.2,22.6,148.0,152.0,6.1
Hāpur,2021-04-08 00:00:00,7.8,2.0,33.0,3.7,15.1,97.0,100.0,7.5
Hāpur,2021-04-09 00:00:00,8.2,2.0,28.0,4.8,20.0,97.0,112.0,9.4
Hāpur,2021-04-10 00:00:00,8.4,2.5,29.5,5.9,19.2,109.0,105.0,11.2
Hāpur,2021-04-11 00:00:00,8.3,3.0,26.2,6.9,12.4,127.0,158.0,14.6
Hāpur,2021-04-12 00:00:00,9.5,4.5,27.7,6.5,7.0,153.0,170.0,14.1
Hāpur,2021-04-13 00:00:00,5.1,7.0,28.0,4.7,7.5,155.0,148.0,10.8
Hāpur,2021-04-14 00:00:00,8.5,4.0,29.2,4.0,24.1,139.0,150.0,13.3
Hāpur,2021-04-15 00:00:00,8.4,4.5,26.5,5.1,31.6,159.0,145.0,11.8
Hāpur,2021-04-16 00:00:00,10.9,7.0,35.5,5.7,29.8,147.0,142.0,6.7
Hāpur,2021-04-17 00:00:00,4.3,13.0,40.5,4.1,26.7,84.0,74.0,6.7
Hāpur,2021-04-18 00:00:00,6.9,10.5,39.0,4.6,34.3,115.0,122.0,10.2
Hāpur,2021-04-19 00:00:00,9.1,8.5,34.2,5.5,22.4,136.0,104.0,8.2
Hāpur,2021-04-20 00:00:00,8.8,8.0,33.5,4.5,21.8,131.0,93.0,6.5
Hāpur,2021-04-21 00:00:00,6.5,12.5,44.0,5.3,21.3,83.0,80.0,7.3
Hāpur,2021-04-22 00:00:00,6.7,12.0,45.5,4.3,26.1,76.0,75.0,7.1
Hāpur,2021-04-23 00:00:00,5.5,11.5,45.7,4.5,22.8,73.0,80.0,6.8
Hāpur,2021-04-24 00:00:00,6.0,5.5,32.2,8.9,9.6,66.0,69.0,6.4
Hāpur,2021-04-25 00:00:00,7.4,6.5,30.7,11.8,14.0,109.0,90.0,6.9
Hāpur,2021-04-26 00:00:00,12.5,5.0,27.5,13.3,7.1,138.0,152.0,8.5
Hāpur,2021-04-27 00:00:00,13.3,9.0,31.7,17.7,6.3,165.0,156.0,10.8
Hāpur,2021-04-28 00:00:00,13.3,7.5,32.0,19.6,8.6,191.0,169.0,11.6
Hāpur,2021-04-29 00:00:00,8.3,7.0,31.0,6.2,21.4,153.0,156.0,9.6
Hāpur,2021-04-30 00:00:00,7.3,11.0,36.2,7.0,18.1,155.0,152.0,7.8
Gandhinagar,2021-04-01 00:00:00,8.0,7.5,28.4,19.2,7.5,88.0,146.0,11.2
Gandhinagar,2021-04-02 00:00:00,10.1,9.0,31.0,23.2,2.7,106.0,155.0,12.0
Gandhinagar,2021-04-03 00:00:00,10.6,13.0,29.9,26.2,3.3,104.0,156.0,9.9
Gandhinagar,2021-04-04 00:00:00,9.1,20.0,28.6,21.2,3.3,85.0,148.0,4.9
Gandhinagar,2021-04-05 00:00:00,7.4,15.0,33.5,16.5,3.2,79.0,130.0,7.6
Gandhinagar,2021-04-06 00:00:00,7.2,10.5,28.9,19.2,6.2,75.0,141.0,11.9
Gandhinagar,2021-04-07 00:00:00,6.5,13.0,38.7,13.4,4.6,79.0,118.0,9.0
Gandhinagar,2021-04-08 00:00:00,7.1,11.5,42.4,19.2,4.9,76.0,125.0,8.8
Gandhinagar,2021-04-09 00:00:00,8.0,11.0,33.6,23.6,4.9,85.0,158.0,11.2
Gandhinagar,2021-04-10 00:00:00,8.6,9.0,28.0,28.8,4.9,97.0,155.0,11.1
Gandhinagar,2021-04-11 00:00:00,9.3,6.0,23.5,26.2,7.9,110.0,159.0,16.6
Gandhinagar,2021-04-12 00:00:00,7.9,10.0,34.4,16.2,6.7,88.0,131.0,14.6
Gandhinagar,2021-04-13 00:00:00,7.9,7.0,28.0,13.7,9.0,66.0,95.0,11.7
Gandhinagar,2021-04-14 00:00:00,8.7,7.0,26.5,14.2,7.3,66.0,104.0,9.8
Gandhinagar,2021-04-15 00:00:00,8.1,8.5,28.3,13.4,12.0,72.0,144.0,14.9
Gandhinagar,2021-04-16 00:00:00,7.6,14.5,45.0,12.7,7.4,75.0,117.0,10.5
Gandhinagar,2021-04-17 00:00:00,7.1,15.0,52.5,11.8,5.1,82.0,115.0,5.2
Gandhinagar,2021-04-18 00:00:00,7.6,10.5,40.5,12.0,8.1,78.0,126.0,7.6
Gandhinagar,2021-04-19 00:00:00,7.4,11.0,36.5,12.3,10.7,63.0,100.0,9.3
Gandhinagar,2021-04-20 00:00:00,7.4,14.5,31.0,11.6,8.8,68.0,117.0,10.3
Gandhinagar,2021-04-21 00:00:00,7.0,10.5,29.0,10.9,8.8,71.0,122.0,8.2
Gandhinagar,2021-04-22 00:00:00,7.8,12.0,33.1,10.6,8.6,77.0,112.0,11.8
Gandhinagar,2021-04-23 00:00:00,6.6,15.5,34.6,10.1,6.7,78.0,104.0,15.1
Gandhinagar,2021-04-24 00:00:00,7.7,20.5,40.0,9.9,7.2,86.0,151.0,15.9
Gandhinagar,2021-04-25 00:00:00,7.7,8.0,30.5,12.3,9.3,71.0,110.0,5.3
Gandhinagar,2021-04-26 00:00:00,8.8,9.0,31.0,16.1,11.0,71.0,117.0,8.5
Gandhinagar,2021-04-27 00:00:00,7.0,10.0,26.5,12.9,15.2,85.0,151.0,13.6
Gandhinagar,2021-04-28 00:00:00,7.2,12.0,28.0,12.6,14.8,64.0,94.0,8.1
Gandhinagar,2021-04-29 00:00:00,6.9,13.5,30.9,11.2,13.9,58.0,102.0,10.0
Gandhinagar,2021-04-30 00:00:00,7.7,13.0,36.0,10.6,14.2,55.0,85.0,8.6
Chennai,2021-04-01 00:00:00,6.4,24.0,73.4,2.4,4.1,57.0,56.0,4.4
Chennai,2021-04-02 00:00:00,6.4,23.0,62.8,1.8,3.2,72.0,110.0,6.9
Chennai,2021-04-03 00:00:00,6.4,24.0,72.8,2.5,2.6,63.0,84.0,5.1
Chennai,2021-04-04 00:00:00,6.4,25.0,77.3,2.7,3.8,60.0,74.0,9.3
Chennai,2021-04-05 00:00:00,6.3,25.0,75.3,3.1,4.7,58.0,67.0,9.3
Chennai,2021-04-06 00:00:00,6.4,23.0,72.0,2.7,6.9,55.0,63.0,3.1
Chennai,2021-04-07 00:00:00,6.4,23.0,71.4,3.3,5.6,62.0,81.0,2.3
Chennai,2021-04-08 00:00:00,6.4,22.0,71.5,3.0,5.7,69.0,87.0,2.5
Chennai,2021-04-09 00:00:00,6.3,21.5,67.8,3.6,4.9,61.0,82.0,3.6
Chennai,2021-04-10 00:00:00,6.4,22.0,71.1,2.3,3.1,59.0,72.0,4.3
Chennai,2021-04-11 00:00:00,6.3,23.0,72.6,1.8,1.6,52.0,67.0,5.6
Chennai,2021-04-12 00:00:00,6.3,23.0,70.6,1.8,2.7,36.0,53.0,6.1
Chennai,2021-04-13 00:00:00,6.4,23.0,70.9,1.8,2.2,43.0,61.0,5.8
Chennai,2021-04-14 00:00:00,6.4,24.0,77.5,1.9,2.0,44.0,55.0,7.9
Chennai,2021-04-15 00:00:00,6.4,22.5,76.1,2.7,2.6,24.0,50.0,6.2
Chennai,2021-04-16 00:00:00,6.4,23.5,74.0,2.5,2.4,34.0,55.0,6.4
Chennai,2021-04-17 00:00:00,6.4,24.0,74.7,2.5,3.0,43.0,63.0,4.2
Chennai,2021-04-18 00:00:00,6.4,24.0,75.3,2.5,2.3,30.0,47.0,3.5
Chennai,2021-04-19 00:00:00,6.4,24.5,74.5,1.8,2.5,51.0,59.0,3.2
Chennai,2021-04-20 00:00:00,6.4,24.5,74.9,2.6,3.5,49.0,59.0,2.6
Chennai,2021-04-21 00:00:00,6.4,24.5,75.0,2.0,3.0,39.0,59.0,3.0
Chennai,2021-04-22 00:00:00,6.3,24.0,74.2,2.0,2.8,36.0,59.0,3.9
Chennai,2021-04-23 00:00:00,6.3,23.0,74.2,2.4,5.0,47.0,61.0,3.4
Chennai,2021-04-24 00:00:00,6.4,24.0,73.5,2.3,3.7,42.0,66.0,3.2
Chennai,2021-04-25 00:00:00,6.4,24.5,72.0,1.8,3.0,43.0,68.0,3.2
Chennai,2021-04-26 00:00:00,6.3,24.0,70.5,1.8,3.8,56.0,76.0,5.0
Chennai,2021-04-27 00:00:00,6.4,24.0,71.6,2.1,8.3,51.0,72.0,3.9
Chennai,2021-04-28 00:00:00,6.4,24.0,76.1,2.5,5.9,53.0,74.0,4.9
Chennai,2021-04-29 00:00:00,6.4,24.0,73.4,2.6,7.2,51.0,73.0,4.9
Chennai,2021-04-30 00:00:00,6.3,24.5,75.2,2.0,6.0,42.0,63.0,5.3
